"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005583","GO:0005583","fibrillar collagen trimer","1/9","18/17405",0.00927138168007224,0.0299009338766048,0.0139887409949028,"COL5A2",1
"GO:0098643","GO:0098643","banded collagen fibril","1/9","18/17405",0.00927138168007224,0.0299009338766048,0.0139887409949028,"COL5A2",1
"GO:0005788","GO:0005788","endoplasmic reticulum lumen","2/9","302/17405",0.00996697795886827,0.0299009338766048,0.0139887409949028,"IGFBP5/COL5A2",2
"GO:0098644","GO:0098644","complex of collagen trimers","1/9","27/17405",0.0138783554845007,0.0312262998401265,0.0146087952468428,"COL5A2",1
