"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0062023","GO:0062023","collagen-containing extracellular matrix","2/4","398/17405",0.00303554753689464,0.0309561098429734,0.0104273212102647,"PTN/COL1A2",2
"GO:0005583","GO:0005583","fibrillar collagen trimer","1/4","18/17405",0.00413068495575009,0.0309561098429734,0.0104273212102647,"COL1A2",1
"GO:0098643","GO:0098643","banded collagen fibril","1/4","18/17405",0.00413068495575009,0.0309561098429734,0.0104273212102647,"COL1A2",1
"GO:0031430","GO:0031430","M band","1/4","24/17405",0.00550473193052514,0.0309561098429734,0.0104273212102647,"CRYAB",1
"GO:0098644","GO:0098644","complex of collagen trimers","1/4","27/17405",0.00619122196859467,0.0309561098429734,0.0104273212102647,"COL1A2",1
"GO:0031672","GO:0031672","A band","1/4","34/17405",0.00779164988931602,0.0324652078721501,0.0109356489674611,"CRYAB",1
