"","B1_p_val","B1_avg_log2FC","B1_pct.1","B1_pct.2","B1_p_val_adj","B2_p_val","B2_avg_log2FC","B2_pct.1","B2_pct.2","B2_p_val_adj","max_pval","minimump_p_val","cluster"
"DCLK1",0,1.21010653235411,0.748,0.217,0,0,1.12638499792676,0.711,0.208,0,0,0,2
"DACH11",0,0.946214209292103,0.807,0.474,0,0,1.00348087872066,0.793,0.41,0,0,0,2
"POU4F1",0,0.941270670244117,0.416,0.032,0,0,0.628421964203261,0.304,0.032,0,0,0,2
"FAM155A",0,0.423394004852324,0.298,0.046,0,0,0.459690572665164,0.284,0.046,0,0,0,2
"REM2",0,0.549069840132556,0.38,0.032,0,0,0.534888712899621,0.358,0.042,0,0,0,2
"JPH4",0,0.681620788016732,0.448,0.054,0,0,0.641757997880215,0.407,0.069,0,0,0,2
"NOVA11",0,1.59608441488971,0.961,0.78,0,0,1.58850089448978,0.948,0.759,0,0,0,2
"AKAP6",0,1.03881941962834,0.606,0.054,0,0,1.02189501066445,0.57,0.049,0,0,0,2
"ATL1",0,0.706087050326831,0.515,0.113,0,0,0.725794871989385,0.483,0.083,0,0,0,2
"GNG2",0,1.03550171900089,0.775,0.414,0,0,1.01459351468409,0.733,0.353,0,0,0,2
"GPR137C",0,0.389158120955906,0.322,0.086,0,2.04413969671868e-271,0.34252058013423,0.279,0.09,5.34113261355623e-267,2.04413969671868e-271,0,2
"DAAM1",0,1.61355478726145,0.952,0.565,0,0,1.63312954052703,0.939,0.552,0,0,0,2
"RTN1",0,2.41957463595239,0.726,0.05,0,0,2.55614527919448,0.731,0.046,0,0,0,2
"PNMA1",0,0.63792462267272,0.744,0.534,0,0,0.742837264725156,0.727,0.471,0,0,0,2
"RPS6KL1",0,0.33064188385772,0.256,0.027,0,0,0.353919955699579,0.257,0.026,0,0,0,2
"CALM1",0,1.2723157509503,0.991,0.957,0,0,1.36850866262437,0.985,0.945,0,0,0,2
"CHGA",0,0.509033603878849,0.355,0.019,0,0,0.512258127382013,0.325,0.017,0,0,0,2
"DDX24",0,0.942837688910471,0.963,0.888,0,0,0.87686146247889,0.945,0.881,0,0,0,2
"EVL",0,0.774272919756504,0.88,0.805,0,0,0.806888875986158,0.866,0.795,0,0,0,2
"DLK1",0,1.48675706384178,0.394,0.04,0,0,1.06952689954144,0.42,0.073,0,0,0,2
"DYNC1H1",0,1.15497968715442,0.968,0.888,0,0,1.21119267623834,0.963,0.862,0,0,0,2
"CKB1",0,1.45154191620006,0.999,0.64,0,0,1.46056263327737,0.997,0.543,0,0,0,2
"KLC1",0,1.44194193783188,0.946,0.711,0,0,1.54327003159608,0.942,0.677,0,0,0,2
"CRIP2",0,0.863328965776602,0.693,0.312,0,0,0.942416753758569,0.698,0.312,0,0,0,2
"SNRPN",0,1.0544119854168,0.933,0.841,0,0,1.02287096964763,0.905,0.838,0,0,0,2
"SNHG14",0,1.42158895951252,0.959,0.855,0,0,1.34670956582796,0.935,0.837,0,0,0,2
"GABRB3",0,0.735524863566027,0.497,0.045,0,0,0.78165049907188,0.486,0.037,0,0,0,2
"SCG5",0,1.0899015355293,0.485,0.086,0,0,1.0088139966517,0.427,0.084,0,0,0,2
"MAP1A",0,0.799659005515931,0.616,0.263,0,0,0.744160971447197,0.571,0.262,0,0,0,2
"SEMA6D",0,0.602401976004628,0.367,0.104,0,0,0.706561266567087,0.411,0.135,0,0,0,2
"MYEF21",0,0.624943987533617,0.782,0.545,0,0,0.711818191301808,0.758,0.48,0,0,0,2
"SCG3",0,1.78705994993487,0.84,0.054,0,0,1.79414062683405,0.824,0.044,0,0,0,2
"TMOD2",0,0.573988090436423,0.407,0.081,0,0,0.610171007009747,0.367,0.054,0,0,0,2
"MAPK6",0,0.781406396140167,0.8,0.572,0,0,0.752429774010761,0.747,0.544,0,0,0,2
"MYO5A",0,0.640837938912384,0.498,0.224,0,0,0.721922624016534,0.493,0.18,0,0,0,2
"ONECUT1",0,1.96075975644333,0.779,0.057,0,0,1.8412642072377,0.735,0.04,0,0,0,2
"HERC1",0,0.66082347993884,0.67,0.414,0,0,0.646552248816237,0.605,0.389,0,0,0,2
"PARP6",0,0.445375961954275,0.414,0.142,0,0,0.459337434358022,0.388,0.13,0,0,0,2
"LINGO1",0,0.763636260964295,0.598,0.199,0,0,0.768535111052626,0.541,0.169,0,0,0,2
"CRABP1",0,2.26417007555408,0.922,0.683,0,1.0399239110757e-296,1.76144277167849,0.871,0.697,2.71721718724969e-292,1.0399239110757e-296,0,2
"MORF4L1",0,0.514637022166059,0.99,0.99,0,0,0.550360907611283,0.99,0.987,0,0,0,2
"NGRN",0,0.81759959469939,0.933,0.876,0,0,0.887624713888638,0.921,0.857,0,0,0,2
"ARHGDIG",0,0.405412711020069,0.256,0.022,0,0,0.497207706460757,0.272,0.023,0,0,0,2
"FBXL16",0,0.379676528271956,0.3,0.018,0,0,0.416140768425055,0.292,0.023,0,0,0,2
"PRKCB",0,0.39132099007028,0.264,0.036,0,0,0.463560225641985,0.272,0.021,0,0,0,2
"SBK1",0,0.821456460584535,0.751,0.469,0,0,0.889611116310274,0.74,0.45,0,0,0,2
"PRRT2",0,0.89546584050705,0.675,0.273,0,0,0.829905813298198,0.626,0.287,0,0,0,2
"SEZ6L2",0,1.47992599604533,0.708,0.127,0,0,1.42303288512128,0.694,0.146,0,0,0,2
"ASPHD1",0,0.474972661995513,0.332,0.018,0,0,0.441754684323957,0.292,0.021,0,0,0,2
"TLCD3B",0,1.39957310965203,0.736,0.044,0,0,1.43164803705723,0.724,0.048,0,0,0,2
"GNAO1",0,0.695130587881183,0.445,0.053,0,0,0.817143285507998,0.441,0.051,0,0,0,2
"ADGRG1",0,0.984701606192941,0.675,0.116,0,0,1.03451907931128,0.649,0.107,0,0,0,2
"NDRG4",0,0.787454445942067,0.58,0.164,0,0,0.789628322861699,0.552,0.144,0,0,0,2
"DYNC1LI2",0,0.642905158632616,0.899,0.816,0,0,0.688155534958855,0.872,0.786,0,0,0,2
"SMPD3",0,0.42272112778625,0.303,0.018,0,0,0.404922303924925,0.283,0.015,0,0,0,2
"GABARAPL2",0,0.941554388214509,0.937,0.832,0,0,0.93946407549842,0.925,0.827,0,0,0,2
"TERF2IP",0,1.72585994564735,0.964,0.667,0,0,1.68653671062001,0.958,0.672,0,0,0,2
"CMIP",0,0.819329119637714,0.749,0.449,0,0,0.893704847159199,0.74,0.432,0,0,0,2
"GSE1",0,0.848071301574931,0.687,0.305,0,0,0.898139606852559,0.682,0.319,0,0,0,2
"MAP1LC3B",0,0.708078138386075,0.847,0.727,0,0,0.715640001042044,0.821,0.7,0,0,0,2
"CBFA2T3",0,0.353077148354491,0.272,0.049,0,0,0.383019014636791,0.265,0.044,0,0,0,2
"TUBB3",0,3.72023333763605,0.996,0.495,0,0,3.68584759583305,0.998,0.509,0,0,0,2
"DBNDD1",0,0.345810041901255,0.312,0.08,0,3.24176018245984e-271,0.326065904791327,0.277,0.088,8.47039518074931e-267,3.24176018245984e-271,0,2
"PAFAH1B1",0,0.694937036435899,0.897,0.844,0,0,0.755049440338716,0.89,0.824,0,0,0,2
"RPAIN",0,0.732017200444777,0.919,0.825,0,0,0.760136825676564,0.904,0.804,0,0,0,2
"GABARAP",0,0.65694772561002,0.99,0.987,0,0,0.694654668045884,0.994,0.986,0,0,0,2
"KDM6B",0,0.721289163855243,0.732,0.462,0,0,0.692525840128008,0.706,0.475,0,0,0,2
"VAMP2",0,1.3524880601531,0.942,0.777,0,0,1.32080889233613,0.908,0.742,0,0,0,2
"WSB1",0,0.890333144796238,0.972,0.935,0,0,0.770370321392096,0.961,0.931,0,0,0,2
"CDK5R1",0,0.776035468719989,0.556,0.103,0,0,0.865381487588512,0.561,0.099,0,0,0,2
"SRCIN1",0,0.3940305099161,0.345,0.096,0,0,0.417424966535736,0.333,0.094,0,0,0,2
"ATP6V0A1",0,0.623018581027681,0.589,0.297,0,0,0.695313249307099,0.562,0.266,0,0,0,2
"VAT1",0,0.670687754191279,0.696,0.463,0,0,0.738354185180384,0.704,0.463,0,0,0,2
"RUNDC3A",0,0.647746399556018,0.457,0.027,0,0,0.732159569623922,0.474,0.026,0,0,0,2
"MAPT",0,1.57308812660898,0.657,0.09,0,0,1.55892059987165,0.632,0.085,0,0,0,2
"SPAG9",0,0.724734798834074,0.88,0.725,0,0,0.715846544639137,0.831,0.705,0,0,0,2
"DYNLL2",0,0.678852181194705,0.76,0.553,0,0,0.663982540443594,0.69,0.489,0,0,0,2
"DDX5",0,0.54682674983328,0.998,0.997,0,0,0.572512185936207,0.999,0.998,0,0,0,2
"SSTR2",0,0.979171800525593,0.293,0.044,0,0,1.18553575690806,0.363,0.044,0,0,0,2
"JPT1",0,1.34282837183819,0.993,0.91,0,0,1.33131966145743,0.994,0.911,0,0,0,2
"GRB2",0,0.668903945796982,0.77,0.569,0,0,0.669066599645953,0.717,0.537,0,0,0,2
"LGALS3BP",0,0.468051844018023,0.406,0.099,0,0,0.555130599622821,0.432,0.104,0,0,0,2
"RBFOX3",0,0.475641034569159,0.361,0.068,0,0,0.585430796963076,0.408,0.117,0,0,0,2
"SLC16A3",0,0.619198110559931,0.352,0.067,0,0,0.524711539760554,0.297,0.058,0,0,0,2
"ADCYAP1",0,0.987064130694885,0.47,0.01,0,0,1.09331674398349,0.472,0.01,0,0,0,2
"ANKRD12",0,0.780559030106019,0.874,0.774,0,0,0.828644464333144,0.85,0.741,0,0,0,2
"GREB1L",0,0.545833277858606,0.418,0.098,0,0,0.601960060241808,0.431,0.09,0,0,0,2
"CELF4",0,1.31926529253171,0.561,0.055,0,0,1.52533494104423,0.553,0.054,0,0,0,2
"SYT4",0,1.76724713288562,0.517,0.029,0,0,1.94414107846562,0.534,0.031,0,0,0,2
"RNF165",0,0.789445540648151,0.722,0.391,0,0,0.919868630436263,0.707,0.331,0,0,0,2
"C18orf32",0,1.02203830883004,0.929,0.737,0,0,1.03958525716804,0.914,0.735,0,0,0,2
"DCC",0,1.7454949097965,0.741,0.137,0,0,1.91210920924763,0.779,0.134,0,0,0,2
"ST8SIA3",0,0.459411915574015,0.313,0.009,0,0,0.400559689870627,0.26,0.008,0,0,0,2
"ONECUT2",0,2.60650572758406,0.772,0.099,0,0,2.3900999674359,0.757,0.077,0,0,0,2
"NEDD4L",0,0.875543849496205,0.667,0.334,0,0,0.825708735954682,0.634,0.358,0,0,0,2
"SEC11C",0,0.741647871628803,0.732,0.484,0,0,0.922349282956237,0.746,0.431,0,0,0,2
"PALM",0,0.648506951140881,0.667,0.39,0,0,0.727233009198534,0.658,0.397,0,0,0,2
"PLPPR3",0,1.04936251699647,0.853,0.535,0,0,1.06369723740189,0.856,0.597,0,0,0,2
"APC2",0,0.844230432802025,0.593,0.081,0,0,0.869176595776807,0.571,0.08,0,0,0,2
"ONECUT3",0,0.885456593866541,0.358,0.019,0,0,0.926354614091532,0.379,0.013,0,0,0,2
"OAZ1",0,0.527671303595239,0.984,0.972,0,0,0.564943832459133,0.971,0.959,0,0,0,2
"CELF5",0,0.971213786669736,0.591,0.086,0,0,0.91128757533915,0.576,0.128,0,0,0,2
"ATCAY",0,1.2976918707263,0.727,0.045,0,0,1.28753321454198,0.702,0.053,0,0,0,2
"SHD",0,0.426335280189827,0.338,0.082,0,0,0.55869412732315,0.371,0.074,0,0,0,2
"TUBB4A",0,0.909191576418053,0.53,0.039,0,0,0.931527989751034,0.5,0.028,0,0,0,2
"PRR36",0,0.421376108080647,0.394,0.125,0,0,0.476936916584316,0.4,0.108,0,0,0,2
"CDKN2D",0,1.19207425632096,0.695,0.196,0,0,1.23390026201427,0.69,0.193,0,0,0,2
"ELAVL3",0,2.36063733974365,0.932,0.126,0,0,2.24176376140932,0.922,0.108,0,0,0,2
"MAST1",0,0.354679140491048,0.298,0.055,0,0,0.425959934354188,0.308,0.054,0,0,0,2
"RAB3A",0,1.2484496727385,0.641,0.057,0,0,1.0945298161567,0.593,0.06,0,0,0,2
"JUND",0,0.664439163489204,0.99,0.964,0,0,0.622976607668414,0.988,0.974,0,0,0,2
"TMEM59L",0,0.753217800554238,0.499,0.147,0,0,0.733656535562578,0.504,0.191,0,0,0,2
"NCAN",0,0.742277348497508,0.546,0.079,0,0,0.702370622139192,0.483,0.074,0,0,0,2
"FXYD7",0,0.916118181611982,0.507,0.125,0,0,0.911397730650884,0.484,0.097,0,0,0,2
"APLP1",0,1.66258893407476,0.832,0.249,0,0,1.77526401912067,0.856,0.249,0,0,0,2
"TBCB",0,0.772936959297805,0.892,0.818,0,0,0.824456676445915,0.877,0.794,0,0,0,2
"DLL3",0,1.3617419053339,0.603,0.237,0,0,1.44015556088135,0.578,0.207,0,0,0,2
"TTC9B",0,0.998569265079602,0.501,0.017,0,0,0.993215228441713,0.488,0.014,0,0,0,2
"PLD3",0,0.74390043123294,0.87,0.756,0,0,0.628189811680419,0.838,0.791,0,0,0,2
"NUMBL",0,0.409225131099487,0.369,0.119,0,5.09194415550477e-258,0.391364719439962,0.349,0.142,1.33047408839184e-253,5.09194415550477e-258,0,2
"ATP1A3",0,1.06646537604341,0.639,0.067,0,0,1.06590459229299,0.625,0.07,0,0,0,2
"POU2F2",0,2.35257902206139,0.758,0.1,0,0,2.41069433392038,0.792,0.103,0,0,0,2
"AC010247.2",0,0.834830598879826,0.405,0.016,0,0,0.853520964195032,0.418,0.015,0,0,0,2
"RTN2",0,0.43860558103875,0.388,0.12,0,0,0.474821108577548,0.389,0.113,0,0,0,2
"NOVA2",0,1.02327739544726,0.719,0.129,0,0,1.00423770681315,0.663,0.113,0,0,0,2
"IGLON5",0,0.484636631992901,0.445,0.173,0,0,0.530676049070791,0.461,0.208,0,0,0,2
"ETFB",0,1.28953616461029,0.84,0.558,0,0,1.34897827270386,0.817,0.524,0,0,0,2
"CACNG8",0,0.329253320674425,0.261,0.047,0,0,0.362710492508056,0.261,0.046,0,0,0,2
"EPS8L1",0,0.87380617493376,0.581,0.087,0,0,0.982529376612054,0.593,0.064,0,0,0,2
"SYT5",0,0.551652176266581,0.362,0.012,0,0,0.591645219978814,0.369,0.014,0,0,0,2
"BRSK1",0,0.489726320224919,0.423,0.127,0,0,0.499530941285878,0.401,0.126,0,0,0,2
"SCRT2",0,0.592284578155528,0.391,0.013,0,0,0.581365780566007,0.355,0.013,0,0,0,2
"FAM110A",0,0.470324683575726,0.337,0.099,0,0,0.468719220264172,0.299,0.091,0,0,0,2
"CHGB",0,0.714520531482411,0.487,0.033,0,0,0.838725827275188,0.475,0.033,0,0,0,2
"PAK5",0,0.663108921479564,0.471,0.069,0,0,0.628467873157658,0.426,0.077,0,0,0,2
"SNAP25",0,0.920637021112617,0.561,0.057,0,0,0.919666545328114,0.545,0.054,0,0,0,2
"DTD1",0,0.635568163906611,0.848,0.74,0,0,0.731147302255647,0.82,0.673,0,0,0,2
"INSM1",0,1.73093075606079,0.663,0.036,0,0,1.90086502001547,0.684,0.042,0,0,0,2
"NAPB",0,0.697736283905937,0.5,0.094,0,0,0.68141324217324,0.462,0.086,0,0,0,2
"MAP1LC3A",0,0.917425044671357,0.663,0.306,0,0,0.755709731470482,0.589,0.368,0,0,0,2
"VSTM2L",0,0.476641286289524,0.343,0.052,0,0,0.442803205616538,0.312,0.048,0,0,0,2
"GDAP1L1",0,1.53760386064195,0.779,0.065,0,0,1.52328086564073,0.755,0.062,0,0,0,2
"NKAIN41",0,0.93311941523778,0.734,0.46,0,0,1.08434420825023,0.717,0.399,0,0,0,2
"EEF1A2",0,0.941761309050962,0.528,0.076,0,0,0.909976933324366,0.519,0.106,0,0,0,2
"STMN3",0,0.742055155522564,0.644,0.289,0,0,0.716146446811245,0.607,0.292,0,0,0,2
"MYT1",0,0.761017320165587,0.503,0.025,0,0,0.791413393895719,0.481,0.024,0,0,0,2
"CXADR1",0,1.54092396567944,0.88,0.244,0,0,1.69021915166675,0.883,0.208,0,0,0,2
"TTC3",0,0.972764760919047,0.988,0.986,0,0,0.99156605950881,0.985,0.986,0,0,0,2
"MIAT",0,2.64127171747669,0.972,0.268,0,0,2.58006769499793,0.971,0.285,0,0,0,2
"YWHAH",0,0.806286037297818,0.851,0.78,0,0,0.904781236208153,0.839,0.74,0,0,0,2
"RBFOX21",0,0.701459637503732,0.91,0.814,0,0,0.68206749412464,0.898,0.8,0,0,0,2
"CSNK1E",0,0.896860686751917,0.949,0.828,0,0,0.957091839913971,0.928,0.817,0,0,0,2
"SEPTIN3",0,0.914030079906815,0.638,0.204,0,0,0.961479072208493,0.63,0.202,0,0,0,2
"SULT4A1",0,0.376857332604854,0.307,0.047,0,0,0.361567195945965,0.276,0.054,0,0,0,2
"PHF21B",0,0.70077923188849,0.547,0.178,0,0,0.711672313448137,0.533,0.17,0,0,0,2
"MAPK8IP2",0,0.666098096407964,0.508,0.074,0,0,0.646894391541712,0.451,0.066,0,0,0,2
"CLCN4",0,0.373697770504301,0.314,0.068,0,0,0.354889254240535,0.278,0.062,0,0,0,2
"TSPAN7",0,0.765831921029427,0.474,0.07,0,0,0.809452211657979,0.469,0.074,0,0,0,2
"PCSK1N",0,2.18707409716884,0.806,0.154,0,0,2.27582396077742,0.825,0.226,0,0,0,2
"SYP",0,1.03501373614418,0.595,0.044,0,0,0.982161183385711,0.547,0.044,0,0,0,2
"AC233296.1",0,0.420299097657007,0.336,0.072,0,0,0.428732127325946,0.307,0.053,0,0,0,2
"TMEM35A",0,0.722616849728373,0.512,0.138,0,0,0.726984455002739,0.472,0.129,0,0,0,2
"TCEAL2",0,0.942989095588761,0.531,0.099,0,0,0.96803680752123,0.501,0.095,0,0,0,2
"BEX5",0,0.435782650840929,0.297,0.048,0,0,0.445218079335194,0.28,0.047,0,0,0,2
"BEX1",0,1.80014512192376,0.93,0.402,0,0,1.79737579855701,0.914,0.425,0,0,0,2
"TCEAL5",0,0.537175717238879,0.356,0.071,0,0,0.530513066476461,0.328,0.074,0,0,0,2
"BEX2",0,1.36561874507757,0.913,0.629,0,0,1.42582193005566,0.919,0.65,0,0,0,2
"TCEAL7",0,1.03966995775871,0.727,0.39,0,0,1.0131887576926,0.709,0.42,0,0,0,2
"PAK3",0,1.05336812963962,0.655,0.131,0,0,1.05680322321715,0.628,0.143,0,0,0,2
"DCX",0,2.72416950094633,0.971,0.242,0,0,2.53799896581587,0.966,0.292,0,0,0,2
"ZCCHC12",0,0.382341586949288,0.285,0.022,0,0,0.390593720040302,0.272,0.025,0,0,0,2
"RAB33A",0,0.474805833914608,0.387,0.083,0,0,0.462396737396612,0.34,0.077,0,0,0,2
"RTL8C",0,0.709361102517985,0.821,0.623,0,0,0.686833456111351,0.767,0.606,0,0,0,2
"FGF13",0,0.727634177733179,0.478,0.131,0,0,0.955931697031991,0.47,0.107,0,0,0,2
"L1CAM",0,0.749623302487456,0.568,0.128,0,0,0.864724519331021,0.552,0.084,0,0,0,2
"GDI1",0,1.26400554596044,0.898,0.525,0,0,1.2621675810971,0.876,0.507,0,0,0,2
"ZNF2921",1.01626047063849e-307,0.624838917299905,0.925,0.88,2.65538698373132e-303,0,0.626782811533926,0.908,0.859,0,1.01626047063849e-307,0,2
"NDUFA5",9.26720987951692e-307,0.626667525597679,0.853,0.783,2.42142926941898e-302,0,0.584189221997137,0.819,0.756,0,9.26720987951692e-307,0,2
"CASD1",6.65336816706199e-302,0.642704182869664,0.644,0.413,1.73845856837163e-297,0,0.700776079602552,0.645,0.411,0,6.65336816706199e-302,0,2
"RND21",3.55964075838689e-301,0.573160327190217,0.611,0.307,9.30098533758911e-297,0,0.64801802385823,0.624,0.338,0,3.55964075838689e-301,0,2
"FNDC5",3.50468899278247e-300,0.649254502071822,0.554,0.269,9.15740186924132e-296,0,0.790794363214924,0.536,0.202,0,3.50468899278247e-300,0,2
"CELSR3",7.01300102904461e-300,0.297474885648155,0.258,0.06,1.83242703887907e-295,0,0.354992434553841,0.268,0.05,0,7.01300102904461e-300,0,2
"ADD2",1.00396209913118e-299,0.399332341677487,0.373,0.124,2.62325256881987e-295,0,0.42666192551288,0.348,0.104,0,1.00396209913118e-299,0,2
"STX12",1.75647070028654e-299,0.607014992399084,0.608,0.358,4.5894822927787e-295,0,0.621128867097786,0.574,0.339,0,1.75647070028654e-299,0,2
"COX17",6.71221114618787e-298,0.618783921412357,0.699,0.477,1.75383365038743e-293,0,0.677141166264534,0.705,0.487,0,6.71221114618787e-298,0,2
"FYN",2.49340261996185e-294,0.592990387194055,0.813,0.646,6.51501170569832e-290,0,0.688268264785632,0.785,0.595,0,2.49340261996185e-294,0,2
"EDIL3",2.97131236695468e-294,0.650527678181299,0.423,0.161,7.76374208361589e-290,0,0.726222480956974,0.408,0.141,0,2.97131236695468e-294,0,2
"ARL6IP1",1.44086063885049e-292,0.333410471464707,0.905,0.725,3.76482476325245e-288,0,0.421675514244425,0.877,0.675,0,1.44086063885049e-292,0,2
"H3F3B",1.50694004196998e-292,0.424398601680813,0.999,0.999,3.93748363566336e-288,0,0.402432632942817,1,0.998,0,1.50694004196998e-292,0,2
"CACNG7",2.95677170121569e-292,0.300848947082318,0.278,0.069,7.72574877810648e-288,0,0.303680791966558,0.253,0.059,0,2.95677170121569e-292,0,2
"CACNA1A",1.02657599849006e-291,0.408379463626359,0.372,0.12,2.68234042645468e-287,0,0.404071657909471,0.35,0.118,0,1.02657599849006e-291,0,2
"ATP6V0C",1.27056982819162e-291,0.622459626350477,0.888,0.844,3.31987190408188e-287,0,0.698779167465291,0.866,0.824,0,1.27056982819162e-291,0,2
"EIF4G2",1.29831946257503e-289,0.476212477218179,0.99,0.99,3.39237892376229e-285,0,0.53269938609133,0.989,0.983,0,1.29831946257503e-289,0,2
"ARHGEF9",6.93120532029686e-289,0.575404106109164,0.572,0.324,1.81105463814037e-284,0,0.616611612013272,0.567,0.321,0,6.93120532029686e-289,0,2
"SLC25A4",5.43741172273241e-288,0.642985867837012,0.656,0.439,1.42074130903275e-283,0,0.694712339387447,0.623,0.364,0,5.43741172273241e-288,0,2
"TSG101",3.79341485091266e-287,0.571479603863588,0.752,0.586,9.91181366394969e-283,0,0.588131179219162,0.724,0.574,0,3.79341485091266e-287,0,2
"SCAMP5",1.90223796850815e-285,0.340481980089271,0.292,0.081,4.97035758791494e-281,0,0.358738890659631,0.292,0.082,0,1.90223796850815e-285,0,2
"GNAZ",1.87297247510904e-280,0.367590554544342,0.341,0.112,4.89388978021241e-276,0,0.385670142501347,0.316,0.095,0,1.87297247510904e-280,0,2
"HSP90AA1",7.9177195421884e-278,0.463170282340163,0.999,0.998,2.06882093917841e-273,0,0.617435990233422,0.999,0.996,0,7.9177195421884e-278,0,2
"TM7SF2",3.21069839404992e-276,0.621876985365261,0.579,0.324,8.38923383381303e-272,0,0.691822396400933,0.583,0.289,0,3.21069839404992e-276,0,2
"DCTN3",3.3516449237288e-274,0.590624558304506,0.856,0.806,8.75751302121097e-270,0,0.643782313348223,0.841,0.789,0,3.3516449237288e-274,0,2
"AUXG01000058.1",7.35801386680218e-272,1.06625053130645,0.653,0.4,1.92257544325674e-267,0,1.09692297866403,0.664,0.415,0,7.35801386680218e-272,0,2
"ATP6V1A",6.06787646352608e-270,0.528396003225186,0.534,0.29,1.58547544115473e-265,0,0.575398190195088,0.513,0.266,0,6.06787646352608e-270,0,2
"BEX4",1.47426073645542e-269,0.639753312725014,0.839,0.777,3.85209587828436e-265,0,0.688756186212509,0.836,0.77,0,1.47426073645542e-269,0,2
"EPB41",6.34928082354999e-268,0.930496091489028,0.811,0.696,1.65900358638538e-263,0,0.88557820904994,0.795,0.665,0,6.34928082354999e-268,0,2
"MINDY2",7.40858720322692e-267,0.628561179235932,0.627,0.406,1.93578975033116e-262,0,0.685518408926451,0.583,0.321,0,7.40858720322692e-267,0,2
"SESTD1",1.43275679390388e-266,0.623933610517373,0.749,0.604,3.74365022679144e-262,0,0.688434743434741,0.726,0.578,0,1.43275679390388e-266,0,2
"POU3F41",8.78727461012936e-265,0.520255946161651,0.337,0.107,2.2960269828807e-260,0,0.619909939151421,0.396,0.113,0,8.78727461012936e-265,0,2
"BCL7A",2.27143721147838e-263,0.676360441145117,0.768,0.613,5.93503828987187e-259,0,0.722638347845766,0.753,0.585,0,2.27143721147838e-263,0,2
"LNPK",3.88748658572073e-263,0.617268236306029,0.582,0.357,1.01576136998297e-258,0,0.672997375139741,0.569,0.34,0,3.88748658572073e-263,0,2
"SLC22A17",7.24522660397871e-262,0.614188167025614,0.577,0.343,1.8931052593536e-257,0,0.819061101374474,0.626,0.372,0,7.24522660397871e-262,0,2
"PPM1L",4.66896464413001e-261,0.525053202383648,0.507,0.257,1.21995377186473e-256,0,0.599982409461811,0.49,0.22,0,4.66896464413001e-261,0,2
"TOX31",4.78692276051815e-255,0.648761206923846,0.632,0.368,1.25077504809579e-250,0,0.672776281006945,0.622,0.346,0,4.78692276051815e-255,0,2
"PNMA2",5.81841329208164e-255,0.330678839745525,0.321,0.1,1.52029320908801e-250,0,0.357285651443325,0.31,0.089,0,5.81841329208164e-255,0,2
"BTG21",9.85080930568923e-254,0.654078913203997,0.53,0.267,2.57391796348354e-249,0,0.782073218578841,0.565,0.264,0,9.85080930568923e-254,0,2
"GPRIN1",1.7646979852608e-253,0.29029837946063,0.269,0.075,4.61097936568796e-249,0,0.320023502802812,0.259,0.064,0,1.7646979852608e-253,0,2
"ENC1",5.26300439823716e-242,1.06125831897787,0.703,0.556,1.37517041921539e-237,0,1.30182695516794,0.741,0.517,0,5.26300439823716e-242,0,2
"NAP1L5",1.06605088201901e-240,0.396045036268845,0.369,0.144,2.78548434962747e-236,0,0.481265338907074,0.384,0.129,0,1.06605088201901e-240,0,2
"MIDN",3.33661877293818e-239,0.607358270379646,0.894,0.809,8.71825119181017e-235,0,0.669520259429491,0.875,0.793,0,3.33661877293818e-239,0,2
"TPPP3",2.06273986094195e-238,0.315217734810338,0.25,0.067,5.38973298265523e-234,0,0.379238425199152,0.264,0.06,0,2.06273986094195e-238,0,2
"ARPP19",1.4271676845696e-236,0.544503118435757,0.817,0.732,3.72904644301191e-232,0,0.620249215602252,0.803,0.709,0,1.4271676845696e-236,0,2
"EPB41L4A",3.21438652969562e-234,0.470633789195922,0.408,0.177,8.39887056344168e-230,0,0.618195159209317,0.46,0.148,0,3.21438652969562e-234,0,2
"ST8SIA4",5.54701395086272e-232,0.320537099041308,0.284,0.087,1.44937927522092e-227,0,0.373054698971186,0.284,0.078,0,5.54701395086272e-232,0,2
"MARCH6",4.09407330761748e-229,0.504121534698197,0.824,0.734,1.06974041454737e-224,0,0.573746773694356,0.805,0.699,0,4.09407330761748e-229,0,2
"UBC",4.29969835528937e-229,0.415930663274431,0.995,0.994,1.12346818325356e-224,0,0.464750646725183,0.996,0.992,0,4.29969835528937e-229,0,2
"DLGAP4",4.75942394556874e-216,0.523998364187104,0.747,0.629,1.24358988273765e-211,0,0.602722648535443,0.745,0.609,0,4.75942394556874e-216,0,2
"DCTN1",1.08199816151751e-213,0.572622536558401,0.689,0.543,2.82715299622909e-209,0,0.639105672178362,0.695,0.526,0,1.08199816151751e-213,0,2
"KLF13",1.85693727063006e-213,0.55525608662217,0.637,0.445,4.85199139442928e-209,0,0.626555356031762,0.628,0.405,0,1.85693727063006e-213,0,2
"TACC2",4.0535473964109e-213,0.483284273640041,0.514,0.293,1.0591513992082e-208,0,0.547289557427684,0.474,0.211,0,4.0535473964109e-213,0,2
"CELSR21",4.03516548599279e-210,0.446745529893973,0.515,0.272,1.05434838983506e-205,0,0.501316915900733,0.506,0.236,0,4.03516548599279e-210,0,2
"TFAP2B",2.28346990816649e-205,1.66189250919597,0.57,0.41,5.96647852304821e-201,0,2.17818733551818,0.615,0.286,0,2.28346990816649e-205,0,2
