"","B1_p_val","B1_avg_log2FC","B1_pct.1","B1_pct.2","B1_p_val_adj","B2_p_val","B2_avg_log2FC","B2_pct.1","B2_pct.2","B2_p_val_adj","max_pval","minimump_p_val","cluster"
"STARD3NL1",1.57873896016009e-68,0.529861720408594,0.817,0.553,4.1250870290023e-64,1.24130477464146e-62,0.421205685234719,0.783,0.515,3.24340524566068e-58,1.24130477464146e-62,3.1574779203202e-68,6
"HK1",1.05501692330322e-30,0.30640249073919,0.668,0.424,2.75665371889899e-26,2.73790791325005e-68,0.472018498503364,0.662,0.381,7.15387958653106e-64,1.05501692330322e-30,5.47581582650018e-68,6
"AKIRIN21",3.16602117530762e-68,0.476065198988523,0.849,0.552,8.27249672896128e-64,8.65368496393412e-53,0.359823447168422,0.786,0.528,2.26112134422634e-48,8.65368496393412e-53,6.33204235061527e-68,6
"SKP11",3.23444225204032e-68,0.415493362898202,0.996,0.987,8.45127416035614e-64,4.9185240794045e-65,0.400258220540217,1,0.985,1.2851611567076e-60,4.9185240794045e-65,6.4688845040807e-68,6
"LMBR1L1",1.07840435761624e-61,0.343429447346657,0.656,0.307,2.81776274601549e-57,4.4551338416521e-68,0.324815158506399,0.6,0.283,1.16408192148528e-63,1.07840435761624e-61,8.91026768330434e-68,6
"FJX11",4.70372957496679e-68,0.558934313454383,0.811,0.504,1.22903750064307e-63,6.91543059511347e-39,0.353085633567628,0.691,0.467,1.8069328601972e-34,6.91543059511347e-39,9.40745914993363e-68,6
"ARPC51",4.95944832290537e-68,0.540785765003935,0.956,0.83,1.29585425229195e-63,1.61582909119176e-65,0.459408518110193,0.94,0.804,4.22199983237495e-61,1.61582909119176e-65,9.9188966458107e-68,6
"DYNLRB11",5.02557553818752e-68,0.511764339437711,0.954,0.864,1.31313263237302e-63,5.76805954217367e-43,0.353913673630376,0.95,0.847,1.50713627777456e-38,5.76805954217367e-43,1.00511510763751e-67,6
"OGA1",6.00644165526874e-68,0.530825092993469,0.936,0.76,1.56942314010517e-63,1.78000877463626e-41,0.393388181191467,0.884,0.724,4.65098492724709e-37,1.78000877463626e-41,1.20128833105376e-67,6
"COX172",4.1774769696402e-56,0.40999548951549,0.822,0.496,1.09153295739729e-51,6.53070200800698e-68,0.442011327686906,0.795,0.507,1.70640712767214e-63,4.1774769696402e-56,1.30614040160141e-67,6
"CIAO2B",4.81499776658308e-57,0.430637195640763,0.95,0.805,1.25811076643049e-52,1.31103844221436e-67,0.434662036111099,0.93,0.79,3.4256123456619e-63,4.81499776658308e-57,2.62207688442871e-67,6
"MT-ND21",1.70073519004814e-67,0.471829951602376,1,0.999,4.44385097807678e-63,6.15701349543048e-63,0.361759818194374,1,0.998,1.60876605622103e-58,6.15701349543048e-63,3.40147038009629e-67,6
"IRGQ1",2.8722542169353e-67,0.391106416553625,0.637,0.291,7.50491304343026e-63,1.34263095116957e-54,0.281776353134946,0.552,0.274,3.50816041231098e-50,1.34263095116957e-54,5.74450843387059e-67,6
"UBE2S2",1.51514271606096e-46,0.528082004147671,0.952,0.755,3.95891640279568e-42,1.06197123422944e-66,0.633974902373786,0.949,0.725,2.77482463791811e-62,1.51514271606096e-46,2.12394246845891e-66,6
"HDAC51",4.14892077305021e-59,0.30974017657886,0.637,0.293,1.08407150879029e-54,1.24272257285532e-66,0.308671310564381,0.619,0.304,3.24710981061366e-62,4.14892077305021e-59,2.48544514571065e-66,6
"MLXIP1",5.03756893028206e-55,0.410516084533041,0.687,0.374,1.3162663857934e-50,1.31223958195685e-66,0.384505977180079,0.628,0.33,3.42875080369506e-62,5.03756893028206e-55,2.6244791639137e-66,6
"SLC38A11",1.66941510373604e-66,0.536205956422563,0.896,0.606,4.36201472455189e-62,2.70240650727117e-57,0.410486960250171,0.84,0.576,7.06111796284885e-53,2.70240650727117e-57,3.33883020747205e-66,6
"SDCCAG8",3.75546014268352e-66,0.389827363397702,0.701,0.337,9.81264180681776e-62,5.16005023982606e-63,0.349084200556817,0.626,0.326,1.34826952716415e-58,5.16005023982606e-63,7.51092028536711e-66,6
"MT-ND4",4.01022548070897e-57,0.359695488927491,1,1,1.04783181585445e-52,7.46861184278585e-66,0.338398497862582,1,1,1.95147358840151e-61,4.01022548070897e-57,1.49372236855717e-65,6
"CYP51A12",1.71406924537687e-62,0.568356592285637,0.936,0.675,4.47869153124521e-58,7.54801044710915e-66,0.523752031100564,0.888,0.66,1.97221964972515e-61,1.71406924537687e-62,1.50960208942182e-65,6
"SPTAN11",9.00469303546189e-66,0.860469835653988,0.851,0.658,2.35283624323584e-61,1.314426760438e-21,0.410827420586098,0.755,0.627,3.43446568234844e-17,1.314426760438e-21,1.8009386070924e-65,6
"TTBK21",9.32455812868248e-66,0.420420173931733,0.693,0.358,2.43641379344344e-61,2.00509838650045e-33,0.25164647454776,0.572,0.346,5.23912157408704e-29,2.00509838650045e-33,1.8649116257365e-65,6
"BAZ2B1",1.66079154292431e-65,0.598176637617992,0.919,0.739,4.33948222250693e-61,1.00309750067537e-56,0.460991067830748,0.873,0.68,2.62099345951466e-52,1.00309750067537e-56,3.32158308584865e-65,6
"TET21",1.13468923109124e-64,0.493754069930891,0.72,0.384,2.96482949191829e-60,9.7426402673253e-33,0.318237955989057,0.588,0.37,2.54565447544943e-28,9.7426402673253e-33,2.26937846218245e-64,6
"VDAC21",3.79912393357838e-57,0.416309929773661,0.996,0.949,9.92673092604695e-53,1.26180419757668e-64,0.393964185562035,0.978,0.941,3.29696818784809e-60,3.79912393357838e-57,2.52360839515336e-64,6
"FAM50A",1.34707496337555e-64,0.445059352315155,0.859,0.543,3.51977217180397e-60,2.97736694345442e-47,0.342553299329469,0.778,0.528,7.77956208655204e-43,2.97736694345442e-47,2.69414992675109e-64,6
"HCFC1R11",1.46865885958697e-64,0.511304095671724,0.732,0.42,3.83745873421478e-60,1.70426003141012e-32,0.311680606816702,0.639,0.434,4.45306103607151e-28,1.70426003141012e-32,2.93731771917396e-64,6
"SLK",2.31916745240579e-36,0.400685582729033,0.786,0.573,6.05975263639108e-32,1.95376845499894e-64,0.52056255377449,0.8,0.535,5.10500159606674e-60,2.31916745240579e-36,3.90753690999791e-64,6
"PCMT11",2.42332197092695e-64,0.518000031433267,0.859,0.632,6.33189797783503e-60,4.59906277054903e-41,0.339797407258695,0.822,0.614,1.20168911131676e-36,4.59906277054903e-41,4.84664394185395e-64,6
"PDXP1",7.81118026972497e-56,0.380706185800478,0.695,0.373,2.04098329267644e-51,3.87089501869908e-64,0.322915101803817,0.643,0.337,1.01142615943588e-59,7.81118026972497e-56,7.74179003739828e-64,6
"KDM6B1",3.11175394864685e-52,0.412602525583131,0.817,0.487,8.13070189241936e-48,3.87721287121517e-64,0.410934319510758,0.792,0.497,1.01307695111981e-59,3.11175394864685e-52,7.75442574243028e-64,6
"TTC31",5.67303989240008e-64,0.451104650687773,0.996,0.986,1.48230859348522e-59,1.20212087080111e-46,0.301079749308295,0.988,0.986,3.14102162331622e-42,1.20212087080111e-46,1.13460797848002e-63,6
"YWHAH1",8.52358445663917e-64,0.672976051424487,0.913,0.785,2.22712738267525e-59,1.31291350528256e-42,0.409081350533324,0.874,0.749,3.4305116979528e-38,1.31291350528256e-42,1.70471689132783e-63,6
"EIF4A21",1.23796593255371e-63,0.487101388024745,0.981,0.955,3.23468118516959e-59,1.22298302006565e-47,0.375693005571854,0.981,0.947,3.19553233312953e-43,1.22298302006565e-47,2.47593186510742e-63,6
"DNAJC12",1.92817916206176e-41,0.349830060819734,0.737,0.431,5.03813933255117e-37,1.70407617648752e-63,0.355737245021726,0.702,0.371,4.45258064154425e-59,1.92817916206176e-41,3.40815235297502e-63,6
"RIPOR2",2.2447866501438e-63,0.434856763851075,0.573,0.261,5.86540303816074e-59,1.11443323560307e-49,0.31023944516511,0.431,0.201,2.91190260130727e-45,1.11443323560307e-49,4.48957330028764e-63,6
"DDX241",2.88671310529468e-63,0.439390699509089,0.979,0.895,7.54269267282446e-59,5.01897486885375e-47,0.318970146672443,0.966,0.887,1.3114079434828e-42,5.01897486885375e-47,5.77342621058933e-63,6
"SARS1",6.48629113767985e-57,0.554461667131485,0.907,0.738,1.69480301136437e-52,3.98775131514506e-63,0.557436006701999,0.884,0.702,1.04195954113425e-58,6.48629113767985e-57,7.97550263029008e-63,6
"ATP5MD1",1.55428307997622e-59,0.483203344577735,0.994,0.96,4.06118625966985e-55,1.8855347038981e-62,0.436497586411612,0.989,0.944,4.92671362781535e-58,1.55428307997622e-59,3.77106940779621e-62,6
"ATP6V1H1",2.09625769041119e-62,0.403650052785103,0.678,0.354,5.47731171927540e-58,5.87825595362371e-47,0.28257672355134,0.595,0.336,1.53592949812234e-42,5.87825595362371e-47,4.19251538082238e-62,6
"SH3GLB11",3.19089314116777e-62,0.472104055360126,0.863,0.608,8.33748468855726e-58,6.04448036589682e-26,0.264545256602226,0.769,0.6,1.57936227480518e-21,6.04448036589682e-26,6.38178628233561e-62,6
"PALM1",5.1175993152721e-62,0.495894994564452,0.722,0.416,1.33717752508745e-57,1.07399078208545e-56,0.3919024182123,0.702,0.423,2.80623051451106e-52,1.07399078208545e-56,1.02351986305442e-61,6
"LPIN1",6.21488207529856e-62,0.387010567518634,0.622,0.286,1.62388653745476e-57,8.83110715255593e-58,0.307494008212201,0.578,0.287,2.30747998789134e-53,8.83110715255593e-58,1.24297641505972e-61,6
"SLC25A41",6.21713700039988e-60,0.444652381670092,0.774,0.458,1.62447572683448e-55,9.26674270159431e-62,0.346950905001842,0.696,0.389,2.42130720049958e-57,6.21713700039988e-60,1.85334854031887e-61,6
"GPATCH2L",1.06947512377866e-61,0.509548361702736,0.871,0.592,2.79443155092127e-57,7.42367801595235e-36,0.309848341111079,0.767,0.552,1.93973282878819e-31,7.42367801595235e-36,2.13895024755736e-61,6
"RIOK31",1.28869588692794e-61,0.422723753712928,0.782,0.462,3.36723348295402e-57,4.97810624170261e-57,0.333218432147224,0.719,0.424,1.30072937989447e-52,4.97810624170261e-57,2.57739177385586e-61,6
"CMIP1",1.5113316788807e-61,0.488821753629647,0.778,0.478,3.94895854374737e-57,2.8913925697577e-39,0.300062308373412,0.698,0.465,7.5549196455199e-35,2.8913925697577e-39,3.02266335776138e-61,6
"NR2F61",2.47427280059686e-18,0.329691796881701,0.888,0.753,6.46502740067953e-14,1.71525479918731e-61,0.518001477202742,0.876,0.675,4.48178926479651e-57,2.47427280059686e-18,3.43050959837462e-61,6
"CHD41",3.01880655127096e-61,0.465078112688954,0.983,0.955,7.88783963781589e-57,3.6770253419288e-53,0.399439253154305,0.98,0.943,9.60769951592577e-49,3.6770253419288e-53,6.03761310254193e-61,6
"KMT2C1",3.21860462760768e-61,0.510556337059322,0.89,0.635,8.4098920314761e-57,8.51574577994568e-44,0.382870498166677,0.805,0.592,2.22507921484201e-39,8.51574577994568e-44,6.43720925521541e-61,6
"TANC2",3.650064984425e-61,0.441031917312455,0.745,0.406,9.53725479780408e-57,5.85918581471029e-54,0.36640399124402,0.681,0.391,1.53094666152565e-49,5.85918581471029e-54,7.30012996885005e-61,6
"MEGF8",2.90686287162138e-42,0.255580784398235,0.544,0.264,7.59534199725951e-38,5.58931221195386e-61,0.269052732900574,0.541,0.253,1.46043138786142e-56,2.90686287162138e-42,1.11786244239079e-60,6
"DCTN21",1.28746768964163e-60,0.553774426922498,0.942,0.833,3.3640243262646e-56,5.38596343685686e-47,0.376760299738858,0.94,0.817,1.40729838641633e-42,5.38596343685686e-47,2.57493537928328e-60,6
"HSP90AA12",4.80809224238594e-43,0.399743475513702,1,0.998,1.25630642201302e-38,1.62939520499385e-60,0.42112211358953,0.998,0.997,4.25744673112844e-56,4.80809224238594e-43,3.25879040998775e-60,6
"FIGN1",6.39598688811634e-35,0.470371036561252,0.795,0.53,1.67120741399592e-30,1.76778496566415e-60,0.499269224260585,0.755,0.452,4.61904533678386e-56,6.39598688811634e-35,3.53556993132831e-60,6
"COX4I1",4.54451427200928e-60,0.579885922735766,1,0.994,1.1874361341333e-55,3.97303900500947e-31,0.348306651522927,0.995,0.991,1.03811536161893e-26,3.97303900500947e-31,9.08902854401853e-60,6
"DUSP41",5.49116219307497e-60,0.598505979456267,0.658,0.366,1.43478576942856e-55,3.67550825540903e-19,0.252975670939202,0.474,0.32,9.60373552055824e-15,3.67550825540903e-19,1.09823243861499e-59,6
"PIP4P21",7.81522003562963e-60,0.405314246900511,0.631,0.316,2.04203884310967e-55,9.99514302641944e-35,0.266015218413717,0.521,0.304,2.61163092137313e-30,9.99514302641944e-35,1.56304400712594e-59,6
"DDX1",3.54911502506952e-41,0.40368850758499,0.94,0.813,9.27348264900416e-37,7.87693502986379e-60,0.418476785021981,0.933,0.765,2.05816435395311e-55,3.54911502506952e-41,1.57538700597276e-59,6
"PFDN21",4.03768935842135e-49,0.382494770112136,0.981,0.884,1.05500785246191e-44,8.23040097622802e-60,0.410753359064891,0.963,0.865,2.15052147107862e-55,4.03768935842135e-49,1.6460801952456e-59,6
"FSCN1",5.4667057499853e-48,0.372657417539038,0.99,0.889,1.42839554541366e-43,3.67293254522336e-59,0.414669990101233,0.967,0.873,9.59700544741411e-55,5.4667057499853e-48,7.34586509044665e-59,6
"TULP41",2.90676744728726e-57,0.439374298980818,0.801,0.514,7.59509266301687e-53,1.11119236493532e-58,0.368170483955058,0.778,0.499,2.9034345303395e-54,2.90676744728726e-57,2.22238472987068e-58,6
"CASD11",1.13905089049102e-58,0.424442972177642,0.747,0.433,2.976226071764e-54,2.33302993084165e-47,0.300928270808523,0.709,0.434,6.09597390629614e-43,2.33302993084165e-47,2.27810178098202e-58,6
"EIF1B2",1.20190723494778e-58,0.479232480251969,0.981,0.935,3.14046341419505e-54,3.0215367498596e-30,0.272056468381391,0.98,0.926,7.89497337370815e-26,3.0215367498596e-30,2.40381446989556e-58,6
"KMT2A1",1.21537439566708e-58,0.575919006081783,0.963,0.895,3.17565175843852e-54,2.03547014723424e-35,0.444860872072444,0.935,0.859,5.31847994770834e-31,2.03547014723424e-35,2.43074879133417e-58,6
"S100A13",1.32258134977949e-46,0.518537110047913,0.853,0.661,3.45577280883882e-42,1.8748610365227e-58,0.727883335241468,0.848,0.649,4.89882440233015e-54,1.32258134977949e-46,3.74972207304539e-58,6
"MIEN11",7.27455736762905e-58,0.403700249455967,0.79,0.469,1.90076909458779e-53,1.84411666253205e-54,0.345162284476331,0.727,0.45,4.81849242752999e-50,1.84411666253205e-54,1.45491147352583e-57,6
"ACTR101",1.26992932788986e-57,0.47297232818663,0.828,0.576,3.31819834084341e-53,2.34401632388299e-32,0.296121494478323,0.752,0.552,6.12468025267387e-28,2.34401632388299e-32,2.53985865577976e-57,6
"MSANTD41",1.40224403527602e-57,0.382249016477022,0.693,0.358,3.66392343977272e-53,1.70108939766993e-42,0.285284873117822,0.598,0.345,4.44477648717175e-38,1.70108939766993e-42,2.80448807055208e-57,6
"PNMA11",1.86239711261351e-36,0.380689633041825,0.797,0.554,4.86625741554784e-32,1.79323844629828e-57,0.374710141585196,0.791,0.496,4.68555273633278e-53,1.86239711261351e-36,3.58647689259654e-57,6
"RSRC1",1.89488816940851e-57,0.450906052239722,0.849,0.574,4.95115329784749e-53,2.82293819799798e-45,0.345255053334461,0.798,0.54,7.37605521754892e-41,2.82293819799798e-45,3.78977633881705e-57,6
"PAPSS1",1.67504803938428e-52,0.453662894125848,0.836,0.549,4.37673302210719e-48,1.96106276880642e-57,0.456359577559104,0.82,0.581,5.12406090861429e-53,1.67504803938428e-52,3.92212553761281e-57,6
"FOXN3",2.06665289311434e-57,0.528289507723953,0.817,0.569,5.39995734441845e-53,1.8380692228665e-27,0.294159280331128,0.744,0.557,4.80269107242787e-23,1.8380692228665e-27,4.13330578622871e-57,6
"YIF1A",1.07703124898428e-52,0.384143609034358,0.795,0.491,2.81417495047103e-48,2.6012515300657e-57,0.412303288573033,0.766,0.501,6.79681012290867e-53,1.07703124898428e-52,5.20250306013134e-57,6
"TM7SF21",3.43074229236214e-57,0.400391531868989,0.672,0.347,8.96418653571304e-53,2.56323673437501e-54,0.361532427095055,0.605,0.318,6.69748126324846e-50,2.56323673437501e-54,6.86148458472432e-57,6
"TMEM331",9.16271806589043e-45,0.342416332853876,0.747,0.46,2.39412660343651e-40,7.47711459075626e-57,0.351458433015557,0.721,0.434,1.9536952714187e-52,9.16271806589043e-45,1.49542291815126e-56,6
"SACS1",1.83482959646487e-40,0.522480926111618,0.882,0.698,4.79422625260307e-36,1.25590996135817e-56,0.534774341013116,0.84,0.623,3.28156713803275e-52,1.83482959646487e-40,2.51181992271634e-56,6
"COX6A11",1.92762151478616e-56,0.422487301965834,0.994,0.985,5.03668225598475e-52,1.35550951546331e-36,0.278430571667728,0.989,0.98,3.54181081295408e-32,1.35550951546331e-36,3.8552430295723e-56,6
"DHPS1",4.00781316988883e-44,0.375213659648616,0.844,0.592,1.04720150316025e-39,3.01775636547853e-56,0.374961227415298,0.826,0.582,7.88509560735884e-52,4.00781316988883e-44,6.03551273095706e-56,6
"PSD31",4.68953071379666e-56,0.394647442633875,0.776,0.442,1.22532748020793e-51,2.62860695365465e-46,0.306750047963058,0.732,0.446,6.86828710920423e-42,2.62860695365465e-46,9.37906142759337e-56,6
"CLDND11",6.91068529627152e-56,0.386627993055922,0.737,0.408,1.80569296106279e-51,4.93316049886266e-40,0.280553800296395,0.645,0.395,1.28898550674783e-35,4.93316049886266e-40,1.3821370592543e-55,6
"ETNK11",1.17097836051508e-55,0.456247558240691,0.836,0.555,3.05964935818986e-51,1.94148618606693e-50,0.364884698864486,0.788,0.519,5.07290925557429e-46,1.94148618606693e-50,2.34195672103016e-55,6
"CMAS1",2.08785786160466e-32,0.278019932229431,0.707,0.446,5.45536380658681e-28,3.33359059191048e-55,0.334109559529882,0.716,0.411,8.71033885760288e-51,2.08785786160466e-32,6.667181183821e-55,6
"STX71",5.56315583225353e-55,0.411566157066767,0.705,0.404,1.45359698740952e-50,8.06646561867113e-37,0.280800115166046,0.597,0.37,2.10768680150258e-32,8.06646561867113e-37,1.11263116645071e-54,6
"LIMD2",1.08634297042289e-20,0.349885583576492,0.822,0.643,2.83850554741797e-16,5.8714716640771e-55,0.465975205787506,0.87,0.637,1.53415683110671e-50,1.08634297042289e-20,1.17429433281543e-54,6
"SNRPN1",6.5960528140652e-55,0.503155473476319,0.942,0.85,1.72348263978709e-50,7.47128043708474e-44,0.358759143263823,0.952,0.844,1.95217086540587e-39,7.47128043708474e-44,1.31921056281305e-54,6
"PTPRD",1.51783038736151e-23,0.381443524841282,0.726,0.537,3.96593901913689e-19,6.59743194522944e-55,0.556909663148223,0.775,0.546,1.723842992969e-50,1.51783038736151e-23,1.3194863890459e-54,6
"YWHAB1",7.62971702500123e-55,0.471834023507556,0.983,0.94,1.99356876146257e-50,2.51974530826226e-34,0.333370130842863,0.961,0.919,6.58384251595847e-30,2.51974530826226e-34,1.52594340500025e-54,6
"DYNLL21",1.05856688775279e-54,0.481966070871634,0.828,0.572,2.76592942100927e-50,1.2398030452842e-51,0.410923953094985,0.757,0.508,3.23948137702309e-47,1.2398030452842e-51,2.1171337755056e-54,6
"CBFA2T21",1.18248427912201e-29,0.269761814318519,0.531,0.296,3.0897131729179e-25,1.6239579604683e-54,0.405858067694554,0.622,0.346,4.24323975490762e-50,1.18248427912201e-29,3.24791592093659e-54,6
"RB1CC11",2.41334522327791e-49,0.43108426929354,0.911,0.75,6.30582973390284e-45,1.9465054585421e-54,0.417400688625815,0.879,0.704,5.08602411262466e-50,2.41334522327791e-49,3.89301091708423e-54,6
"HSD17B121",3.3201748715547e-54,0.439964100133096,0.811,0.53,8.67528492188528e-50,8.87550724481883e-34,0.30509414217652,0.707,0.494,2.31908128799871e-29,8.87550724481883e-34,6.64034974310939e-54,6
"PRRT21",3.33449862646266e-54,0.468564694604776,0.606,0.313,8.71271146108429e-50,5.6309210149544e-24,0.292100651503702,0.501,0.324,1.47130335199744e-19,5.6309210149544e-24,6.66899725292532e-54,6
"ZNF124",5.03994375474051e-54,0.351210551774837,0.714,0.376,1.31688690367615e-49,2.37635600427552e-47,0.27791681710063,0.626,0.355,6.20918060357152e-43,2.37635600427552e-47,1.00798875094811e-53,6
"CASK1",9.72026438139425e-54,0.399868233072892,0.753,0.448,2.5398078802145e-49,1.54982272917621e-48,0.337143083100079,0.667,0.412,4.04953180906453e-44,1.54982272917621e-48,1.94405287627885e-53,6
"BSCL21",1.07968486803801e-46,0.384752781737252,0.809,0.557,2.82110859169653e-42,9.93815399289507e-54,0.45688282659224,0.795,0.557,2.59674025680355e-49,1.07968486803801e-46,1.98763079857902e-53,6
"BOD1L11",1.52966735859212e-53,0.43698565109036,0.961,0.888,3.99686784126536e-49,1.61600333696095e-22,0.26668325225847,0.933,0.865,4.22245511914525e-18,1.61600333696095e-22,3.05933471718427e-53,6
"KDM1A1",4.70975457165409e-29,0.319039487325837,0.979,0.894,1.2306117720275e-24,6.37628776982227e-53,0.365218769942094,0.964,0.88,1.66606023137686e-48,4.70975457165409e-29,1.27525755396447e-52,6
"CDH24",9.74290339813637e-53,0.419473121528987,0.95,0.714,2.54572322889905e-48,1.67925127521583e-36,0.276207179373097,0.912,0.69,4.38771565701143e-32,1.67925127521583e-36,1.94858067962728e-52,6
"ARHGDIA",9.35129567337927e-24,0.276228583131068,0.855,0.682,2.44340004649727e-19,1.00106766126093e-52,0.385350825992573,0.876,0.646,2.61568969210869e-48,9.35129567337927e-24,2.00213532252186e-52,6
"ERICH11",1.60046103846109e-52,0.402746670587993,0.782,0.485,4.18184464739497e-48,1.89228816356661e-35,0.266641949512056,0.685,0.441,4.9443597425832e-31,1.89228816356661e-35,3.20092207692219e-52,6
"MCTS11",1.11842152204592e-45,0.393023999714107,0.896,0.69,2.92232359495378e-41,4.09827059164928e-52,0.395671213153501,0.876,0.659,1.07083712289204e-47,1.11842152204592e-45,8.19654118329857e-52,6
"AHDC1",4.51977766638262e-52,0.371765717847765,0.72,0.395,1.18097270644911e-47,1.94531203940155e-40,0.273538208390286,0.6,0.344,5.08290582775232e-36,1.94531203940155e-40,9.03955533276529e-52,6
"MIB11",4.8430753053587e-52,0.427294468889523,0.911,0.646,1.26544714653717e-47,1.85400651931434e-36,0.295643196133,0.831,0.624,4.84433363431644e-32,1.85400651931434e-36,9.68615061071735e-52,6
"ZDHHC21",9.72431380154729e-41,0.283233206672644,0.614,0.316,2.54086595320629e-36,6.28203186311866e-52,0.281885200288678,0.553,0.279,1.64143210551427e-47,9.72431380154729e-41,1.25640637262373e-51,6
"MAP3K131",1.83972086930112e-33,0.357718636392158,0.822,0.625,4.8070066593969e-29,6.55600623427306e-52,0.400518694045804,0.842,0.609,1.71301886895321e-47,1.83972086930112e-33,1.31120124685461e-51,6
"TSG1011",9.74024538569983e-52,0.392471642113995,0.846,0.6,2.54502871682951e-47,1.73810530961173e-38,0.295351842460193,0.797,0.588,4.5414953634845e-34,1.73810530961173e-38,1.94804907713997e-51,6
"SSR41",1.22669225461635e-20,0.253802920102414,0.99,0.952,3.20522419208705e-16,2.28279087371986e-51,0.392335058108489,0.978,0.935,5.96470427394262e-47,1.22669225461635e-20,4.5655817474397e-51,6
"PRR14L1",1.16271387964045e-49,0.353162933453635,0.716,0.406,3.03805509611252e-45,3.17579035157176e-51,0.317897966819189,0.678,0.4,8.29802260962186e-47,1.16271387964045e-49,6.35158070314352e-51,6
"LIN28B",7.70147392193184e-32,0.252363535715525,0.654,0.395,2.01231812106157e-27,5.43265119787304e-51,0.297930418688855,0.62,0.334,1.41949743149225e-46,7.70147392193184e-32,1.08653023957461e-50,6
"SCCPDH1",8.0620857381257e-51,0.365316502986694,0.714,0.397,2.10654238251486e-46,1.06700207505388e-49,0.313619436343261,0.633,0.352,2.78796972190827e-45,1.06700207505388e-49,1.61241714762515e-50,6
"PLEKHA51",9.91532705760351e-51,0.64578484863123,0.859,0.739,2.59077580688122e-46,2.42891677893148e-11,0.29427393281155,0.786,0.714,6.34651665167005e-07,2.42891677893148e-11,1.98306541152071e-50,6
"AASDHPPT1",2.1043992642922e-49,0.427175049845699,0.844,0.617,5.49858483766909e-45,1.21615827808317e-50,0.363320489055759,0.825,0.586,3.17769996480353e-46,2.1043992642922e-49,2.43231655616637e-50,6
"DYNC1LI21",1.43035708762409e-50,0.423563039492526,0.938,0.823,3.73738003425298e-46,3.53695018549194e-47,0.339597674254502,0.943,0.794,9.2416971396719e-43,3.53695018549194e-47,2.86071417524816e-50,6
"FNBP1L1",2.53189455005218e-50,0.495427773447949,0.932,0.82,6.61558726983134e-46,4.10670960640301e-31,0.309437665412873,0.918,0.81,1.07304215305704e-26,4.10670960640301e-31,5.06378910010436e-50,6
"GGNBP2",1.54609667443176e-49,0.442650637422667,0.888,0.683,4.03979600062275e-45,7.54643935145004e-35,0.317734195374248,0.82,0.622,1.97180913814038e-30,7.54643935145004e-35,3.09219334886355e-49,6
"TLE11",7.9331427222083e-41,0.409855032824086,0.919,0.737,2.07285086188581e-36,1.64254253598893e-49,0.402967180897899,0.878,0.668,4.29179939228548e-45,7.9331427222083e-41,3.28508507197788e-49,6
"USP14",2.6653941891145e-49,0.451475875130125,0.905,0.739,6.96440847673729e-45,1.70942284072325e-46,0.368851028244928,0.851,0.699,4.46655094052578e-42,1.70942284072325e-46,5.33078837822899e-49,6
"NGRN1",2.744656404848e-49,0.380386579081712,0.963,0.881,7.17151272022733e-45,1.63308852720771e-34,0.269528102873413,0.952,0.863,4.26709701274102e-30,1.63308852720771e-34,5.48931280969599e-49,6
"REEP51",4.33922616071765e-42,0.316092753161971,0.697,0.399,1.13379640353391e-37,3.35453854682874e-49,0.306316152631605,0.665,0.391,8.76507376900881e-45,4.33922616071765e-42,6.70907709365745e-49,6
"PIK3R11",1.00820508885124e-48,0.614458582437014,0.774,0.543,2.63433907665942e-44,7.5659452530503e-25,0.34522132754308,0.65,0.464,1.97690583516951e-20,7.5659452530503e-25,2.0164101777025e-48,6
"YIPF41",1.06618865870102e-48,0.431867698244449,0.807,0.542,2.78584434631988e-44,7.37340547838994e-47,0.369478634851822,0.772,0.523,1.92659711744851e-42,7.37340547838994e-47,2.13237731740205e-48,6
"ILF3-DT",1.42291906339001e-48,0.314095746937864,0.654,0.334,3.71794522073177e-44,2.11108776217589e-37,0.250542619499721,0.588,0.339,5.51606121378939e-33,2.11108776217589e-37,2.84583812678005e-48,6
"IRF2BP2",9.29330771257147e-34,0.392385920400793,0.824,0.598,2.4282483722178e-29,1.45488087465463e-48,0.419188599949298,0.831,0.62,3.80145823738509e-44,9.29330771257147e-34,2.90976174930926e-48,6
"NDUFC2",2.25830011355415e-48,0.375376062273303,0.983,0.952,5.90071236670565e-44,2.14426197469083e-41,0.306664096466644,0.98,0.942,5.60274211366967e-37,2.14426197469083e-41,4.51660022710833e-48,6
"SOGA11",1.65000511044043e-39,0.257176006692584,0.618,0.335,4.3112983530698e-35,3.11381522578582e-48,0.276913997343424,0.577,0.305,8.13608780345576e-44,1.65000511044043e-39,6.22763045157163e-48,6
"ZMYND8",5.58358220493703e-17,0.26041246080112,0.89,0.752,1.458934194328e-12,3.78275901721137e-48,0.412675758311509,0.879,0.707,9.88397103607159e-44,5.58358220493703e-17,7.56551803442278e-48,6
"FBRSL11",3.21317386624328e-36,0.28178695532001,0.66,0.381,8.39570199510707e-32,3.80882415426864e-48,0.305243521627355,0.633,0.353,9.95207663268852e-44,3.21317386624328e-36,7.6176483085373e-48,6
"HDAC21",8.95165788768848e-39,0.364846434909522,0.979,0.931,2.33897868947412e-34,4.49089405619628e-48,0.381153732428996,0.978,0.909,1.17342570794353e-43,8.95165788768848e-39,8.98178811239253e-48,6
