"","ACE","CDH5","EGFL7","ESAM","ETV2","FLT4","ICAM1","KDR","NRP1","PECAM1","PODXL","PROCR","S1PR1","TEK","VEGFA","VWF","ACTB","ANTXR1","CD248","COLEC11","DCBLD2","PDPN","S1PR3","VCAM1","VIM"
"0",0.000648754709284128,0.00212457315618186,0.439491601414956,0.023767911441094,0.0371640159314714,0.0211788133706235,0.0395290403691306,0.00683108674339976,0.146380011995968,0.00213579809907506,0.0174792746499239,0.0260421475144633,0.0176210282220253,0.00126118105057004,0.219948397726222,0.00273973237579478,23.4278991782372,0.346691079909902,0.214204234672511,0.000392028094743095,0.425497099571743,0.0433431868614253,0.805438179636284,0.281425123115561,46.597911683675
"1",0.000934078322543826,0.00240174351301793,0.199357675513748,0.00983251461379472,0.0428171299931707,0.0151821086782014,0.00922576808356935,0.00489816912159401,0.0572850526004566,0.00265244583264297,0.0493787617626606,0.00215301205131223,0.133931925864832,0.00216878929203721,0.302704481067638,0.00288072274638557,19.9073371398978,0.341570853740897,0.0190005180908695,0.00159865156728594,0.694684046141706,0.907294379651133,0.0522527839862958,0.0142066005497478,38.4495795604462
"7",0.161624301499758,4.06595468801712,9.93113081284137,4.6555175927301,2.03481866996295,1.71856753393004,0.722443504440549,5.64800664964466,2.60350437397385,4.28265426465857,0.874728165245784,1.05237976470225,0.772912699156966,0.849174293829945,0.294328955537612,0.013415463655685,36.8432880518018,0.0967248093650315,0.0259290988415239,0.000727172668313567,0.178029906213964,0.0343940245577821,0.202598416432729,0.00445183161493752,71.9903894350488
