UniqueCount	AmbigCount
0	4
0	1
2	453
0	0
0	6
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	49
0	19
0	12
0	22
0	7
0	21
65	14
8	139
0	18
0	21
56	39
0	24
8	184
4	22
0	3
14	40
1	0
5	8
0	1
8	519
0	464
0	493
0	441
0	404
0	239
20	66
0	2
0	157
0	7
0	5
0	8
0	1
0	1
1	3
0	16
1	40
6	27
0	13
0	8
7	3
0	147
0	83
0	96
1	112
0	89
0	62
1	47
0	76
0	72
9	23
0	30
1	8
4	25
1	32
0	76
2	39
0	2
0	0
0	12
18	158
0	9
0	1
0	20
0	16
1	44
3	11
0	21
0	16
2	69
0	19
0	1
0	13
0	40
0	14
0	12
0	3
0	3
7	1825
388	2846
20	14668
0	45
9	3244
0	42
2004	5953
6	3741
0	2
0	0
0	9
121	1022
0	22
0	0
2	8
0	20
0	14
0	15
0	16
0	14
0	46
0	46
0	14
0	13
0	17
0	13
0	14
0	14
0	15
0	43
0	47
5	12
0	0
0	0
0	1
0	0
1	0
0	1
0	2
0	4
0	1
0	1
0	0
0	2
0	6
0	7
4	10
0	30
1	6
0	2
5	8
0	13
1	36
137	458
4	166
2	605
7	26
8	490
0	59
0	482
0	133
1	298
0	31
0	72
0	38
1	92
0	346
0	319
0	20
0	104
1	335
0	42
0	283
0	42
0	32
0	114
0	32
0	58
17	8
4	5
2	6
0	11
0	2
0	10
0	8
0	0
1	0
2	0
0	0
3	2
0	2
0	0
0	153
0	153
0	0
0	153
0	0
0	0
0	0
0	0
0	0
0	153
0	1
0	0
0	0
0	0
0	0
210	3313
8	954
55	3222
0	0
12	566
127	29
7	44
0	44
0	2
2	23
1	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	0
0	7
0	7
0	7
0	7
0	821
0	571
217	820
0	13
4	0
0	508
0	486
0	485
0	507
0	4
0	12
0	0
0	0
1	13
41	318
0	8
2	13
0	8
0	4
0	0
0	0
0	4
0	0
1	0
3	671
2	631
0	688
0	688
42	487
1	669
16	636
0	80
0	467
1	256
0	170
0	169
0	81
2	69
3	64
0	51
0	31
4	29
3	12
10	3
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	1
0	1
0	0
2	72
1	73
0	71
0	72
6	20
0	16
0	30
0	18
182	0
0	0
0	0
0	1
0	1
0	1
1	0
0	160
0	164
0	160
0	94
2	83
0	58
0	54
10	14
0	36
0	27
0	8
0	10
0	4
0	4
2	8
0	0
0	4
3	7
6	5
0	2
0	0
5	0
0	67
0	41
1	65
0	65
0	1
0	65
0	0
1	25
6	55
0	53
2	24
0	20
0	0
0	6
0	6
0	2
0	12
0	7
22	8
0	6
1	0
0	0
46	176
7	45
0	28
0	82
10	109
0	1567
0	2560
0	2557
0	1946
0	1131
1	613
1	2291
0	2613
0	1950
20	1701
37	1265
4	1884
0	2536
1	1995
0	1659
0	1978
0	2210
0	631
0	325
3	368
0	1514
0	367
0	512
0	412
5	199
0	415
0	572
0	51
0	185
4	700
0	442
0	375
0	526
1	510
1	499
0	31
1	26
0	226
1	412
1	387
48	252
0	314
1	238
0	193
0	176
0	171
0	141
0	65
0	26
0	8
0	0
1	0
1	44
101	53
0	9
5	0
0	53
0	54
0	51
0	0
0	1
0	2
0	0
0	0
0	0
0	1
0	1
0	1
0	0
1	1
0	1
0	1
0	1
0	0
0	0
0	1522
126	1514
1	1502
3	1501
10	219
1	18
0	0
2	2238
23	2473
5	2123
64	1622
29	4039
2	2640
0	1828
7	2762
0	3111
2	911
0	1115
0	300
3	216
1	241
12	289
0	867
52	51
1	261
2	11
0	50
0	816
2	759
3	759
0	818
0	34
0	28
0	741
36	743
0	249
418	1241
0	876
69	1056
29	132
91	366
0	132
0	14
20	74
0	5
0	5
0	5
0	3
0	1
0	0
2	1
0	1
0	0
0	1
2	1
1	1
0	3
1	4
0	0
13	43
0	4
0	0
1	222
0	176
35	227
4	15
7	162
29	134
2	6
0	2
0	216
11	177
0	221
0	183
1	215
1	10
0	13
0	52
1	5
0	5
1	0
251	1312
38	1067
4	282
208	113
0	4
16	6
0	0
67	0
8	0
30	0
0	6
0	6
0	6
0	6
0	5
