UniqueCount	AmbigCount
0	15
0	4
4	1332
0	4
0	12
0	10
0	1
0	0
0	0
0	0
0	2
0	2
1	4
5	146
0	26
0	14
0	23
0	6
0	66
234	66
22	275
7	45
0	48
243	84
0	67
12	419
36	77
0	15
38	118
4	11
13	10
0	4
37	1459
0	1089
0	1170
0	1092
0	847
0	555
65	182
0	9
0	395
0	10
0	8
0	14
0	0
0	0
0	5
0	16
5	70
32	59
0	21
0	14
34	24
0	341
0	222
0	256
1	243
0	184
8	158
0	65
0	188
0	167
18	49
0	73
1	19
7	73
1	103
0	125
6	89
0	7
0	0
0	60
22	355
0	10
0	2
0	35
0	21
0	690
3	23
1	24
0	9
0	95
0	16
0	0
1	15
0	61
0	19
0	14
0	2
0	2
168	18758
2746	19794
455	174968
0	607
219	17055
69	534
11042	30301
244	33726
0	8
0	0
1	54
163	2141
0	96
0	8
8	10
0	25
0	14
0	15
0	17
0	12
0	81
3	75
0	12
0	12
0	26
0	12
0	15
0	15
0	18
3	83
0	83
18	16
0	7
2	7
0	5
0	1
3	1
0	4
0	6
0	10
0	5
0	5
0	2
0	7
5	29
0	27
14	31
0	64
4	18
0	16
6	8
2	25
2	122
321	1071
16	230
2	1238
28	53
11	1096
0	160
0	1077
10	309
0	632
0	84
0	166
0	63
0	224
0	785
0	746
1	37
0	222
3	766
2	69
0	669
0	69
0	126
0	166
0	59
10	154
87	43
9	11
9	15
0	38
0	7
0	32
1	33
0	0
0	0
3	0
0	0
4	1
0	1
0	0
0	440
0	440
0	0
0	440
0	2
0	2
0	2
0	2
0	2
0	440
0	9
0	0
0	0
0	0
0	0
227	4753
34	1693
134	4638
1	0
18	1005
487	105
26	127
3	127
2	13
2	32
16	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
106	0
0	53
0	51
1	50
1	45
0	1279
0	934
225	1271
0	12
19	0
0	827
1	810
0	808
0	825
0	1
4	24
3	3
1	2
1	15
91	613
0	98
0	67
1	61
0	57
0	0
0	27
0	44
0	0
1	0
3	651
2	570
1	622
0	640
85	532
0	625
11	644
0	119
0	443
0	214
0	151
0	163
0	70
5	63
0	53
0	49
0	27
5	28
0	18
22	1
