"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","ensembl_gene_id","entrezgene_id","threshold_OE","genelabels"
"1",6.27297913027981e-40,-1.21388504548559,0.066,0.215,1.63906671695081e-35,"NNAT","ENSG00000053438",4826,TRUE,"NNAT"
"2",8.4428989968447e-18,0.866780181131665,0.111,0.039,2.20604507888555e-13,"NEUROG1","ENSG00000181965",4762,TRUE,"NEUROG1"
"3",5.17536885957585e-36,-0.707457535128178,0.208,0.4,1.35227212931857e-31,"PHOX2B","ENSG00000109132",8929,TRUE,"PHOX2B"
"4",1.38563010901543e-23,-0.704125581353492,0.489,0.613,3.62051291184643e-19,"SYT4","ENSG00000132872",6860,TRUE,"SYT4"
"5",5.70123963056382e-27,-0.665997999182046,0.287,0.439,1.48967690307002e-22,"SSTR2","ENSG00000180616",6752,TRUE,"SSTR2"
"6",2.7935957220966e-24,-0.651661151032742,0.282,0.43,7.29938626226621e-20,"SFRP1","ENSG00000104332",6422,TRUE,"SFRP1"
"7",1.11264713305096e-32,0.589210903016446,0.801,0.73,2.90723569394885e-28,"POU2F2","ENSG00000028277",5452,TRUE,"POU2F2"
"8",3.41636033526942e-16,-0.578179770063549,0.838,0.843,8.92660792002548e-12,"NEFM","ENSG00000104722",4741,TRUE,"NEFM"
"9",6.37385230344428e-88,0.534621997423063,0.486,0.181,1.66542386836695e-83,"CCDC144NL-AS1","ENSG00000233098",440416,TRUE,"CCDC144NL-AS1"
"10",1.3019645833055e-145,0.530868592488487,0.31,0.009,3.40190325971895e-141,"CSAG1","ENSG00000198930",158511,TRUE,"CSAG1"
"11",3.03727637089546e-28,-0.51607289025746,0.196,0.356,7.93609942951274e-24,"LINC00682","ENSG00000245870",101927074,TRUE,"LINC00682"
"12",1.28161455572194e-12,0.488975108372923,0.946,0.914,3.34873067264586e-08,"CDKN1C","ENSG00000273707",1028,FALSE,""
"13",2.39247704911528e-11,-0.488481591735301,0.9,0.882,6.25130328163331e-07,"CRABP1","ENSG00000166426",1381,FALSE,""
"14",3.21375880777477e-28,0.474488661742959,0.546,0.4,8.39723038883469e-24,"SLC1A2","ENSG00000110436",6506,FALSE,""
"15",1.68127671657762e-22,0.473664667005567,0.539,0.411,4.39300793274566e-18,"RGMB","ENSG00000174136",285704,FALSE,""
"16",1.79930284244737e-16,0.471380493197245,0.36,0.25,4.70139839703073e-12,"NR2F2","ENSG00000185551",7026,FALSE,""
"17",1.20363260377904e-20,-0.463739589857381,0.391,0.529,3.14497163041424e-16,"MEIS2","ENSG00000134138",4212,FALSE,""
"18",1.37722143753098e-48,-0.449436998831022,0.28,0.508,3.59854189412471e-44,"POU3F4","ENSG00000196767",5456,FALSE,""
"19",2.54802425107439e-20,-0.446138543408296,0.336,0.453,6.65773256563227e-16,"ONECUT3","ENSG00000205922",390874,FALSE,""
"20",5.85422794352724e-26,0.443460815250626,0.737,0.63,1.52965121936423e-21,"CRNDE","ENSG00000245694",101927480,FALSE,""
"21",1.60300525127121e-08,0.443165549131613,0.458,0.385,0.000418849242104654,"CNTN2","ENSG00000184144",6900,FALSE,""
"22",5.44082833910188e-21,-0.439677647720534,0.819,0.859,1.42163403672393e-16,"SH3BGRL3","ENSG00000142669",83442,FALSE,""
"23",1.06704530404369e-39,0.435535647609298,0.338,0.159,2.78808267493576e-35,"IRX3","ENSG00000177508",79191,FALSE,""
"24",2.8973288134153e-12,-0.429803640780669,0.451,0.535,7.57043045657284e-08,"RAI14","ENSG00000039560",26064,FALSE,""
"25",1.03444379996068e-20,-0.423400245803141,0.385,0.493,2.70289820491727e-16,"EDIL3","ENSG00000164176",10085,FALSE,""
"26",2.7523487114138e-05,0.421346518516858,0.444,0.401,0.719161194805312,"LDHA","ENSG00000288299",3939,FALSE,""
"27",1.16949548342588e-22,-0.416622346186147,0.861,0.887,3.05577474864347e-18,"MDK","ENSG00000110492",4192,FALSE,""
"28",2.16254084540549e-40,0.414558262317148,0.351,0.17,5.65050297496001e-36,"IRX5","ENSG00000176842",10265,FALSE,""
"29",9.6157311567941e-42,-0.414164418100549,0.889,0.933,2.51249439395873e-37,"MT-ND4L","ENSG00000212907",4539,FALSE,""
"30",1.04653039351577e-12,0.411592626870484,0.461,0.36,2.73447926521736e-08,"KLHL35","ENSG00000149243",283212,FALSE,""
"31",6.36894065944666e-15,-0.407180317833265,0.3,0.39,1.66414050490682e-10,"CNTN1","ENSG00000018236",1272,FALSE,""
"32",5.5486443919455e-124,0.406055666998081,0.27,0.008,1.44980529317144e-119,"MAGEA12","ENSG00000213401",4111,FALSE,""
"33",0.0812157462551233,0.393158960892164,0.266,0.302,1,"CCND1","ENSG00000110092",595,FALSE,""
"34",1.47184018233099e-34,-0.391522790635605,0.087,0.232,3.84577121241263e-30,"AC105389.3",NA,NA,FALSE,""
"35",2.25954197894925e-08,-0.385193192741792,0.649,0.695,0.000590395723679649,"AUXG01000058.1",NA,NA,FALSE,""
"36",3.81596209882898e-17,0.384892416685665,0.534,0.411,9.97072736803025e-13,"SPECC1","ENSG00000128487",92521,FALSE,""
"37",2.30222038167126e-41,0.383254165867793,0.413,0.226,6.01547163526883e-37,"PTPRN2","ENSG00000282185",5799,FALSE,""
"38",3.69855788488083e-16,-0.376866603573508,0.736,0.801,9.66396189740512e-12,"ONECUT2","ENSG00000119547",9480,FALSE,""
"39",1.25981690721206e-21,-0.374706397155303,0.085,0.194,3.29177559685438e-17,"ATOH1","ENSG00000172238",474,FALSE,""
"40",2.99044564781497e-14,-0.371369142070515,0.784,0.816,7.81373543317574e-10,"IGFBPL1","ENSG00000137142",347252,FALSE,""
"41",1.24453963876893e-21,-0.370791701790316,0.59,0.712,3.25185762213934e-17,"METRN","ENSG00000103260",79006,FALSE,""
"42",8.90931726946089e-16,0.355845128656704,0.865,0.847,2.32791550933744e-11,"PGK1","ENSG00000102144",5230,FALSE,""
"43",7.41638327264879e-06,-0.335574730470603,0.797,0.797,0.19378267853104,"NEFL","ENSG00000277586",4747,FALSE,""
"44",4.01848103182688e-27,0.334246785086911,0.376,0.219,1.04998890880605e-22,"FSIP2","ENSG00000188738",401024,FALSE,""
"45",1.08271198892624e-19,0.333869520648865,0.956,0.9,2.82901815586538e-15,"BTG1","ENSG00000133639",694,FALSE,""
"46",4.4000166754308e-10,0.32263693156165,0.899,0.855,1.14968035712331e-05,"RND3","ENSG00000115963",390,FALSE,""
"47",1.12127441318931e-12,0.318265151674042,0.612,0.546,2.92977791422234e-08,"RUNX1T1","ENSG00000079102",862,FALSE,""
"48",1.08080908637319e-19,0.317893786965631,0.806,0.718,2.82404606178451e-15,"IER5L","ENSG00000188483",389792,FALSE,""
"49",9.51501263377365e-10,0.317663583400867,0.241,0.167,2.48617765107872e-05,"ROBO3","ENSG00000154134",64221,FALSE,""
"50",3.13613623493915e-18,0.31396126102238,0.596,0.491,8.1944103682725e-14,"PMEPA1","ENSG00000124225",56937,FALSE,""
"51",0.756756977184856,-0.310024670254685,0.811,0.765,1,"HES6","ENSG00000144485",55502,FALSE,""
"52",1.32136386864559e-09,-0.308397635297409,0.175,0.259,3.45259165238407e-05,"LHX9","ENSG00000143355",56956,FALSE,""
"53",6.92799266940586e-10,-0.304976720036641,0.196,0.271,1.81021520458906e-05,"ANXA2","ENSG00000182718",302,FALSE,""
"54",7.48838205911965e-16,0.304131682457684,0.605,0.495,1.95663934822737e-11,"PTN","ENSG00000105894",5764,FALSE,""
"55",2.3195311875297e-08,0.302953542864187,0.922,0.91,0.000606070303989634,"ENO1","ENSG00000074800",2023,FALSE,""
"56",9.21759617637207e-10,0.301558423636115,0.465,0.369,2.40846570492426e-05,"DLK1","ENSG00000185559",8788,FALSE,""
"57",0.00011752128547936,-0.297879332464084,0.291,0.33,1,"TAGLN2","ENSG00000158710",8407,FALSE,""
"58",9.36737207560148e-07,-0.294504415115135,0.757,0.768,0.0244760064963391,"HIST1H4C",NA,NA,FALSE,""
"59",4.15664212366994e-07,0.294227777237665,0.137,0.086,0.0108608902049372,"HES5","ENSG00000273529",388585,FALSE,""
"60",3.46820676580641e-16,0.291208881937802,0.875,0.811,9.06207745837556e-12,"STMN4","ENSG00000015592",81551,FALSE,""
"61",0.000132585096149923,-0.288661476593174,0.587,0.62,1,"DLL3","ENSG00000090932",10683,FALSE,""
"62",8.06699817342057e-37,-0.287431295854951,0.999,1,2.10782595273306e-32,"MT-ND3","ENSG00000198840",4537,FALSE,""
"63",3.23847287641241e-23,-0.282622391461664,0.159,0.305,8.46180577877798e-19,"PHOX2A","ENSG00000165462",401,FALSE,""
"64",2.40942626167446e-10,-0.282581805759469,0.133,0.203,6.29558987912918e-06,"NDUFA4L2","ENSG00000185633",56901,FALSE,""
"65",3.46838110717087e-19,-0.28227843313577,0.455,0.587,9.06253299492677e-15,"AC004540.2",NA,NA,FALSE,""
"66",3.06247653445907e-20,-0.277118867640028,0.778,0.836,8.0019449368881e-16,"NDUFB1","ENSG00000183648",4707,FALSE,""
"67",7.22970357191053e-17,-0.275321148032765,0.119,0.219,1.8890492463045e-12,"TPBG","ENSG00000283085",7162,FALSE,""
"68",9.70807835388695e-14,0.273888200191719,0.626,0.519,2.53662379308712e-09,"JUN","ENSG00000177606",3725,FALSE,""
"69",5.9093322541224e-12,0.272050070696825,0.651,0.572,1.54404942467964e-07,"UNCX","ENSG00000164853",340260,FALSE,""
"70",1.17383280569128e-21,-0.271387664296316,0.776,0.849,3.06710773799076e-17,"CDH2","ENSG00000170558",1000,FALSE,""
"71",0.00139360963452847,-0.269061792468087,0.121,0.157,1,"PRPH","ENSG00000135406",5630,FALSE,""
"72",0.0964248412367103,-0.265541837115521,0.8,0.786,1,"HTATSF1","ENSG00000102241",27336,FALSE,""
"73",1.68024827744911e-06,0.262548387024025,0.774,0.753,0.0439032072414679,"BNIP3","ENSG00000176171",664,FALSE,""
"74",1.24738210776469e-19,-0.262133605735133,0.441,0.579,3.25928470937836e-15,"NCALD","ENSG00000104490",83988,FALSE,""
"75",2.06178890037028e-10,-0.26187333389459,0.249,0.336,5.38724821777752e-06,"VSTM2B","ENSG00000187135",342865,FALSE,""
"76",0.65246281656527,-0.261361781581181,0.199,0.199,1,"TAC1","ENSG00000006128",6863,FALSE,""
"77",1.75774030142182e-25,-0.260479561879883,0.27,0.437,4.59279963358507e-21,"EN1","ENSG00000163064",2019,FALSE,""
"78",0.287825991036127,0.25529268063274,0.795,0.783,1,"VIM","ENSG00000026025",7431,FALSE,""
"79",4.14401080180447e-46,0.253998010241345,0.185,0.041,1.08278858240349e-41,"AC104041.1",NA,NA,FALSE,""
"80",8.16749568588183e-28,-0.252813013763165,1,1,2.13408494776406e-23,"MAP1B","ENSG00000131711",4131,FALSE,""
"81",4.50142559978759e-26,-0.251534149432671,0.998,0.999,1.1761774949685e-21,"RPS29","ENSG00000213741",6235,FALSE,""
"82",9.08150470678252e-14,0.250922588137678,0.844,0.795,2.3729063648352e-09,"ENO2","ENSG00000111674",2026,FALSE,""
"83",9.41502296556739e-05,0.246935165545943,0.576,0.53,1,"POU3F1","ENSG00000185668",5453,FALSE,""
"84",8.80699072858237e-14,-0.246834193288552,0.352,0.461,2.30117860747129e-09,"AC010247.2",NA,NA,FALSE,""
"85",2.8337714674862e-06,0.246649859445613,0.502,0.457,0.074043614673947,"BCL11A","ENSG00000119866",53335,FALSE,""
"86",9.02492689314214e-27,-0.245515205870302,0.985,0.99,2.35812314790911e-22,"MT-ND5","ENSG00000198786",4540,FALSE,""
"87",1.8245277886646e-18,0.244888518435062,0.82,0.757,4.76730865900172e-14,"PGAM1","ENSG00000171314",5223,FALSE,""
"88",4.04352327026461e-14,-0.24325313878729,0.551,0.626,1.05653219528744e-09,"TM7SF2","ENSG00000149809",7108,FALSE,""
"89",2.16934774863242e-06,-0.242097824909431,0.462,0.512,0.0566828873240166,"CDO1","ENSG00000129596",1036,FALSE,""
"90",1.39529896873021e-14,0.240896584730035,0.998,0.999,3.64577667539517e-10,"SOX4","ENSG00000124766",6659,FALSE,""
"91",2.17097333657097e-11,-0.239855701753976,0.698,0.767,5.67253623112629e-07,"NKAIN4","ENSG00000101198",128414,FALSE,""
"92",0.00485258679045578,0.239333344900469,0.311,0.274,1,"FGFBP3","ENSG00000174721",143282,FALSE,""
"93",0.00117530003762758,0.239093578579147,0.959,0.95,1,"KCNQ1OT1","ENSG00000269821",10984,FALSE,""
"94",3.55937858306787e-19,-0.235579883270902,0.124,0.235,9.30030029969804e-15,"PLXDC2","ENSG00000120594",84898,FALSE,""
"95",2.14849715754145e-21,-0.234639352501685,0.827,0.886,5.61380822294005e-17,"NDUFA3","ENSG00000275724",4696,FALSE,""
"96",7.72227060431763e-21,-0.233769977262583,0.917,0.944,2.01775208620215e-16,"ATP5ME","ENSG00000169020",521,FALSE,""
"97",4.35345103529592e-05,-0.23274606406266,0.184,0.233,1,"RGS16","ENSG00000143333",6004,FALSE,""
"98",2.23242333787889e-12,-0.232347553204383,0.433,0.518,5.83309893954374e-08,"NELL2","ENSG00000184613",4753,FALSE,""
"99",2.23032772518887e-07,0.232156412975821,0.226,0.162,0.00582762331314601,"CRABP2","ENSG00000143320",1382,FALSE,""
"100",9.9808746588774e-09,-0.231460415290748,0.383,0.459,0.000260790273961808,"SEMA6D","ENSG00000137872",80031,FALSE,""
"101",3.72607427065757e-10,0.231049382155728,0.482,0.384,9.73585946180116e-06,"TXNIP","ENSG00000265972",10628,FALSE,""
"102",1.50288388494829e-07,0.230940744220149,0.576,0.523,0.00392688530298139,"SCN3A","ENSG00000153253",6328,FALSE,""
"103",9.78668721894227e-12,0.228101946246219,0.62,0.527,2.55716350343743e-07,"SLC3A2","ENSG00000168003",6520,FALSE,""
"104",1.65479395759858e-13,0.224199134267339,0.872,0.828,4.32381113180933e-09,"IER2","ENSG00000160888",9592,FALSE,""
"105",1.63113119803802e-06,-0.223068446668671,0.844,0.838,0.0426198270735355,"GAP43","ENSG00000172020",2596,FALSE,""
"106",1.31807507115582e-05,0.222951171996811,0.303,0.243,0.344399835342305,"JAG1","ENSG00000101384",182,FALSE,""
"107",6.62397768936858e-09,-0.22254483555344,0.258,0.333,0.000173077913045512,"LINC02609","ENSG00000233593",105378853,FALSE,""
"108",7.74566826790565e-15,0.221547677538427,0.912,0.845,2.02386566172107e-10,"FDFT1","ENSG00000284967",2222,FALSE,""
"109",4.51261931035782e-14,-0.21947827280244,0.882,0.919,1.17910229960339e-09,"PRDX1","ENSG00000117450",5052,FALSE,""
