UniqueCount	AmbigCount
0	13
0	2
9	1123
1	0
0	9
0	6
0	1
0	6
0	1
0	0
0	2
0	2
0	0
2	62
0	24
1	13
0	30
0	11
0	22
261	78
44	362
5	39
0	49
132	61
0	29
13	328
49	50
0	23
7	72
0	3
6	11
0	2
25	1229
1	845
1	889
0	833
0	637
0	369
60	87
0	5
0	235
0	2
0	0
0	2
0	4
0	3
0	1
0	16
11	62
15	76
0	18
0	17
42	14
0	306
0	216
0	260
7	197
0	161
9	140
3	72
0	185
0	155
10	44
0	85
2	30
6	41
2	73
0	197
1	60
0	3
0	15
0	57
58	404
1	12
0	5
0	30
0	6
1	101
7	17
0	24
0	7
0	66
0	17
0	0
0	14
0	34
0	18
0	18
0	0
0	0
56	12830
2424	15692
38	26190
0	80
65	16727
9	434
10072	30622
51	25767
0	7
2	15
0	56
247	2180
0	62
0	2
4	11
0	50
0	29
0	30
0	32
0	29
0	48
2	46
0	29
0	27
0	27
0	27
0	27
0	28
0	32
0	46
0	49
27	21
0	2
4	2
0	6
0	1
5	1
0	10
0	9
0	15
0	2
0	3
0	2
0	13
1	18
1	35
15	38
0	24
13	22
0	15
6	21
2	31
0	53
222	739
20	268
0	964
13	32
4	760
0	88
0	753
5	208
0	442
0	43
0	99
0	47
0	136
0	539
0	542
0	13
0	117
2	532
1	45
0	472
0	45
0	54
0	177
0	45
4	75
82	38
21	11
13	12
0	23
0	6
0	21
0	12
0	0
3	0
1	1
0	0
0	0
0	0
0	0
0	266
0	266
0	0
0	266
0	0
0	0
0	0
0	0
0	0
0	266
2	2
0	0
0	0
0	0
0	0
270	4101
39	1333
158	4022
2	0
20	657
498	84
25	93
2	97
4	2
1	31
9	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
32	0
1	7
0	7
0	6
0	5
0	887
1	617
175	885
1	18
19	0
0	567
0	549
0	547
0	565
0	0
3	13
1	2
0	0
0	7
80	407
0	34
0	38
0	29
0	29
2	0
0	21
0	20
0	0
0	1
5	648
1	575
0	626
0	645
84	490
1	620
31	622
0	82
1	421
0	202
0	128
0	132
0	80
2	55
0	54
0	39
0	17
16	22
0	7
22	4
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	1
0	1
0	7
0	7
0	1
1	250
0	249
0	249
0	250
12	51
0	41
0	111
0	67
214	0
0	3
8	3
0	3
0	0
0	0
6	1
0	185
0	188
0	186
0	112
0	97
0	65
0	66
20	23
0	50
0	29
0	7
0	6
0	12
0	9
9	9
0	1
0	8
1	6
16	6
0	2
2	0
1	0
0	151
1	87
4	144
1	144
0	4
0	142
0	1
0	34
40	164
0	152
0	75
0	21
0	0
0	3
0	8
0	3
1	13
0	9
53	23
0	9
1	1
0	0
10	99
0	14
2	10
0	16
9	89
11	2634
0	4113
0	4106
0	3113
3	2024
1	1220
1	3734
0	4186
0	3118
36	2778
54	2280
11	3013
0	4076
1	3188
0	2753
0	2981
0	3353
0	957
0	562
4	578
1	2314
0	582
0	774
0	580
6	332
0	517
0	938
0	107
0	264
17	1180
1	764
0	600
2	920
1	878
3	872
0	55
0	31
0	429
0	729
9	748
77	526
0	515
0	405
0	321
2	290
0	296
0	268
0	119
0	65
0	10
0	0
3	0
1	14
73	15
0	3
16	0
1	114
0	116
0	110
0	4
0	2
0	2
0	0
0	0
0	0
0	4
1	4
0	4
0	4
7	4
0	1
0	1
0	0
0	0
0	0
1	1359
107	1356
0	1347
1	1333
19	185
0	19
4	0
0	5237
5	5167
4	4655
210	3796
99	8054
1	5837
1	4216
14	5480
0	6696
3	1856
2	1787
0	622
6	416
7	482
15	442
0	1014
110	55
0	215
0	21
2	61
0	1245
4	1153
7	1161
0	1259
0	72
0	57
1	1099
53	1158
0	425
367	1524
3	1102
173	1358
77	155
189	496
0	214
0	48
83	199
0	16
0	17
0	17
0	6
0	4
0	0
10	3
1	0
1	1
2	0
4	1
0	5
0	10
39	15
0	2
17	95
1	9
0	4
0	527
0	466
54	533
10	35
23	461
126	389
0	9
0	5
0	328
13	255
0	335
0	284
3	326
0	13
0	37
0	61
0	0
0	0
1	0
305	1892
95	1491
3	453
472	150
0	17
10	20
0	0
130	0
21	0
68	0
1	21
0	21
0	21
0	21
0	20
0	21
0	20
24	119
0	0
0	18
0	0
0	17
0	118
0	12
0	0
0	21
0	9
0	0
0	21
0	16
0	0
1	0
0	18
1	1
0	1
0	2
0	2
0	6
0	4
0	10
0	9
0	8
0	0
0	14
1	4
2	13
0	10
0	0
0	1
0	2
0	1
0	7
1	2487
1	2480
0	2205
0	2145
2	1986
1	1620
0	1616
0	1616
0	1300
0	98
3	522
0	4537
0	4411
70	1314
101	444
99	43
4	20
0	6
90	2474
1	2085
1	237
4	1174
2	1954
3	2043
1	2157
0	2275
0	2265
0	2251
45	89
1	110
3	79
0	12
2	208
1	34
3	59
14	199
3	199
116	1059
95	404
23	178
81	177
200	1962
4	2
145	219
8	1
0	31
20	594
29	81
12	483
0	353
0	605
0	605
1	602
0	165
0	11
0	72
2	48
0	21
3	60
0	25
1	26
0	39
3	19
4	12
0	10
2	3
0	0
0	2597
0	2452
0	2646
58	200
25	449
0	254
0	286
0	129
0	29
1	41
6	0
0	0
0	0
1	0
0	0
0	2
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	10
0	0
0	0
13	57
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	48
0	1
0	1
0	0
0	0
0	0
0	0
4	196
0	9
0	0
0	3
0	2
0	2
0	189
0	4
0	133
0	7
0	8
1	7
0	8
0	7
0	13
0	8
0	7
3	6
0	5
0	6
0	3
0	180
0	6
0	101
0	162
0	6
15	6
13	0
9	1
0	187
11	197
3	257
0	268
0	108
126	112
0	67
0	129
0	171
55	198
3	127
6	60
0	104
1	6
20	3
1	2
139	0
0	0
0	0
0	0
1	16
35	21
10	103
0	89
8	91
0	16
108	43
0	15
56	54
0	51
47	17
3	10
2	6
0	0
60	3
0	2
23	0
2	1648
0	344
1	2068
0	735
1	36
12	1459
4	551
107	984
11	266
5	453
0	456
0	243
0	202
0	24
0	5
0	1
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
1	0
12	1435
0	1317
4	909
0	189
10	53
9	35
5	17
1	160
0	267
18	94
0	12
3	43
3	0
0	5
0	5
0	0
0	0
2	1
0	0
0	0
0	1
0	2
0	2
0	2
0	2
0	2
2	9
0	8
0	1
0	1
0	2
1	5
0	8
0	2
0	0
0	0
0	0
0	0
5	0
1	43
0	42
0	319
0	319
0	330
0	320
0	68
0	328
0	51
0	20
0	16
1	31
0	322
3	15
4	296
0	56
0	57
0	6
0	6
0	0
0	0
0	0
0	0
0	0
0	3
43	3
0	0
0	0
2	0
0	0
0	0
0	0
3	0
0	0
2	0
0	7
0	9
0	3
0	9
0	10
0	7
0	7
0	0
1	0
0	15
0	0
0	23
20	24
0	15
0	16
0	0
0	9
0	2
1	23
0	0
0	0
6	0
1	0
0	0
0	0
0	73
2	73
2	73
0	6
0	8
0	10
2	70
10	0
795	620
1	555
30	126
1	126
0	36
0	55
4	24
1	0
11	1
29	310
0	310
203	716
18	715
443	141
1	296
4	155
4	95
0	55
0	229
0	156
3	54
0	46
0	46
0	1
0	46
0	46
0	1
0	1
0	1
0	1
0	46
0	1
0	0
0	1
0	1
0	0
0	0
0	56
0	52
0	294
0	121
0	308
20	720
0	98
0	30
0	288
0	17
0	357
1	353
0	620
0	571
0	207
0	309
0	211
1	158
0	320
3	440
0	185
0	50
0	35
0	21
0	148
1	122
18	51
0	94
0	18
0	1
7	4
0	1
0	1
0	15
0	4
1	14
0	0
373	43
0	40
0	13
5	0
8	3
17	352
0	351
0	352
0	352
0	325
0	348
11	348
0	319
3	323
0	351
3	335
0	335
0	353
0	300
0	301
0	278
3	13
2	160
0	87
11	156
4	21
0	16
1	84
0	37
2	8
18	6
0	46
0	476
8	477
6	450
8	450
0	450
0	459
0	441
0	426
3	31
2	62
2	1146
101	1315
0	1180
0	1120
2	1289
0	1146
0	1141
0	1135
0	1153
10	509
0	56
1	0
0	0
11	5
10	24
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	19
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
0	12
0	12
0	0
0	0
0	1
0	0
0	0
2	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
13	219
7	207
0	343
3	369
6	359
0	231
1	9
0	11
15	7
0	110
0	10
0	7
1	7
0	75
0	76
0	74
0	5
0	5
0	6
26	6
0	0
0	8
1	8
0	12
0	76
0	2
0	6
0	12
0	74
0	12
1	13
0	74
0	7
0	69
0	8
0	6
0	12
0	69
0	6
1	7
6	72
0	5
0	6
2	76
2	72
0	11
0	11
0	9
0	2
0	68
0	1
0	7
0	31
0	0
0	0
0	1
0	62
0	55
0	62
7	3
0	0
0	2
0	2
0	1
0	0
0	656
1585	2190
162	2153
7	2094
0	1590
4	1343
1	689
0	659
0	0
8	0
12	26
0	0
0	1
6	11
0	1
0	0
0	2
0	1
170	249
0	26
0	211
0	30
4	9
2	7
0	8
0	0
43	0
2	2197
0	2216
3	2080
0	2078
100	2078
0	2083
4	2076
0	2215
0	1053
9	11
0	0
1	26
0	0
0	0
3	1
0	0
0	0
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	0
0	0
0	38
0	0
0	40
0	0
0	0
1	167
0	174
0	246
25	251
0	173
0	181
0	181
0	125
0	83
0	61
0	83
0	64
0	57
0	66
0	93
7	13
0	26
0	9
0	5
0	5
0	2
3	483
3	730
4	826
30	828
0	787
0	685
0	781
0	779
0	781
7	758
0	780
0	780
0	780
0	780
0	774
0	510
0	624
1	150
1	39
0	67
0	12
0	43
0	14
0	85
0	87
0	82
0	73
0	73
0	0
610	105
1	78
9	43
4	0
0	0
1	0
4	2
0	3
0	3
0	0
0	3
52	1262
10	453
2	427
0	325
121	735
16	488
0	327
0	187
0	264
16	284
0	13
0	33
0	1
0	0
291	35
0	35
247	351
9	6
5	330
10	1552
0	179
3	159
33	149
3	26
25	2127
0	1036
247	3515
4	2246
0	297
8	742
1	479
0	76
16	497
0	331
0	232
1	4
0	0
0	0
0	4
0	0
0	0
3	3
5	0
3	379
93	302
25	368
40	595
6	203
3	346
1	301
4	286
0	208
2	238
4	150
0	181
10	19
0	115
0	79
0	19
1	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
7	0
1	0
4977	526
22	526
2	107
17	1
0	80
1	15
0	80
0	80
3	80
0	7
1	3
0	0
0	0
4	0
0	6
0	0
0	0
0	124
0	133
0	4
0	14
0	40
0	0
0	3754
64	1286
27	6860
0	5083
172	6766
37	1614
0	6237
0	4402
15	1454
3	4235
6	0
55	11
15	7
2	2
0	5
99	28
3	22
0	11
0	10
0	0
0	21
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	13
0	13
0	11
0	3
0	0
13	936
64	937
0	894
0	26
0	223
0	229
0	5
1	97
1	3
1	9
0	0
0	1
0	0
0	8
3	48
2	46
0	0
0	7
0	0
0	13
0	5
11	5
1	1
2	0
15	0
0	56
3	15
1	0
2	0
8	0
0	0
26	41360
426	32594
0	36395
0	38679
18	29085
1	7758
0	9408
0	7180
0	5338
1	4365
18	3684
0	2517
0	2198
49	2969
349	3324
2	28
0	0
2	0
3	0
0	43
1	12
0	0
0	1
0	3
0	5
0	7
0	4
0	4
0	0
0	0
2	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
69	18
0	0
1	3
2445	28
349	22
0	19
0	8
0	0
6	42
10	222
7	227
6	221
19	27
0	183
225	226
5	210
0	134
2	5
0	3
0	5
0	4
0	0
27	14
0	14
0	9
0	0
0	0
58	69
7	6
2	85
75	10
0	83
4	0
0	7
42	1058
0	1040
0	1050
0	2
0	452
0	462
4	10
1	14
0	0
0	0
187	0
3	676
1	673
5	452
0	659
0	677
0	3
0	0
3	3
0	0
498	106
1	95
7	55
0	49
0	12
7	0
28	169
642	867
0	841
13	652
1	74
10	1
62	300
1	649
197	721
7	40
3	39
4	2
0	0
0	0
2	63
1	3
1	3
76	2203
2	2592
0	2611
4	136
0	35
0	241
19	178
3	90
7	154
0	15
0	0
2	0
0	0
869	1691
0	1095
0	489
6	1095
0	1686
0	961
0	951
0	930
17	2
2	28
1	8
0	8
0	46
0	0
0	0
0	86
0	118
0	0
1	0
23	44
0	0
7	14
0	14
0	14
1	2175
38	76
3527	6679
2	943
0	1918
3	1241
4	2109
8	309
5	2560
2	831
0	4
1	110
0	53
0	150
0	156
0	30
74	228
0	30
59	205
6	100
1	116
11	28
1723	1789
2	969
725	1763
1	40
33	55
220	78
0	78
1	3
14	0
0	0
20	47
0	0
0	0
7	48
0	1
1	32
8	13
0	3
2	0
9	11
0	0
6	7
0	4
0	4
0	0
0	4
0	0
0	1546
0	7896
0	2660
8	2838
5	4107
1	1009
5	1933
7	2185
264	10985
2	3077
0	1805
1	5375
1	3096
0	2147
0	2560
0	2637
0	1517
0	2046
22	314
0	1118
0	913
0	854
0	618
0	310
0	297
0	125
0	128
0	850
24	2070
6	1182
0	276
7	157
1	130
0	386
23	416
0	194
42	221
0	212
31	2
0	0
5	0
0	0
2	148
89	177
0	50
0	11
0	27
1	11
1	5852
83	6135
356	1922
0	77
2	231
2	231
2	327
2	196
128	136
29	325
0	413
14	114
2	21
1	12
3	1324
1316	1394
6	212
1	230
11	159
6	70
0	11
1	1
0	1
0	0
1	0
0	0
1	0
0	0
1624	389
3	288
10	65
54	46
4	7
0	0
0	0
32	16
0	0
1	14
0	3
0	1
5	9
1	22
0	22
0	1
0	1
0	1
0	0
0	481
0	137
0	777
0	762
0	228
1	198
0	489
6	127
14	91
27	46
0	19
0	34
0	925
1	932
0	773
0	557
1	481
1	292
13	335
27	265
25	111
54	12
3	1772
1	872
0	833
125	38
16	2270
0	1193
7	2070
1	1541
0	925
0	1418
0	868
0	1095
0	328
12	249
0	31
3	3
0	31
0	25
0	18
0	57
0	27
0	3
1	962
0	904
0	908
0	934
0	284
0	270
0	295
0	285
0	236
0	222
3	121
0	88
0	74
6	299
0	267
17	35
0	35
0	16
5	0
2	3060
0	3279
104	323
148	1931
5	1666
0	741
4	724
22	828
75	90
52	155
0	13
0	2
0	43
0	43
2	15
0	4
565	0
0	0
0	18
0	18
0	19
14	2
1	18
7	18
0	2
0	0
107	142
0	142
13	112
0	973
13	406
2174	3226
0	505
2	712
2	214
0	514
0	102
5	1801
0	0
0	6024
0	6022
0	6062
41	1378
5	6093
5	2841
0	228
0	210
0	253
0	6010
0	6105
0	5918
20	902
2	5542
0	5652
0	6009
0	66
6	6142
0	36
0	183
0	6064
0	6129
0	6198
0	6138
0	6139
0	6101
0	196
2	5767
0	284
6	5177
54	4907
2	3410
0	3045
0	0
20	1413
700	2463
310	2280
14	1868
29	410
56	866
5	412
1	0
1	1
0	0
0	20
0	20
0	5
0	20
0	19
0	0
2	0
0	0
0	0
1	689
0	6
9	686
0	7
0	0
0	0
0	0
4	1599
0	1601
1	11
0	14
0	1020
0	512
20	397
42	149
1	22
0	18
0	258
0	252
0	146
0	3
0	4
0	4
9	139
1	5
1	25
2	3
0	3
0	0
34	10
0	5
4	5
3	0
0	0
0	0
0	0
0	0
0	0
0	12
0	12
7	23
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	49
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	24
0	24
0	0
0	0
0	0
0	0
0	18
0	0
0	0
0	0
0	0
0	24
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	488
1	490
0	7
0	485
8	98
0	64
0	239
0	192
1	59
0	133
0	76
0	0
0	0
0	0
0	3
1	237
0	1652
17	1540
0	84
0	13
0	8
0	1633
0	1588
19	12
0	47
0	36
0	35
3	6
0	0
0	91
0	91
10	87
0	24
1	263
0	7
0	264
0	24
0	0
0	0
0	0
0	3
0	1
0	4
0	4
0	4
0	2
0	3
0	0
4	0
0	88
0	88
0	59
11	12
0	3
38	11
0	107
0	85
0	10
0	99
0	108
0	97
0	1
0	1
0	0
4	0
0	34
0	35
0	5
0	27
0	3
0	9
0	7
0	0
0	3
1	0
0	7
0	3
0	12
6	6
0	5
0	13
0	0
0	0
0	10
0	2
0	1
0	1
0	1
1	14
0	0
1	25
0	16
30	3
0	3
0	17
0	17
0	2
0	2
0	0
0	3
0	4
0	3
0	0
0	0
0	0
22	662
0	752
1	523
1	627
0	126
0	310
0	230
1	210
0	140
0	62
2	25
4	317
2	1101
0	1141
3	344
0	1140
0	222
0	15
0	12
1	58
0	82
0	0
0	0
27	7
9	25
7	1
0	0
0	0
428	49
4	3
0	0
0	31
0	2
2	0
0	25
0	0
1	1038
1	1031
0	11
0	1007
1	259
2	11
1	10
26	9
156	29
1	10
2	17
2	2
0	0
0	0
0	110
0	111
0	112
0	88
1	3102
0	90
0	110
3	213
0	219
9	3107
16	364
101	805
5	1399
2	65
9	238
0	269
0	653
51	158
136	9
0	138
595	153
0	20
0	49
0	45
14	24
0	0
2	406
0	473
0	1806
3	1522
3	1773
1	329
16	12
3	127
5	85
3	76
0	43
14	269
0	151
17	63
8	377
0	226
1	0
0	0
0	0
0	0
18	3
0	1
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	10
0	0
0	10
0	0
0	5
0	10
0	4
12	6
0	32
0	31
0	32
0	32
0	37
0	36
0	31
0	9
0	32
0	32
0	24
0	34
0	27
0	30
0	3
0	4
26	17
0	16
2610	740
17	57
0	341
0	342
87	13
55	13
0	46
0	1042
42	1042
6	325
0	160
6	77
0	102
1	2
0	2
2	2
92	3
82	0
0	0
1	5
1547	844
20	547
0	545
82	328
8	17
0	535
11	2444
0	223
0	2465
0	35
0	241
0	502
11	2422
6	356
6	58
0	1
0	668
0	1
0	2
0	0
0	0
2	1332
2	2380
6	8781
314	81
11	8000
1	1232
1	796
1	6298
6	2297
221	8128
0	1306
93	363
53	75
198	102
0	20
5	17
9	6
0	1
0	1
0	39
10	42
1	102
0	61
1	4
0	0
1	0
440	3348
0	2184
12	1939
20	99
7	315
128	193
159	122
0	0
2	273
0	279
52	297
146	369
14	33
9	73
35	81
0	67
9	125
0	15
0	0
0	267
1	0
2	0
1	0
0	2
0	15
4	2
53	33
0	29
0	20
0	7
0	0
97	19
0	6
0	12
0	4
1	20
0	3
1	1
2	3
0	2
1	123
0	121
1	109
0	128
1	9
0	0
0	0
0	0
0	0
0	0
3	5
0	4
0	8
0	1
0	4
0	8
0	4
0	1
0	2
0	0
0	172
8	152
0	134
0	150
82	184
3	128
0	140
0	73
12	0
5	2261
43	2451
64	2014
10	415
34	315
5	272
0	36
1	0
0	176
0	239
0	239
1	141
0	88
0	24
12	28
0	14
0	5
0	10
0	8
0	5
0	5
0	3
0	0
401	1858
2	408
2	407
0	1007
0	1022
7	746
5	754
22	242
6	29
0	29
0	27
0	0
4	0
0	0
0	0
2	1
0	1
0	0
0	0
4	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	125
827	459
1	146
0	188
0	55
0	42
0	0
4	55
1	51
0	43
0	3
0	0
4	27
0	0
0	0
0	0
0	0
0	6
0	6
0	0
4	0
1	56
0	12
3	51
6	3
36	0
0	0
0	0
5	0
0	0
0	0
13	4
0	4
0	4
0	0
1	1671
10	3167
1	2854
1	1589
2	117
6	269
0	0
0	0
50	4
0	4
0	4
52	300
23	766
946	4525
115	2535
133	543
0	311
1	19
0	437
4	60
4	120
8	47
121	308
2	943
0	1404
1	67
5	11
7	547
0	1
11	16
106	4321
27	1205
11	4228
0	3974
12	624
1	287
0	165
0	692
4	105
7	304
15	88
0	120
2	28
1137	284
39	53
20	205
10	0
17	4
0	4
0	3
2	1
9	2
31	0
20	65
0	55
0	20
0	10
8	11
0	0
13	962
12	956
0	694
2	744
0	739
32	67
6	7082
29	5694
0	6455
22	1621
170	6034
0	5400
1	4598
5	5563
0	5155
0	5761
0	2895
0	2473
0	1738
1	1418
544	342
11	0
0	1952
12	1917
42	2511
76	332
19	37
0	194
4	2184
2	2060
77	1347
19	6
0	1693
0	0
0	0
0	59
0	4
0	6
0	4
0	60
0	4
0	60
0	60
0	4
0	60
0	4
0	60
0	6
0	60
0	739
0	604
0	6
6	154
0	0
0	77
0	120
0	77
0	0
0	24
0	9
2	0
0	6
0	0
0	0
249	3
3	1
9	0
0	0
0	0
0	5
0	5
0	4
0	5
0	3
0	0
0	10
0	9
1	2
1	5
0	6
0	0
0	10
0	5
1	0
0	0
0	0
4	0
0	4
0	4
0	4
1	4
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11	4
0	0
0	0
0	0
0	0
0	0
4	2
0	0
0	0
0	1
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
30	3
1	3
2928	0
0	0
3	0
0	7
4	7
24	365
11	361
0	333
0	0
125	1123
158	13652
0	13552
10	404
0	1493
116	747
0	7
0	35
2	36
0	47
0	50
0	48
0	9
0	11
1	0
0	0
0	18
0	18
0	18
0	0
0	0
0	0
0	0
0	0
21	4324
0	4295
760	3951
2	332
18	136
0	549
24	665
0	236
252	432
7	434
8	133
0	18
0	116
0	3
0	1336
0	1580
0	1585
0	1585
2	1580
51	1610
0	1452
4	546
0	1351
13	69
1	4
3	307
0	307
0	106
2	83
0	40
19	17
22	0
0	0
0	0
28	0
3	1
6	0
2	1
1	11179
0	11180
7	5508
182	8367
5	398
2	4486
6	4881
49	3325
0	268
0	634
4	562
0	324
4	200
3	192
1	0
18	55
1	55
0	20
0	0
0	0
0	0
2	42
0	7
0	0
0	192
0	4
0	469
7	487
17	40
1	38
2	437
2	41
1	178
2	22
0	155
0	104
0	64
0	0
0	92
4	613
0	531
0	504
0	513
0	147
5	306
0	0
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	0
0	0
0	0
0	0
0	0
0	0
3	534
0	487
152	277
0	28
2	433
97	42
2	4
2	69
0	36
0	22
41	162
0	48
9	20
0	18
1	7
0	0
7	806
0	246
26	432
2639	2327
59	1240
0	49
0	322
78	419
2	54
2	83
101	46
11	64
9	105
25	34
14	17
0	37
1	39
85	18
2	796
0	0
0	0
0	10
0	3
1	3
0	1
1	71
0	68
0	0
0	0
4	6
0	0
0	0
0	0
0	0
0	5
0	5
0	13
0	4
0	5
0	6
0	360
2	278
0	403
0	394
0	95
0	119
0	186
9	378
1	21
0	373
40	97
67	74
0	5229
3	5108
19	5155
12	1752
7	2117
3	5334
0	1096
1	880
117	2080
0	1470
11	2768
46	354
0	52
21	7
0	0
6	3
1	3
0	3
2	0
0	0
3	298
0	0
0	479
0	3459
0	3436
0	3221
0	524
0	2
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	12
1	59
0	57
0	45
7	49
0	7
1	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
2	917
0	964
8	942
1	14
0	260
294	332
0	24
1	0
0	0
2	5268
4	5268
49	2357
48	2112
2	457
0	0
1	0
0	0
25	0
1	1
2	453
0	325
0	295
31	393
0	451
0	9
4	21
9	1
0	771
