UniqueCount	AmbigCount
0	16
0	5
5	825
0	0
0	4
0	7
0	2
0	2
0	2
0	0
0	0
0	0
0	3
4	75
0	14
2	9
0	20
0	6
0	33
120	35
20	215
2	27
0	22
104	71
0	44
6	281
12	31
0	14
15	43
1	2
4	4
0	5
11	932
0	485
0	554
0	503
0	438
0	225
51	120
8	6
0	145
0	12
0	0
0	13
0	3
0	5
0	7
0	11
4	39
15	44
0	12
0	7
19	4
0	196
0	108
0	113
3	145
0	107
4	82
3	56
0	98
0	90
6	23
0	27
0	18
5	35
2	55
0	78
2	58
0	0
0	2
0	25
51	273
0	14
0	3
0	16
0	16
0	46
21	19
0	21
0	13
2	68
0	16
0	1
1	9
0	35
0	10
0	9
0	2
0	0
19	6467
1655	8880
22	14646
0	46
25	12829
4	182
6334	20697
19	13670
0	0
1	2
0	26
188	1508
0	40
0	0
7	4
0	12
0	16
0	16
0	11
0	16
0	47
0	44
0	16
0	16
0	33
0	16
0	16
0	16
0	11
0	43
0	43
15	10
0	4
1	4
0	8
0	1
8	1
0	2
0	2
0	2
0	2
0	2
0	3
0	2
4	25
0	4
5	4
0	32
2	8
0	6
4	6
2	21
0	28
183	687
23	239
0	903
19	33
5	731
2	95
0	736
3	188
0	401
0	53
0	94
0	57
0	103
1	495
0	497
0	15
0	104
1	489
2	54
0	424
0	53
0	31
0	172
0	49
3	46
29	17
6	6
9	6
0	14
0	6
0	12
0	16
0	0
2	1
7	2
0	2
6	6
0	6
0	1
0	229
0	229
0	1
0	229
0	1
0	1
0	1
0	1
0	1
0	228
1	0
0	0
0	0
0	0
0	0
363	5229
59	1535
70	5051
0	0
21	842
358	51
19	96
2	91
2	7
7	26
5	0
0	1
0	0
0	0
0	0
0	0
0	1
0	1
0	1
18	0
0	3
0	3
0	3
0	2
1	1045
0	724
281	1038
0	10
7	0
0	561
0	547
0	543
0	557
0	0
1	8
2	3
0	1
0	15
40	403
0	19
2	35
0	27
0	20
0	0
0	7
0	15
0	0
0	1
4	507
1	476
2	525
0	523
60	377
0	503
30	480
0	49
1	322
1	178
0	110
0	112
0	52
3	49
0	41
0	33
0	12
5	13
1	5
21	5
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	177
0	177
0	176
0	177
2	32
0	27
0	78
0	52
243	0
0	2
4	2
0	2
0	0
0	0
10	0
1	186
0	190
0	185
0	120
0	100
0	79
0	73
11	28
0	44
0	29
0	3
0	7
0	10
0	6
9	8
1	0
0	2
1	4
18	4
1	1
2	0
5	1
1	134
1	73
1	131
0	130
0	6
0	129
0	1
4	29
27	136
1	120
2	57
0	28
0	0
0	4
0	7
0	1
1	15
0	9
62	38
0	20
0	2
0	0
16	115
0	16
0	8
0	30
10	89
6	2282
0	3543
0	3540
0	2711
4	1586
3	927
2	3186
0	3584
0	2709
41	2397
80	1915
10	2609
0	3508
3	2756
0	2412
0	2605
0	2940
0	885
4	508
1	521
0	1986
0	527
0	684
0	540
4	257
0	457
2	734
0	60
1	167
19	880
0	522
0	435
0	704
4	678
1	663
3	38
0	31
0	324
0	524
5	562
87	361
0	366
0	284
0	205
1	180
1	207
0	166
0	61
0	37
0	6
0	0
11	0
0	21
80	21
0	4
4	0
0	93
0	96
0	91
0	4
0	1
0	2
0	0
1	4
0	0
0	13
0	13
0	13
0	13
7	13
0	2
0	2
0	0
0	0
0	0
0	1196
81	1193
0	1188
3	1175
8	145
0	9
0	0
0	3041
6	3042
2	2774
76	2204
65	4689
2	3444
0	2505
5	3322
0	3895
1	1128
1	1158
0	378
5	231
1	301
6	242
0	653
68	16
0	139
0	4
0	24
0	1034
4	945
6	961
0	1038
0	40
0	24
0	935
48	975
0	324
527	1303
1	934
104	1101
38	149
129	406
2	133
0	22
34	133
0	13
0	14
0	14
0	1
0	3
0	0
10	2
0	2
2	2
0	2
4	4
0	0
0	12
18	12
0	0
20	74
0	1
0	2
2	435
0	342
43	430
6	44
18	317
78	235
1	4
0	2
0	387
10	295
0	388
0	335
4	382
1	13
0	47
1	88
0	0
0	0
0	0
399	1692
55	1406
3	322
391	87
0	13
16	16
0	0
107	0
20	0
52	1
3	22
0	20
0	21
0	21
0	21
0	21
0	21
13	60
0	1
0	18
0	1
0	18
0	58
0	10
0	1
0	20
0	14
0	0
0	19
0	15
0	0
0	0
0	18
0	1
1	1
0	1
0	4
0	10
0	8
0	4
0	3
0	4
0	0
0	8
0	3
0	7
0	7
0	4
0	4
0	5
0	4
0	6
1	1618
1	1616
1	1467
1	1354
0	1259
0	1033
0	1032
0	1033
0	797
0	81
