"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","ensembl_gene_id","entrezgene_id","threshold_OE","genelabels"
"1",1.54408549062072e-21,0.841784944509597,0.162,0.066,4.03454097844287e-17,"NNAT","ENSG00000053438",4826,TRUE,"NNAT"
"2",0.0229501083763839,-0.506352817038574,0.092,0.111,1,"NEUROG1","ENSG00000181965",4762,FALSE,""
"3",2.55917148690958e-06,0.287771083624329,0.791,0.774,0.0668685917814604,"BNIP3","ENSG00000176171",664,FALSE,""
"4",3.49014655711763e-19,-0.287447722681335,0.479,0.596,9.11940393909266e-15,"PMEPA1","ENSG00000124225",56937,FALSE,""
"5",2.94064505107057e-07,0.269808540946848,0.472,0.416,0.00768361145394229,"PAPPA","ENSG00000182752",5069,FALSE,""
"6",9.80054928876739e-06,0.252087916871424,0.864,0.838,0.256078552366203,"NEFM","ENSG00000104722",4741,FALSE,""
"7",1.00142224013229e-10,-0.251171359226806,0.373,0.458,2.61661617124166e-06,"FOS","ENSG00000170345",2353,FALSE,""
"8",5.29375571366264e-09,-0.241623704885839,0.366,0.445,0.000138320543042291,"MAB21L1","ENSG00000180660",4081,FALSE,""
"9",6.26977321163616e-06,0.241590952219905,0.246,0.196,0.163822904246841,"ANXA2","ENSG00000182718",302,FALSE,""
"10",0.000412993502517351,-0.224108453152908,0.102,0.137,1,"HES5","ENSG00000273529",388585,FALSE,""
"11",7.14374164501452e-06,0.218512378983408,0.923,0.922,0.186658825442584,"ENO1","ENSG00000074800",2023,FALSE,""
"12",0.000772220130106117,-0.218385500338328,0.289,0.331,1,"SCG2","ENSG00000171951",7857,FALSE,""
"13",4.20213112735651e-05,0.211782783418889,0.888,0.873,1,"IGFBP2","ENSG00000115457",3485,FALSE,""
"14",0.00301353736648614,0.204160755121985,0.392,0.36,1,"NR2F2","ENSG00000185551",7026,FALSE,""
"15",1.30940129410158e-08,0.199495902534614,0.785,0.727,0.000342133464135801,"NR2F1","ENSG00000175745",7025,FALSE,""
"16",9.65821297464553e-09,0.192590224794162,0.972,0.971,0.000252359446814513,"MIAT","ENSG00000225783",440823,FALSE,""
"17",0.000299759322231764,0.192331551107286,0.863,0.865,1,"PGK1","ENSG00000102144",5230,FALSE,""
"18",0.00737347596603793,0.179034402582884,0.11,0.086,1,"LHX1","ENSG00000274577",3975,FALSE,""
"19",4.62510418161467e-12,-0.177995131393293,0.31,0.413,1.2084934716141e-07,"PTPRN2","ENSG00000282185",5799,FALSE,""
"20",4.42647550882018e-05,-0.176678651788052,0.636,0.672,1,"CADM1","ENSG00000182985",23705,FALSE,""
"21",0.000319226397667837,0.173381183155072,0.854,0.847,1,"SYT1","ENSG00000067715",6857,FALSE,""
"22",4.07649361767663e-07,0.172945196573805,0.416,0.352,0.0106514701736273,"AC010247.2",NA,NA,FALSE,""
"23",0.0227206228733154,-0.169929142221277,0.149,0.175,1,"LHX9","ENSG00000143355",56956,FALSE,""
