"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","ensembl_gene_id","entrezgene_id","threshold_OE","genelabels"
"1",1.5790340086693e-19,-0.410510273256347,0.216,0.398,4.12585796125201e-15,"HIST1H1A",NA,NA,FALSE,""
"2",0.18719653321556,0.403912539493791,0.265,0.239,1,"NEFM","ENSG00000104722",4741,FALSE,""
"3",2.01061249730171e-14,-0.365330817102793,0.92,0.929,5.25352939419964e-10,"FGFBP3","ENSG00000174721",143282,FALSE,""
"4",1.54183159042945e-18,0.353191447994894,0.143,0.03,4.02865176263311e-14,"NNAT","ENSG00000053438",4826,FALSE,""
"5",0.00269038398888618,0.294726499827537,0.706,0.687,1,"HIST1H1D",NA,NA,FALSE,""
"6",1.45133664156888e-15,-0.29018388150427,0.48,0.64,3.79219751075533e-11,"PTPRN2","ENSG00000282185",5799,FALSE,""
"7",5.97667571427993e-08,0.276205477881691,0.653,0.563,0.0015616455973842,"BNIP3","ENSG00000176171",664,FALSE,""
"8",3.24091452218245e-12,-0.262828649339264,0.722,0.883,8.46818555501053e-08,"RPS4Y1","ENSG00000129824",6192,FALSE,""
"9",1.88426300065493e-15,-0.25592161013706,0.35,0.517,4.92339079441128e-11,"EDNRB","ENSG00000136160",1910,FALSE,""
"10",1.53520994181827e-06,0.241691236432517,0.407,0.321,0.0401135005697697,"PLP1","ENSG00000123560",5354,FALSE,""
"11",4.78746203391124e-13,-0.234174558743441,0.999,1,1.25091595484067e-08,"VIM","ENSG00000026025",7431,FALSE,""
"12",1.82710552500614e-08,0.225982633135917,0.77,0.674,0.000477404402628855,"ID1","ENSG00000125968",3397,FALSE,""
"13",0.000148146331649051,0.220992634250152,0.396,0.326,1,"SFRP1","ENSG00000104332",6422,FALSE,""
"14",0.0225569488384278,0.209809507659439,0.645,0.605,1,"CRABP1","ENSG00000166426",1381,FALSE,""
"15",1.6433102289473e-12,-0.20458702540047,0.273,0.418,4.2938052972164e-08,"MEIS2","ENSG00000134138",4212,FALSE,""
"16",5.39250153035084e-07,0.19777033071195,0.997,0.999,0.0140900672486537,"IGFBP2","ENSG00000115457",3485,FALSE,""
"17",3.11048659359683e-20,-0.197704455127345,0.319,0.518,8.12739042040917e-16,"CSAG1","ENSG00000198930",158511,FALSE,""
"18",3.84326843722423e-09,0.193363317285491,0.733,0.642,0.000100420760996232,"VCL","ENSG00000035403",7414,FALSE,""
"19",3.50522833324321e-05,-0.190199537044937,0.436,0.522,0.915881111193118,"PCDH8","ENSG00000136099",5100,FALSE,""
"20",8.88732844868421e-05,0.189177001495305,0.9,0.928,1,"NR2F1","ENSG00000175745",7025,FALSE,""
"21",5.61320701546171e-06,-0.187875738076199,0.963,0.983,0.146667486106999,"CKS2","ENSG00000123975",1164,FALSE,""
"22",3.02089307921223e-05,-0.182081233860032,0.345,0.417,0.789329152667365,"RMRP","ENSG00000269900",6023,FALSE,""
"23",1.48696177474975e-11,0.181954518420783,0.995,0.996,3.88528242124363e-07,"TPI1","ENSG00000111669",7167,FALSE,""
"24",2.41152421254681e-05,0.177493616278788,0.997,0.998,0.630107161496356,"ENO1","ENSG00000074800",2023,FALSE,""
"25",0.000202306717816781,0.176556274361137,0.707,0.654,1,"MIAT","ENSG00000225783",440823,FALSE,""
"26",0.0022403783998118,-0.175082822077316,0.748,0.788,1,"TLE1","ENSG00000196781",7088,FALSE,""
"27",6.23310492744895e-05,-0.173879576747996,0.898,0.926,1,"HMGCS1","ENSG00000112972",3157,FALSE,""
"28",0.0178219423634782,-0.173006024564177,0.829,0.848,1,"HES6","ENSG00000144485",55502,FALSE,""
"29",0.000677550131609921,0.167366215638387,0.711,0.663,1,"NEAT1","ENSG00000245532",283131,FALSE,""
"30",0.00011718341352722,-0.167290521946088,0.608,0.684,1,"CNTNAP2","ENSG00000278728",26047,FALSE,""
"31",2.86366186398665e-05,0.166519786406275,0.611,0.54,0.748246208441073,"ARID5B","ENSG00000150347",84159,FALSE,""
"32",4.93792983399953e-08,0.166289946956143,0.65,0.563,0.00129023168632574,"HM13","ENSG00000101294",81502,FALSE,""
