"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","ensembl_gene_id","entrezgene_id","threshold_OE","genelabels"
"1",1.27028667509771e-08,-1.01157284096511,0.307,0.567,0.00033191320533628,"PRPH","ENSG00000135406",5630,TRUE,"PRPH"
"2",2.7870844855938e-12,1.00934834272475,0.337,0.089,7.28237305240805e-08,"S100A6","ENSG00000197956",6277,TRUE,"S100A6"
"3",0.729077190745086,0.949473960626272,0.272,0.285,1,"CRABP1","ENSG00000166426",1381,FALSE,""
"4",0.090479135499764,0.824319342070113,0.416,0.381,1,"CENPF","ENSG00000117724",1063,FALSE,""
"5",1.39592440156739e-09,-0.807322700799859,0.347,0.577,3.64741086885542e-05,"HRK","ENSG00000135116",8739,TRUE,"HRK"
"6",0.0918547041499763,0.685214650901065,0.505,0.488,1,"HMGB2","ENSG00000164104",3148,FALSE,""
"7",0.00100451532731078,0.671062248589232,0.322,0.206,1,"PTTG1","ENSG00000164611",9232,FALSE,""
"8",0.0431012806258299,0.669588668899088,0.233,0.168,1,"TOP2A","ENSG00000131747",7153,FALSE,""
"9",0.0014640673693782,-0.653987708372771,0.871,0.863,1,"NEFM","ENSG00000104722",4741,FALSE,""
"10",1.20699355490041e-15,-0.645717233727246,0.396,0.739,3.15375345959928e-11,"EEF1A2","ENSG00000101210",1917,TRUE,"EEF1A2"
"11",7.36447665327752e-10,-0.635610851485676,0.703,0.832,1.92426410473488e-05,"PDE4DIP","ENSG00000178104",9659,TRUE,"PDE4DIP"
"12",1.30451820746383e-10,0.626025111227178,0.644,0.426,3.40857562428225e-06,"CXCR4","ENSG00000121966",7852,TRUE,"CXCR4"
"13",0.00105807976243411,-0.616424042146428,0.748,0.79,1,"NEFL","ENSG00000277586",4747,FALSE,""
"14",4.12290061588071e-10,-0.594658615277763,0.515,0.742,1.07727270192347e-05,"PEAK1","ENSG00000173517",79834,TRUE,"PEAK1"
"15",3.54904397287766e-10,-0.592126188556742,0.554,0.79,9.27329699673205e-06,"AKAP12","ENSG00000131016",9590,TRUE,"AKAP12"
"16",1.71466565165387e-07,0.587656067590593,0.604,0.43,0.0044802498812064,"NEUROG1","ENSG00000181965",4762,TRUE,"NEUROG1"
"17",0.0179029550349418,0.570530529589553,0.208,0.134,1,"UBE2C","ENSG00000175063",11065,FALSE,""
"18",3.05050331785347e-05,-0.554868340778753,0.406,0.567,0.797066011921934,"FGFBP3","ENSG00000174721",143282,FALSE,""
"19",2.13868809894769e-08,-0.546516433289651,0.208,0.436,0.000558817813374042,"SPOCK1","ENSG00000152377",6695,TRUE,"SPOCK1"
"20",5.33286987827095e-06,-0.527901331199126,0.644,0.777,0.139342557049342,"RTN1","ENSG00000139970",6252,FALSE,""
"21",4.14588674997688e-08,-0.489684127627072,0.881,0.973,0.00108327874890146,"GAP43","ENSG00000172020",2596,FALSE,""
"22",3.584662059319e-07,0.486810998725359,0.822,0.784,0.00936636349479461,"IRX2","ENSG00000170561",153572,FALSE,""
"23",3.09157809992071e-06,-0.485081440005896,0.574,0.77,0.0807798441728281,"ALCAM","ENSG00000170017",214,FALSE,""
"24",0.0212097956504954,0.483788992015356,0.307,0.241,1,"TPX2","ENSG00000088325",22974,FALSE,""
"25",2.25807877540101e-05,-0.476304430046822,0.51,0.708,0.590013403224531,"S100A10","ENSG00000197747",6281,FALSE,""
"26",1.91380615650921e-07,0.475948411774295,0.678,0.56,0.00500058410634291,"LIMA1","ENSG00000050405",51474,FALSE,""
"27",0.0205760207824908,0.467246123231995,0.168,0.1,1,"ASPM","ENSG00000066279",259266,FALSE,""
"28",5.07403036699995e-08,-0.465548750326598,0.668,0.863,0.00132579339459342,"PCSK1N","ENSG00000102109",27344,FALSE,""
"29",0.01302920691008,-0.464837224808283,0.114,0.196,1,"PAPPA2","ENSG00000116183",60676,FALSE,""
"30",2.63291884342909e-07,-0.46222449591763,0.49,0.732,0.00687955364599586,"GNAO1","ENSG00000087258",2775,FALSE,""
"31",2.75918409092181e-07,-0.459459239529235,0.866,0.959,0.00720947211116959,"PJA2","ENSG00000198961",9867,FALSE,""
"32",1.66091208721187e-06,-0.458928029304245,0.832,0.918,0.0433979719267591,"MYCBP2","ENSG00000005810",23077,FALSE,""
"33",0.00150916014685927,-0.446044206128232,0.347,0.481,1,"SCG2","ENSG00000171951",7857,FALSE,""
"34",1.12650571339246e-06,-0.444997040092739,0.545,0.718,0.0294344677852317,"MAPT","ENSG00000276155",4137,FALSE,""
"35",4.8781631519254e-05,-0.443886094669155,0.495,0.646,1,"NSG1","ENSG00000168824",27065,FALSE,""
"36",0.00422152719934086,-0.441238263348481,0.554,0.742,1,"NNAT","ENSG00000053438",4826,FALSE,""
"37",0.366274530188353,0.436586459852977,0.906,0.921,1,"HIST1H4C",NA,NA,FALSE,""
"38",1.41254798524179e-06,0.427507417746412,0.941,0.918,0.0369084663063828,"GNG5","ENSG00000174021",2787,FALSE,""
"39",6.39272163258207e-08,-0.425100804398161,0.525,0.715,0.00167035423537737,"NDRG4","ENSG00000103034",65009,FALSE,""
"40",9.00061442267781e-07,-0.423592522978138,0.827,0.918,0.0235177054250149,"TUBB2A","ENSG00000137267",7280,FALSE,""
"41",0.000236054737728654,0.419628654701132,0.738,0.698,1,"S100A11","ENSG00000163191",6282,FALSE,""
"42",9.36468236792306e-07,-0.415295445687269,0.723,0.852,0.0244689785591462,"DPYSL3","ENSG00000113657",1809,FALSE,""
"43",0.10637467328902,0.414380861904723,0.183,0.137,1,"NUSAP1","ENSG00000137804",51203,FALSE,""
"44",6.69168480167526e-07,-0.411850023947988,0.668,0.838,0.0174847032182973,"MAP1LC3A","ENSG00000101460",84557,FALSE,""
"45",0.00354160201128697,0.407919322153517,0.183,0.093,1,"MKI67","ENSG00000148773",4288,FALSE,""
"46",2.56727159591706e-07,0.407031554940435,0.896,0.873,0.0067080239529717,"NR2F6","ENSG00000160113",2063,FALSE,""
"47",5.27160525607942e-09,-0.40350015732007,0.446,0.704,0.000137741773736099,"HIVEP3","ENSG00000127124",59269,FALSE,""
"48",0.0136258321987678,0.402364084255383,0.55,0.485,1,"CKS1B","ENSG00000173207",1163,FALSE,""
