"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","ensembl_gene_id","entrezgene_id","threshold_OE","genelabels"
"1",4.00271364280705e-43,0.648008265611123,0.232,0.081,1.04586904772905e-38,"IGFBP7","ENSG00000163453",3490,TRUE,"IGFBP7"
"2",1.01742946378593e-35,0.532062305529857,0.935,0.896,2.65844144592626e-31,"DCN","ENSG00000011465",1634,TRUE,"DCN"
"3",2.58394637609435e-18,0.475115724974089,0.446,0.323,6.75159348609693e-14,"IGFBP5","ENSG00000115461",3488,FALSE,""
"4",6.90114986923506e-61,0.470689379321052,0.48,0.254,1.80320144933243e-56,"ARHGAP29","ENSG00000137962",9411,FALSE,""
"5",1.31208585314395e-18,0.448309720676499,0.686,0.564,3.42834912567983e-14,"LGALS1","ENSG00000100097",3956,FALSE,""
"6",6.09995331175201e-23,0.441225586913298,0.762,0.644,1.59385680082768e-18,"FN1","ENSG00000115414",2335,FALSE,""
"7",4.59882007408046e-43,-0.431721905068353,0.776,0.896,1.20162569715648e-38,"CRABP1","ENSG00000166426",1381,FALSE,""
"8",5.61627025502109e-13,0.421504301780913,0.917,0.879,1.46747525493446e-08,"PTN","ENSG00000105894",5764,FALSE,""
"9",4.1274587761082e-08,0.398066198216836,0.242,0.176,0.00107846370360931,"POSTN","ENSG00000133110",10631,FALSE,""
"10",1.06100405721167e-21,0.394386501943196,0.613,0.496,2.77229750108837e-17,"TNC","ENSG00000041982",3371,FALSE,""
"11",1.13002094496642e-38,0.380531048747863,0.95,0.89,2.95263172710276e-34,"CSRP2","ENSG00000175183",1466,FALSE,""
"12",8.43588698926256e-29,0.377535469326302,0.779,0.663,2.20421291142441e-24,"COL4A1","ENSG00000187498",1282,FALSE,""
"13",5.75616310167902e-21,-0.357172217554315,0.878,0.916,1.50402785683771e-16,"JUN","ENSG00000177606",3725,FALSE,""
"14",0.000108529346765948,0.355636999743869,0.679,0.648,1,"CCL2","ENSG00000108691",6347,FALSE,""
"15",7.1734617638831e-13,0.339965410309167,0.149,0.08,1.87435382428501e-08,"SPARCL1","ENSG00000152583",8404,FALSE,""
"16",3.80471342971829e-13,0.333466451404594,0.955,0.934,9.94133572051092e-09,"LUM","ENSG00000139329",4060,FALSE,""
"17",1.71159916322131e-42,0.323866131689378,0.932,0.866,4.47223745358096e-38,"NR2F2","ENSG00000185551",7026,FALSE,""
"18",7.56741762744497e-21,0.318789134930296,0.809,0.732,1.9772905518751e-16,"TPM2","ENSG00000198467",7169,FALSE,""
"19",1.23723141935905e-17,0.318093365635583,0.628,0.523,3.23276197564325e-13,"NFKBIA","ENSG00000100906",4792,FALSE,""
"20",5.9328198153323e-26,-0.30830432113621,0.507,0.643,1.55018648954818e-21,"EGR1","ENSG00000120738",1958,FALSE,""
