"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","ensembl_gene_id","entrezgene_id","threshold_OE","genelabels"
"1",8.67720905959353e-32,-0.767975324577647,0.482,0.613,2.26726795518119e-27,"SYT4","ENSG00000132872",6860,TRUE,"SYT4"
"2",1.14047008579171e-31,0.67554124831923,0.392,0.25,2.97993428716515e-27,"NR2F2","ENSG00000185551",7026,TRUE,"NR2F2"
"3",1.04510538098586e-33,-0.625879423369074,0.276,0.439,2.73075584997796e-29,"SSTR2","ENSG00000180616",6752,TRUE,"SSTR2"
"4",1.33211141096542e-43,-0.616827815349694,0.336,0.529,3.48067390571155e-39,"MEIS2","ENSG00000134138",4212,TRUE,"MEIS2"
"5",8.92984892026117e-39,0.585066402563446,0.719,0.63,2.33328022437504e-34,"CRNDE","ENSG00000245694",101927480,TRUE,"CRNDE"
"6",1.27689336824635e-64,0.577193048508462,0.377,0.159,3.33639468189088e-60,"IRX3","ENSG00000177508",79191,TRUE,"IRX3"
"7",1.77745730995026e-21,-0.567586734320783,0.305,0.43,4.64431820516904e-17,"SFRP1","ENSG00000104332",6422,TRUE,"SFRP1"
"8",6.91288774170205e-35,-0.558121468351848,0.224,0.4,1.80626843802933e-30,"PHOX2B","ENSG00000109132",8929,TRUE,"PHOX2B"
"9",3.78071380399908e-23,0.550319470648355,0.791,0.753,9.87862709846921e-19,"BNIP3","ENSG00000176171",664,TRUE,"BNIP3"
"10",3.89137063088304e-34,0.54817667976399,0.863,0.847,1.01677623214343e-29,"PGK1","ENSG00000102144",5230,TRUE,"PGK1"
"11",1.59332297740079e-33,-0.548121728251621,0.201,0.356,4.16319360765051e-29,"LINC00682","ENSG00000245870",101927074,TRUE,"LINC00682"
"12",2.10090107677021e-08,-0.535740327181577,0.9,0.882,0.000548944442349289,"CRABP1","ENSG00000166426",1381,TRUE,"CRABP1"
"13",1.91944088282674e-33,0.52886367824626,0.799,0.73,5.01530708273798e-29,"POU2F2","ENSG00000028277",5452,TRUE,"POU2F2"
"14",5.97334636448915e-23,-0.524910667756314,0.773,0.816,1.56077567157737e-18,"IGFBPL1","ENSG00000137142",347252,TRUE,"IGFBPL1"
"15",1.53804105428325e-26,0.521465921847595,0.923,0.91,4.01874747073672e-22,"ENO1","ENSG00000074800",2023,TRUE,"ENO1"
"16",3.23138352012429e-16,-0.513742530181737,0.064,0.135,8.44328199973276e-12,"TTN","ENSG00000155657",7273,TRUE,"TTN"
"17",1.53168417144113e-16,0.497338605975363,0.944,0.914,4.00213757155853e-12,"CDKN1C","ENSG00000273707",1028,FALSE,""
"18",2.93186697301268e-75,0.494996894021192,0.434,0.181,7.66067521378484e-71,"CCDC144NL-AS1","ENSG00000233098",440416,FALSE,""
"19",9.74023274190913e-26,0.492437319894597,0.498,0.36,2.54502541313344e-21,"KLHL35","ENSG00000149243",283212,FALSE,""
"20",3.7280155523715e-25,0.480649697551032,0.525,0.411,9.74093183679149e-21,"RGMB","ENSG00000174136",285704,FALSE,""
"21",2.28317267963703e-19,-0.478326777518686,0.149,0.259,5.9657018946236e-15,"LHX9","ENSG00000143355",56956,FALSE,""
"22",5.56564212771699e-50,0.476805311945281,0.358,0.17,1.45424663155117e-45,"IRX5","ENSG00000176842",10265,FALSE,""
"23",8.97581035805395e-41,-0.460781588819967,0.062,0.194,2.34528948845592e-36,"ATOH1","ENSG00000172238",474,FALSE,""
"24",1.49061463139424e-25,-0.441466088249707,0.324,0.453,3.89482697037001e-21,"ONECUT3","ENSG00000205922",390874,FALSE,""
"25",3.59844503634869e-90,-0.420428462271517,1,1,9.4023770354755e-86,"MT-ND3","ENSG00000198840",4537,FALSE,""
"26",1.14676108195883e-107,0.419422706000721,0.236,0.009,2.99637203105023e-103,"CSAG1","ENSG00000198930",158511,FALSE,""
"27",2.93849957310742e-15,0.41645705808023,0.257,0.167,7.67800553457237e-11,"ROBO3","ENSG00000154134",64221,FALSE,""
"28",9.94553691775842e-09,-0.416452345661931,0.373,0.442,0.00025986693412411,"FOS","ENSG00000170345",2353,FALSE,""
"29",6.66744201116389e-20,0.410053301880953,0.5,0.4,1.74213592309701e-15,"SLC1A2","ENSG00000110436",6506,FALSE,""
