"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","ensembl_gene_id","entrezgene_id","threshold_OE","genelabels"
"1",3.83916585692106e-16,-0.602169743686321,0.281,0.42,1.0031356467549e-11,"TPBG","ENSG00000283085",7162,TRUE,"TPBG"
"2",9.92564003934028e-26,-0.533822399061582,0.77,0.846,2.59347048587922e-21,"ID1","ENSG00000125968",3397,TRUE,"ID1"
"3",1.99835788435099e-75,0.517434861176086,0.572,0.201,5.22150931602069e-71,"CCDC144NL-AS1","ENSG00000233098",440416,TRUE,"CCDC144NL-AS1"
"4",1.12289183097252e-27,0.511077174686397,0.443,0.253,2.93400406514809e-23,"FST","ENSG00000134363",10468,TRUE,"FST"
"5",1.95718477642885e-43,0.485660682253771,0.48,0.235,5.11392810233094e-39,"PTPRN2","ENSG00000282185",5799,FALSE,""
"6",2.08131861345815e-28,-0.470152932393215,0.711,0.845,5.4382774051048e-24,"NEAT1","ENSG00000245532",283131,FALSE,""
"7",3.72217835731769e-21,0.463581100971773,0.645,0.491,9.7256798298354e-17,"CRABP1","ENSG00000166426",1381,FALSE,""
"8",4.5491185463934e-08,-0.41089205542125,0.571,0.635,0.00118863918498713,"SAT1","ENSG00000130066",6303,FALSE,""
"9",1.30681726884463e-07,-0.404332389346021,0.361,0.453,0.00341458284176414,"MT2A","ENSG00000125148",4502,FALSE,""
"10",1.76195173629554e-35,0.402218700125439,0.717,0.517,4.60380369176662e-31,"IRX3","ENSG00000177508",79191,FALSE,""
"11",7.53578731388524e-16,0.394646208748604,0.9,0.89,1.96902586724507e-11,"NR2F1","ENSG00000175745",7025,FALSE,""
"12",5.20746772962376e-19,0.3828412848238,0.92,0.835,1.36065924307339e-14,"FGFBP3","ENSG00000174721",143282,FALSE,""
"13",1.13606224600304e-18,0.379546670717644,0.714,0.559,2.96841704258134e-14,"HES5","ENSG00000273529",388585,FALSE,""
"14",0.000188118239223205,-0.377271163725718,0.265,0.33,1,"NEFM","ENSG00000104722",4741,FALSE,""
"15",1.06026084518088e-15,-0.370259004052047,0.968,0.979,2.77035556237313e-11,"PEG10","ENSG00000242265",23089,FALSE,""
"16",6.74725828796904e-24,-0.369657508539662,0.045,0.175,1.76299111806343e-19,"ADGRL4","ENSG00000162618",64123,FALSE,""
"17",6.23473712940201e-08,0.361615051132726,0.653,0.581,0.00162907446454145,"BNIP3","ENSG00000176171",664,FALSE,""
"18",3.55958377717771e-34,0.3538837940073,0.517,0.289,9.30083645138763e-30,"SMOC1","ENSG00000198732",64093,FALSE,""
