UniqueCount	AmbigCount
0	15
0	6
2	648
0	0
0	8
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	2
1	67
0	28
2	14
0	29
0	11
0	29
95	50
12	86
0	5
0	8
89	57
0	46
8	281
27	36
0	8
15	70
0	6
2	13
0	6
9	738
0	525
0	564
0	514
0	376
0	195
68	90
1	3
0	122
0	8
0	5
0	8
0	2
0	5
2	2
0	19
4	57
23	41
0	18
0	15
26	9
0	107
0	57
0	74
3	61
0	60
2	54
1	50
0	63
0	62
13	15
0	18
0	17
5	42
2	69
0	72
0	65
0	1
0	2
0	38
16	88
0	5
0	0
0	31
0	15
2	74
3	20
0	26
0	9
1	55
0	19
0	1
0	17
0	27
0	17
0	16
0	4
0	2
38	8828
2021	12608
19	17488
0	59
38	13884
4	371
8977	27383
34	20400
0	1
1	2
2	30
81	884
0	43
0	2
5	13
0	23
0	17
0	17
0	17
0	16
0	32
0	32
0	16
0	15
0	36
0	15
0	16
0	16
0	17
0	29
0	32
7	14
0	0
0	0
0	9
0	0
6	0
0	2
0	2
0	5
0	2
0	2
0	1
0	3
10	32
3	16
8	16
0	17
7	4
0	3
1	7
3	21
0	24
89	457
32	214
2	637
9	31
5	489
0	60
0	477
0	133
0	293
0	46
0	65
0	60
0	82
1	353
0	332
0	22
0	85
2	344
1	61
0	288
0	59
0	25
1	155
0	58
0	45
41	30
8	11
9	15
1	22
0	10
0	15
0	24
0	0
0	0
19	2
0	2
1	4
0	3
0	1
0	268
0	268
0	0
0	268
0	2
0	2
0	2
0	2
0	2
0	268
0	5
0	0
0	0
0	0
0	0
347	4860
42	1406
79	4690
1	0
23	790
332	58
14	48
5	48
0	2
1	8
4	1
0	3
0	2
0	3
0	0
0	2
0	0
0	0
0	0
20	0
0	6
0	5
0	6
0	5
1	578
0	392
143	574
2	31
3	0
0	291
0	287
0	287
0	291
0	0
0	4
0	1
0	0
0	5
26	241
0	28
0	13
0	12
0	12
0	0
0	3
0	9
0	0
4	0
1	97
0	87
0	92
0	96
13	83
0	95
2	96
0	16
0	59
0	25
0	17
0	17
0	9
0	7
0	3
0	5
0	3
0	3
0	4
24	2
0	0
0	0
0	0
0	0
0	0
1	7
0	0
0	0
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	85
0	85
0	85
0	85
4	27
0	23
0	29
0	27
218	0
0	4
0	4
0	4
0	0
0	0
4	1
0	136
0	139
0	135
0	96
0	83
0	64
0	60
9	21
0	38
0	20
0	2
0	11
0	11
0	9
3	10
5	4
0	4
1	5
18	3
2	1
1	1
2	0
0	10
1	5
3	10
0	10
0	1
0	11
0	0
1	1
10	53
0	49
0	22
0	11
0	0
0	0
0	0
0	0
3	5
0	4
21	8
0	3
0	0
0	0
5	49
0	2
0	0
0	3
8	47
2	1640
0	2677
0	2678
0	1998
0	1341
0	764
2	2344
0	2726
0	1998
31	1738
33	1380
4	1909
0	2641
2	2034
0	1733
0	1929
0	2178
0	601
1	348
0	337
1	1524
0	363
0	456
0	355
1	222
0	323
0	573
0	43
0	162
14	774
1	508
0	390
0	632
1	645
0	632
0	32
1	19
0	265
0	489
1	440
38	262
0	344
0	315
0	217
0	197
0	204
0	202
0	66
0	45
2	9
0	0
4	0
0	2
16	2
0	0
2	0
0	73
1	73
0	67
0	4
0	4
0	4
0	1
0	0
0	0
0	9
0	9
0	9
0	6
11	9
0	3
0	3
0	2
0	0
0	0
0	285
7	284
0	281
1	279
0	37
0	5
1	0
0	2640
2	2582
2	2396
142	1986
47	3843
2	2929
1	2169
0	2717
0	3371
1	929
1	866
1	283
0	201
3	230
3	190
0	328
60	22
0	56
0	4
0	12
0	691
3	692
0	694
0	703
0	40
0	31
0	629
21	673
0	279
418	1462
0	1011
60	1215
32	177
100	468
2	154
0	14
57	104
0	9
0	9
0	9
0	2
0	0
