,Organoid_Num,Replicate,ID_Number,Day,DOX,ACTB,RPLP0,B2M,POL2A,POUF51,EOMES,SOX2,PAX6,SOX5,TBR1,BCL11B,GFAP1,GFAP2,RBFOX3,TUBB3,CDH5,OCLN,VWF,SLC2A1,PECAM1,MKI67,APAF1,ABCB1,BAX
0,1,1,1,25,0,23.9959761945608,20.8841311630267,26.431979840447198,28.0775611576893,34.6575786009175,38.1304836168417,27.5980334667692,28.7078589364265,29.157540797547004,38.7645779998973,38.9989959448045,38.587481949222,,28.5049639793898,23.0223109283282,35.2747579168355,31.8057064255854,35.8202372673246,31.555185704491603,36.5615423254164,27.8868345690013,28.4615506559621,37.4920965773029,28.3700028521124
1,1,2,1,25,0,24.4152704473176,20.8595363515667,26.461202571305105,27.9283019106856,33.883572714467896,37.1495177698911,27.3714205492294,28.749130326860104,28.9758062656069,,37.854757661348295,,,28.642657971978,23.1016050706246,35.0942108581429,31.7472143520467,35.0180871635415,31.876873211667103,36.222486703463,27.9518463792094,28.600237290153302,36.154872598881894,28.4052710112303
2,2,1,2,25,0,23.579827069770797,20.175534574522104,25.452495313333202,27.678347443081602,33.3213206604842,39.2609211936949,27.0629908356702,28.7328889792365,28.170331011466303,,34.5630305199993,38.9821197751731,,28.1495903788588,22.2430967790644,32.962460687976304,31.1048681277037,33.4107218506126,30.5210259265353,34.7940775491032,26.775157959878303,27.5269797470758,35.8388594362784,27.618393467110895
3,2,2,2,25,0,24.1367503891148,20.4211823096971,25.776065563362103,28.3472175985427,33.4747158466713,38.3682513412044,27.7466325259083,28.8595195029277,28.2056517941173,,35.489711234039895,,,28.464218493090502,22.829246312262697,32.7425810493872,31.1233839934375,34.9167684353313,31.4495687076723,34.6888409771348,27.7587491540136,27.586366000285896,35.91520842129329,28.356973004906603
4,3,1,3,25,0,23.7008559024658,20.0761845887067,25.4205653435743,27.091537652495603,32.529665315636805,37.5069081305189,27.0057519433872,28.407884195055498,28.237182168461104,,34.2314049793079,37.8093789864027,,27.9287978413787,22.4396339801785,33.5083906492694,31.0975302487371,34.1868894201618,30.420068674116003,33.5310449067341,26.6519499725471,27.4211098394211,39.9591132467043,27.1752737775995
5,3,2,3,25,0,23.7850999420857,20.0309643564229,25.170778175455,26.722614657648602,31.885980900690697,37.3689310455732,26.6766611924341,28.293367498982303,27.8348295660146,38.245576597374296,34.095935839188,,,27.6349899648198,22.4033302324127,33.6032075384705,31.298043081689602,34.2831109818597,30.1811893469633,33.9134989245648,26.471182205551894,27.3942116314413,34.8584934005612,26.7456116828008
6,4,1,5,25,1,22.692509807217803,19.1962770766672,24.0281129166784,26.1990395410429,31.2283129640725,36.9614272506045,26.0344251983671,30.0541082632283,27.604029995626302,,33.1769454322893,40.466404942754295,,27.044049314349298,21.035319618721303,27.895008276477604,30.966071393991104,31.3577028442248,28.8997714636094,32.004025831279804,26.2673705104744,26.6061102573242,34.5871631232344,26.342890369106698
7,4,2,5,25,1,22.8834776070055,19.5271273225639,24.212082506409697,26.1544830572508,31.5284966900875,37.01309215394279,26.2199580487854,30.060197035852198,27.771371789134196,,33.439781536348,,,27.3430599786584,21.0727415952076,28.014515009625896,30.4917855982976,31.6595436559793,29.511819204611697,31.959152745535498,26.4863524201507,26.779022095459197,33.9015402526094,26.756258236887497
8,5,1,7,25,1,24.0786786187017,20.7802910204754,25.4769190765597,27.970411522575997,35.660346107582996,,27.898281984563,32.3989849466231,29.036197374216105,,35.5008858676773,,,28.850940631496,22.9429165932028,30.134546466124,31.8910119094063,33.775084830279695,32.005825571106804,35.180785555249,27.1736568462524,28.0133770804033,36.35141721470121,28.030859131469697
9,5,2,7,25,1,24.2041936777907,20.664728398199998,25.2895242193792,27.5802020653992,35.1089745162465,,27.6277985787237,32.3200484484602,28.5628621917479,,35.285424514032,,,28.738369880531202,22.9836220306428,30.0562625232495,31.9547969492657,33.607689787316495,31.4808935259061,36.105229258835,27.1566523714003,27.898268759159304,38.204366344643,28.3479949432276
10,6,1,8,25,1,22.856172701429898,20.0573093973323,25.226531112456797,26.542986637618498,32.4977707162852,,27.0614480728132,31.1054473375182,27.8737033856681,,33.894143156229894,41.616430196439794,,27.774061942870897,21.8355718665523,29.393397010160697,31.1075940654454,32.861711933734696,30.0156136553145,33.3659683668339,26.3867343328803,27.1326300148385,34.2607146765479,27.791506311676503
11,6,2,8,25,1,23.5380239825281,20.3904993034608,25.587373001129603,26.919908083497898,33.0524440086691,39.9871457032559,27.4677055503541,31.3362784926822,28.0996586474719,,35.9647499781645,,,28.1482096611968,22.187111136718503,29.4603603934899,31.544833564290105,32.6703686252285,30.5037393262897,33.4113074632972,27.066823162023695,27.293256045914397,35.2609998966495,27.899376616800698
12,7,1,1,25,0,24.194329513786897,21.2696837094227,26.4288822856115,28.2556924470384,33.104679114404,36.759948317878,27.267337045004002,30.7638274971601,29.254294231005602,,36.468156889105,,,28.5843329310068,22.8816668190402,38.1504775866064,32.0743041086202,34.4921041562499,31.0906837329455,33.767703869437696,27.545892492463004,28.4857932486763,34.322172650443605,28.209485510756302
13,7,2,1,25,0,24.111767557652698,20.832574179803697,26.3789065834564,27.7011288231844,33.1805080847481,37.9645522057043,27.2236298753336,30.463830345100497,28.828287706195397,,35.199923688514,39.388345250023605,,28.3012525069098,22.8188051247564,,31.7109559830102,33.8621650204702,30.518952716695104,33.8836639041451,27.595287462273003,28.316292020454302,34.1685374196065,28.6212799852007
