,Organoid_Num,Replicate,ID_Number,Day,DOX,ACTB,RPLP0,B2M,POL2A,POUF51,EOMES,SOX2,PAX6,SOX5,TBR1,BCL11B,GFAP1,GFAP2,RBFOX3,TUBB3,CDH5,OCLN,VWF,SLC2A1,PECAM1,MKI67,APAF1,ABCB1,BAX
14,8,1,2,25,0,22.7343612777422,20.3884234101714,26.216095856282703,27.1292673079502,34.449157357485596,,27.060143656157198,29.726562758221398,28.077030253558195,38.307749749118,35.112089720225896,39.870107795588005,,27.8198030248635,22.273829453085398,38.832081314319794,31.108199394699103,33.6217758658419,30.545266989054603,39.09587784744029,26.7955969796799,27.734834865846,33.893884753017,27.7331107678168
15,8,2,2,25,0,23.3307866310584,20.5387647000297,26.372689873674002,27.2775863457722,35.1331830799264,39.7524202578719,27.5153271869218,29.9273105484239,28.231116615209604,,36.3484626549458,,,28.203039645170698,22.606299351581,37.5825243068126,31.1122737500256,34.4167722966237,30.8838671874218,37.690986319085,27.592944626086396,27.8488001019979,34.4317242587334,28.0842003167686
16,9,1,3,25,0,22.703247660391803,20.3629424312365,25.870009685531997,26.574889533207003,33.3811007476921,36.456744940672,26.575969422244803,29.7140309564027,28.0704161416995,,32.9921950512833,,,27.9117956420722,22.089512333624395,,31.028502892308698,33.090747518601304,30.2808932394281,38.073011299397,26.1931690545457,27.530044350441397,,28.121602828207397
17,9,2,3,25,0,22.4941701193508,20.120039818359302,25.569167215913,26.1021911159321,33.5778063269295,36.0237821162425,26.305702986230504,29.448164371132304,27.4795131101555,,33.1599868028346,,,27.632865080894,22.065533868730103,,30.3407785523944,33.1484586206618,29.842516501250802,,26.216669033828897,27.30381669837,,27.4643041879282
18,10,1,5,25,1,22.387881308432803,20.0880731479587,25.1479461653689,26.4609467592065,,,26.8052126206495,31.153832863650898,27.562032749463896,,33.687726186416,,,27.3611267223947,21.925253547919002,30.3109336220502,31.1553358038236,32.442779672125305,30.457738429914397,36.9554774178779,26.334621883207998,27.319826778293802,,27.3638650490808
19,10,2,5,25,1,22.893903867039498,20.2617153472947,25.3922822576688,27.121646303446003,34.6801379095365,,27.348210462273897,31.566693556182,27.773925545498,,34.6482351030251,,,27.697373418288603,22.222832525774802,30.3903213070535,32.0528458896899,32.475235048047196,31.0757909281133,,27.0770368080976,27.541315030212303,,27.7706642194848
20,11,1,6,25,1,22.538333146284298,20.865019642961897,26.022885269668798,27.085256842249603,33.9047214406685,39.161769671805,26.7586020931613,30.1483256065887,28.105149787790104,,35.027780759303496,,,27.880206788165303,22.414084837416897,31.3666329828308,31.7484222337545,32.8438820345318,30.940671538470397,39.8702288958159,26.425370082346,27.5609243136441,35.717241086892,27.3126309853515
21,11,2,6,25,1,22.232821496283197,20.334213166861,25.6750529619672,26.7771485084164,34.2026696307476,,26.5578441567071,29.920547600631103,27.734530467758898,,35.4321203825921,,,27.4774806818262,22.323261213625102,31.1772403461352,31.410455448435698,32.5295899729008,30.484359399128298,38.6126619953676,26.520441309309398,27.4895398675051,34.069556013336204,27.6286745712017
22,12,1,7,25,1,21.9700661258427,20.1220576353107,25.4689968835689,26.2588303711014,33.296781009914696,37.538885885835,26.586493205869,30.1102448218855,27.6385813188021,,35.4075697035536,,,27.2779298185637,22.141413797351603,32.3244797158656,31.100882613480202,32.6609445714,30.039478481171102,37.6165267436987,26.0635758632424,27.405649336304602,34.8196605964391,27.1615374110797
23,12,2,7,25,1,22.738364717301103,20.412581054570197,25.865161873379503,26.946683200594002,33.8713748353761,,27.2930657293578,30.636142775213298,27.994134591821197,,44.918294716538895,,,27.8790350911509,22.6111341010099,32.4682552038377,31.4386721680723,32.82277920368389,30.5829654151102,36.564792803125,27.1541431564581,27.665165640801302,34.7776102401561,27.622216844317304
24,13,1,1,25,0,25.316359411434398,21.661487581951604,26.5638049535093,28.205290635959997,34.1941316498348,,26.249464504976803,28.6032282122652,29.961039527471105,,29.787846217486,38.5925371464632,,28.663584111158,22.322382657174803,36.1959435513875,31.783811366681,33.3646613522473,30.863029972714894,37.7235547846259,26.5451380730293,28.340519124207102,34.9308889335799,27.3482475221881
25,13,2,1,25,0,25.0415638027869,21.011118038596,26.4991718284496,27.8246552760208,34.4745548684199,39.662584688249,26.1661040702813,28.3541080092276,29.0551453102213,,29.552675104539,,,28.4250630796531,22.217078284539298,36.417859918546206,31.331126088345602,33.3649602335299,30.5208690004741,42.201149318393504,26.5444846843892,28.194332510474,34.4672097370803,27.6470670035227
26,14,1,2,25,0,24.686418295942197,21.0793607286427,26.249804708602,27.3371165904537,35.688499897470706,41.2862040646924,26.5796176186789,28.7841069026369,29.044049091811498,40.23009355535579,29.4574548812069,,,28.7729069643431,22.5868554949219,32.0464072090908,31.613958561868895,32.9302140385416,29.749663347340103,35.0600236647441,26.393518420532104,28.0519188143715,34.6119786265945,27.646267846738102
27,14,2,2,25,0,25.181114574672197,21.2867831967913,26.4561462416528,27.5244343602529,34.37864375231489,41.213550638295104,26.8582553788099,29.0652610567584,29.2667976452978,,29.702985952477103,,,29.0290901320084,22.8599926179073,32.0862104363972,31.065719728263,32.9843224181785,30.532210557439104,36.464764308222605,26.906668583345102,27.994041785320395,34.7066453691578,27.922570633692303
28,15,1,3,25,0,23.3015295213099,20.8468345681984,26.6336060303543,27.1025757878616,34.0233131382294,39.1118625334351,26.648554591656197,29.096423513438,28.5344729272877,,34.6193720060314,,,28.3294822898154,22.429841779179302,36.0102791036926,31.3896696340489,33.010865049976694,30.493539255170802,37.9440572025624,26.3763437934242,27.597113557157,34.0304195754156,27.7899816947109
29,15,2,3,25,0,22.954407965508498,20.2694493290234,26.138853218351898,26.672019065161802,33.9356875907666,37.1325616119163,26.3176362489703,28.721951087967,27.692220541518502,,34.4062069917985,39.6986048610117,,27.7863020777017,22.366152092554003,35.1708417456859,31.0365224367518,32.4509291816404,30.1336465759633,42.378964474468106,26.2779422847297,27.0894515874229,33.365583852216396,28.030910330867602
30,16,1,5,25,1,22.775678733763698,20.355148935027103,25.322674115201103,26.6004667761486,33.52937975734989,40.278770950246,26.673261770320803,30.274025148754102,27.9954505220116,,35.2758357668789,,,28.269510306290396,22.139668541888398,30.0282044746519,30.7989239689823,32.1399350870491,29.991107273842303,34.4489407408774,26.229405541248497,27.0163236419365,34.951527807157305,27.6647305196083
31,16,2,5,25,1,23.1678044740803,20.550947584072603,25.5984121815866,27.031936878053397,33.9363965812594,39.5544516531456,27.2354173907179,30.5557139728995,28.163695108161697,,35.1854898962265,,,28.7387674154706,22.428190304495804,30.2625833976718,30.922605044587602,32.382699610784606,30.313632232330605,34.5600690216948,27.0748641060744,27.2120944090031,,27.9798740411596
32,17,1,6,25,1,23.6468672099161,21.1998151822971,27.278888158692304,27.7571003626586,34.7191190050024,38.79702387047671,27.226274643956998,30.193143166985603,28.765856091616698,,40.6130420771267,39.2737891604681,,29.237882179613102,22.5488034608688,30.6483624466151,31.9002871327175,34.0985222105673,30.4271332175036,35.2973345365274,26.5030409416631,27.1755710905595,36.2473524511211,27.635978993887896
33,17,2,6,25,1,23.560291475141803,20.6948858092195,26.904842814660398,28.028349634207398,35.0176378376046,,27.067122934539,29.6263196387546,28.507212142281297,,36.89977033791,,,28.7213256061416,21.9402235449298,30.5423824319407,31.435203113530697,32.9956039882904,30.066472254721898,35.520189967833204,26.643795262091302,27.024377540851802,35.7459275667199,28.1977614757074
34,18,1,7,25,1,22.9451819635326,20.083819140081697,26.960495906870605,27.8904592581721,33.9577100292746,39.20356046791729,27.003055054489103,30.026511995844803,28.0601393058811,,36.2312912901004,38.0563248317786,,29.1104858285067,22.134504724226304,31.827931948308397,31.1874463048054,34.209813532947194,30.0697017944416,34.9921042920802,26.0669059354677,27.076481226613897,35.4485989135665,27.703548201215
35,18,2,7,25,1,23.1349093810866,20.5121307491339,27.270253078393303,28.261891316556397,34.1268616747648,38.5644218862216,27.236626571152602,30.4420328264512,28.3355293079559,,38.6343301951965,39.3090352884457,,29.3954654551306,22.5369023478121,31.8016682235702,31.511035312007603,33.679273150905196,30.390888442940398,35.0116272054622,26.6132842523042,27.2414027727,36.2540529040499,27.989440084929498
