,Organoid_Num,Replicate,ID_Number,Day,DOX,ACTB,RPLP0,B2M,POL2A,POUF51,EOMES,SOX2,PAX6,SOX5,TBR1,BCL11B,GFAP1,GFAP2,RBFOX3,TUBB3,CDH5,OCLN,VWF,SLC2A1,PECAM1,MKI67,APAF1,ABCB1,BAX
10,6,1,8,45,1,22.1061649415302,19.2979665483772,24.517927672288398,26.083063218642696,31.2933872018681,34.37160801204789,25.0352105750473,27.154461465506802,27.440002764592098,39.6399523419102,31.844143099147896,34.1588859935248,33.367645292796,26.7424530131734,21.1975265301692,29.819085186463298,29.9594503666364,32.8888154296665,27.8481953634973,32.532789660243004,25.5033078803133,26.478492265636397,35.161492356763894,27.402630290788803
11,6,2,8,45,1,22.7429956602792,19.5027214939136,24.935843134064196,26.2918584737718,31.627238625240103,34.7160757857039,25.4993358448918,27.4811559006137,27.521232220858604,38.6608982085622,32.292127361477796,34.5179679174707,33.728897728984606,27.0788415281358,21.623770978313498,29.8634301655758,30.008408767730604,33.2403230408673,28.3672017303315,32.3977547532474,26.347841458315603,26.5615759689442,34.3674007696438,27.7634116040836
12,7,1,1,45,0,22.7630019985162,20.1502439131512,24.800488600164698,26.176332917027803,33.2937388977344,32.552649222965805,25.609104644396897,28.090035482192697,27.7975527007257,,31.6557522973991,34.1898010140128,34.0221943625627,27.0432238697825,21.462352302857603,31.1086950558612,29.636244920452,33.7138767936535,28.2428486538644,36.5201937560408,25.8403457252803,26.908462276275703,32.8235128514814,27.9372448043357
13,7,2,1,45,0,22.6838708928647,19.8566878503613,24.4673690675348,25.793209046185,33.263893549189504,32.1314044692435,25.2500053220071,27.5222360540598,27.1956291580071,38.6343197424778,31.4327797684934,33.970305109264196,33.413849710433105,26.6171628211724,21.549978528936602,30.7254264398109,29.592878319625,33.3358822057538,28.0924695603219,36.784850202471496,25.776372417599102,26.738459690545398,33.3964220447196,27.932218029014003
14,8,1,2,45,0,22.5172042355854,19.3341105593803,24.118422940352897,25.9844455034894,33.0619702069483,31.316286827107803,25.583442288826102,28.0046517068925,27.2090640231592,39.3946932231317,31.022082815809302,34.9778323849576,34.2725354496161,27.205051870540103,21.5965501619353,30.9745399351635,29.197464568537303,34.6816778349572,28.1163972023972,37.278609531323106,25.9945779293555,26.5666205712073,33.3415825548135,28.037156464731396
15,8,2,2,45,0,23.1745472732164,19.7548085111107,24.465409306936003,26.334210482182897,33.787776353604194,31.6533063379624,26.1763891157598,28.158261811072503,27.351291997149897,37.1051953491215,31.405185883286702,35.4014121914189,44.1869299165205,27.6192402689503,22.014566325598697,31.010253560167303,29.2282869421492,34.48963596369661,28.418922744674695,35.8981052423824,26.795514664050604,26.8555466192478,33.4809912655513,28.4212368586196
16,9,1,3,45,0,23.0552207881372,20.221960748763102,25.0524286408147,26.4623417213482,33.483544770719,32.289266348251,25.9498303143674,27.5148101559379,28.118417958006702,36.889877188963794,31.767318582418397,34.2493739142765,33.8931521131612,27.261810591810303,21.5295618523958,31.603566327227202,30.0747107811792,35.2744707078199,28.6497832914529,34.5509758933605,26.136982879622302,27.084326794711103,34.2355396889132,28.122356816687898
17,9,2,3,45,0,22.7313446761869,19.7905135262907,24.9093260403205,26.6765284697512,33.2521795249832,31.9478651531818,25.7653090146408,27.2044741429501,27.563793085015103,37.3053254301754,31.895030559377698,33.880667220141895,33.4722701268435,26.8988640562783,21.3423776288063,31.488878903420602,29.616288119874,34.2114266762303,28.2364007005242,35.5685283728251,26.191187981195196,26.683583098133504,40.3243626401679,28.318323279569398
18,10,1,5,45,1,23.0388149027001,19.7151112611833,24.2184317931472,26.5100222289261,34.0585014934659,35.3154097422499,25.5830696658114,27.2357047422015,27.7749740113073,,32.2116989129493,31.5704416045476,31.356425087899698,27.1534582020013,22.136278122356,30.4351309589587,29.9374751972267,34.676469838434,27.3502550550344,34.829146038294304,26.148849553965302,26.927447015289,38.0007986923026,28.320423746340104
19,10,2,5,45,1,23.7699627546389,20.0472772929083,24.3960935512121,26.7158307357145,35.0185601290662,35.103541345705196,26.0617320414472,27.6614515669918,27.8574599816081,,32.657112147738,32.0839784418355,31.418511815401697,27.5125763422223,22.4697953238237,30.6444099347829,30.1032648774795,34.7072847744298,28.0694284861406,35.65935123864929,27.0760936387994,26.916557596041997,36.1034723542388,28.608676396033502
20,11,1,6,45,1,26.2790708591137,21.550417949847603,24.883148887793304,28.413054323344397,32.3554899017734,38.0264067484258,26.3441128795057,27.0202987640659,30.019684873530803,38.4655857969111,29.6905304850074,33.5826379755791,32.9125062007895,29.420852326170696,23.4308676774514,33.682413757569606,31.7309945792938,34.8324163889882,28.579589006200198,31.813420403401103,27.0354482310361,28.4105119422802,35.867509163591,29.278954017444
21,11,2,6,45,1,26.1165467747228,20.9771951425006,24.735125011651,28.3879617080257,32.2478174000331,38.1672165094951,26.2254904686618,26.9349054360635,29.414332571679502,37.3412508261375,29.979774868196202,33.5686984658492,33.1587027578602,29.335398578105103,23.3844811516217,34.1454860028726,31.7880414101652,34.694325745692204,28.071080155106,32.2199632085536,26.7223317979632,28.406566134442897,36.3182876111555,29.6344214942595
22,12,1,7,45,1,26.0088006934397,21.707674187911802,25.879530928344803,28.318513271090303,33.6373498451163,40.7041257989044,26.2993490168238,28.162358157777298,29.7585575673946,42.4150837967418,29.4327624284827,33.3722467603895,33.4710613846808,29.824661416670605,23.427552438807602,35.751594814034,32.0219732243739,36.0707758474249,28.8732827466823,33.4214117041508,27.4124240863377,28.9063309719121,37.906565646368,29.3901223145793
23,12,2,7,45,1,26.4735871722903,21.787057908443998,26.1652682956377,28.3400397973536,34.2003048806385,40.4331298833834,26.603811364642,28.3478440037099,29.9612715982027,39.6196479130429,30.1134706380485,33.6838810850531,34.0862969444064,30.0824096005934,23.6315854980048,36.2320624012658,31.9140686152287,36.56359385236671,29.1788367958005,33.828701839387996,27.946677501409397,28.8135508828456,36.728119523695604,29.576801896565104
24,13,1,1,45,0,23.3278162178012,20.049826092482604,24.140281223155604,26.5256515576031,31.7637020595232,34.040108259958004,24.949367116139697,26.5970175466185,28.2239778314612,36.382517197440706,31.6886334337067,31.2071715235499,30.7658035767605,27.5509087364895,22.130178992092098,30.839874165908498,30.2838548839262,33.8468168369021,27.5357544898993,32.1781525441774,26.5090457581558,26.978623248629102,34.3607081965959,28.1487207131975
25,13,2,1,45,0,23.051131083990803,19.5428545690281,23.9821645053364,26.3307604005385,31.7228155624673,34.211410935204896,24.880839548551602,26.147636597423702,27.3332868339048,36.6987368420707,32.6352250001406,30.7939173371808,30.7040871223554,27.2086882953657,21.9743608172117,30.6088163614058,29.9732225428512,34.160090923042496,27.1068626410572,32.479962427312,26.396929705219396,26.7637883076656,34.6581113413609,28.323629308933
26,14,1,2,45,0,22.4561480090828,19.4068561580454,23.9649814613663,26.0542895198053,32.1017454619545,35.817489477871206,24.6929515771535,26.7219330605167,27.3619856385637,37.1961661465919,31.286787005184802,31.289607652441,30.843127013456,27.269463309113398,21.649962232209,32.0664172373085,29.7611076490644,33.7132543017414,27.202790662664103,32.4971658478561,25.9777378424002,26.6363421181043,35.0955989820903,27.777124814180798
27,14,2,2,45,0,23.0975412188208,19.584835359273104,24.2082554189634,26.208751734108,32.488738379481894,37.9077287825881,25.1193222635807,27.046565570692202,27.4429477027496,35.77754655778129,31.9847848063245,31.574929133023602,31.1811225704791,27.720807822519102,21.9978328158186,32.27763963577,29.7639144152412,34.3810680404394,27.6922326798773,33.0933054873367,26.8198895453675,26.672752674692003,36.1576373062274,28.076193802699198
28,15,1,3,45,0,23.577179276967602,20.559226329671198,25.063904002687,27.0453084225175,33.077099384612005,31.5055087422047,26.516145334432203,28.7197870613692,28.293353563700197,40.331639219911,32.0937594391644,38.4996434044744,,27.6426736939388,22.6032494636593,32.9131191811688,30.422291935676498,35.432252299887296,28.444194953287802,36.8736198985078,26.690480777298003,27.9215272870775,35.2407247303696,28.668208953271197
29,15,2,3,45,0,25.886258802365102,22.321198959773103,26.701753594619998,26.902930007515803,33.2904705145461,31.3523442817374,26.2386633536681,30.148535227286402,29.5306672668261,,32.1794570784324,,,29.4000618639495,22.7179699707971,35.074399819141895,32.2028734907887,35.200581497350505,28.3795779505968,35.5254931231858,26.9134844277798,29.4355374482189,35.7282577880401,29.0852715340973
30,16,1,5,45,1,22.9650950058929,20.147458931035,24.749026015668395,26.7307776884798,33.0078995999931,35.0666731578575,26.458102111286898,28.8660563472788,28.0074186548162,43.1509901197055,32.0772235979464,35.4878259289524,,28.1323345338238,22.427580416667105,29.7027730330443,30.004979507336397,33.6660981902737,29.1626132109341,34.2667336539797,26.7585116744324,27.3383369617512,43.225400112140896,29.2002758291021
31,16,2,5,45,1,23.4026635747862,20.2323157725385,24.967657182996696,26.862032502825603,33.521709187038,35.5503743564087,26.8510403838091,29.158864307814497,27.995366927649396,,32.7668110312363,35.3027542331845,36.3772306045354,28.5479264176975,22.6219946645917,29.577110351143304,30.050071608760298,33.6498741297874,29.5678733894163,33.9964336351675,27.3099748563449,27.5803431507547,35.5451221993762,29.851049998009998
32,17,1,6,45,1,22.3493968839954,20.149093656745396,24.7761714789407,26.5869762782496,33.06748158091769,35.3146567244205,26.0855611096698,28.4003684402708,27.842877331188102,39.031047586027704,32.8130430782442,35.088250020254996,34.8207336144021,28.406376588434,22.4212001922996,29.502348091841398,30.139866542311697,33.5698206113714,29.0115133727907,32.5407500335136,26.4366075481642,27.2740070804948,35.9344133040605,28.6833649396482
33,17,2,6,45,1,22.285885129559002,19.5764835728614,24.6478324264818,26.7997579574815,33.0710066196082,34.7891859222401,26.093959996508197,28.2689015130648,27.592152744133802,,33.7435854688079,34.4473757738632,34.2566341902413,28.2419095182619,22.4215297905584,29.2883037475979,29.7832368363345,33.9100050545423,28.7473244276304,33.2312238231215,26.703238032873696,27.145329836807605,39.750774265053394,29.106742090736297
34,18,1,7,45,1,22.0840626430433,19.5930593072543,24.611670482171,26.492811340379895,33.1822852093998,34.4116339884515,26.311926992606303,28.3846874894174,27.739091063400604,,32.2126304981257,33.9265811302103,,27.3879648409055,21.8956790730196,29.7514847099608,30.4527016495967,33.6205864705315,28.8552836931322,34.9026833822147,26.573327581986398,26.9878910372686,39.508775669204795,28.5914913794603
35,18,2,7,45,1,22.697185572016696,19.916622757913803,24.938479063807,26.4761561322248,33.8402643837018,34.421772673696,26.6438196919668,28.844692587081898,28.0625859811742,42.8870395781629,32.6139589049367,35.3722365643345,,27.9591627752746,22.112573977282,29.994392757971,30.3837908913877,33.7916156656809,29.1093628500693,34.805539193754896,27.3819235112406,27.1946464519934,40.7447448694067,28.7647240194557
