,Organoid_Num,Replicate,ID_Number,Day,DOX,ACTB,RPLP0,B2M,POL2A,POUF51,EOMES,SOX2,PAX6,SOX5,TBR1,BCL11B,GFAP1,GFAP2,RBFOX3,TUBB3,CDH5,OCLN,VWF,SLC2A1,PECAM1,MKI67,APAF1,ABCB1,BAX
0,1,1,1,45,0,22.401800037734798,19.9496067159736,24.298861983857197,26.2643093676055,33.379723887125,31.10060321723,25.2529527060023,27.381312432736898,27.2476859274955,,33.1092511235079,36.1131468974987,,27.342556177761697,21.8517693602287,31.6694994175049,29.2967160902944,33.5621459303728,27.9222890546637,35.4297058215453,25.9032919793576,26.6926693528995,31.867185363941196,27.518963372168898
1,1,2,1,45,0,22.112687825818302,19.3841582362687,24.0057528199825,26.2546629354956,33.4294403588935,30.9825823302382,25.1961679801863,27.016643318550702,26.8070063634055,37.2221415866669,33.7170461782683,35.32847480935771,,26.923723107342,21.7184940470163,31.5924846212284,28.9212524962976,33.9543220530304,27.491665673537103,35.749280891454504,25.9510013181865,26.468989221271602,31.725878900699502,27.847390038059302
2,2,1,2,45,0,21.594527381043,19.2678921562792,24.2213400773777,26.0952261832271,33.450344870883605,30.059213337417898,25.051340639041,26.626785936987602,26.897243316079603,37.7837531453666,32.5382017448296,35.78362545302021,,26.931725717872,21.376188782476397,32.7139720318147,29.0757789096205,33.3849916389376,27.5844380095498,36.0919831170561,25.6509497011714,26.3675697929351,33.3054921080871,27.539752151852497
3,2,2,2,45,0,22.416636749826196,19.489509562568102,24.5593914047611,26.1796891616963,33.8467477223148,30.485772899294897,25.393768150605002,26.9747975637464,27.074529520191998,38.3696543659799,32.635860327193896,36.4572342487247,37.003966704132,27.240129072024803,21.7838127769202,32.872219463689,29.1360110443249,33.9997584936466,28.053784636021,38.876814638414395,26.513419986968398,26.5458350647887,33.1194703777647,28.0045564037025
4,3,1,3,45,0,22.4187908712928,19.6362234211683,24.6497264848339,26.422316058323002,33.397778233051,32.2184338931768,25.592780888987303,27.3165631894612,27.7049248971986,,31.5488967626142,36.348762546786105,35.220039488814294,27.190225739460804,21.6056033849322,31.4320292890104,29.4592194991918,34.1914344200897,28.047042637607003,36.5394497308702,25.804184523710198,26.842063101483003,33.543032893786695,27.4695545866443
5,3,2,3,45,0,22.1411392191389,19.306792007787898,24.1869259879433,26.046436752059698,33.5783988991985,31.5989919908118,25.230713007044102,26.8986664812783,27.0659793694343,,31.372849114161202,35.4715192927415,35.5960524227347,26.949419502709898,21.559914337460103,31.5493549398824,29.0557852160286,33.4181219668789,27.7791904821877,36.243970529681704,25.6179300926189,26.478923703656303,33.1384194132931,27.6044624665334
6,4,1,5,45,1,22.8105859264651,19.9315722989998,25.021431985862,26.570363578941997,32.623877188498504,35.0079318149241,25.3620575813634,27.186171380201202,27.580347451197802,,32.5367952226464,35.4952420239414,,27.4022241406356,21.5576645319793,30.0604839632757,30.547248335848398,33.152758914516895,28.599587566799997,33.6973738598444,26.2562063327242,26.8042767354488,35.2419458641628,27.885322400709896
7,4,2,5,45,1,23.3415018434027,20.0990530215863,25.330494980549304,26.9896161603241,33.2595357593555,35.5213278022265,25.7826720823944,27.414064609049,27.8152468965693,,33.6518898597959,34.969997753189695,39.798302989258204,27.823226291041003,21.907985802465,30.082824147653103,30.820937349709602,33.9857991302927,28.880443454088898,33.6463267156646,26.9398092488905,27.040382686486396,35.8853167097155,28.2106886824384
8,5,1,7,45,1,23.193752505464897,19.727348097236302,24.6867211324113,26.278907314569302,33.3651674830228,36.584518114189,25.8865863928013,29.07518333684,28.4856555381253,39.8516892116306,32.7380540737123,31.856112575773302,31.480890749057398,27.6559855035819,22.5954462077366,29.268366930708606,31.4459289094248,33.0946512599684,28.5858619486765,33.1566835660894,26.1192375904649,26.8423656774844,34.287496815005,28.2390898817157
9,5,2,7,45,1,22.757899080412898,19.219325923252498,24.351044752772303,26.1951489500933,33.2667784057009,38.895855231563395,25.91059321689,28.8155854143513,28.171033192487602,,33.3654605488709,31.558556630759,31.2696045668438,27.3902297370943,22.438910624527303,29.110239720543,31.216284265142605,32.7028355982985,28.3210462550981,33.5575477928917,26.201680312331902,26.5929165687918,34.349043072990305,28.65108087078
