"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008301","GO:0008301","DNA binding, bending","2/20","15/17059",0.000135868536853973,0.0130433795379814,0.00858117074867196,"HMGB2/TOP2A",2
"GO:0004869","GO:0004869","cysteine-type endopeptidase inhibitor activity","2/20","42/17059",0.00109317552166568,0.0464869889700739,0.0305835453750486,"PTTG1/SPOCK1",2
"GO:0008022","GO:0008022","protein C-terminus binding","3/20","195/17059",0.00145271840531481,0.0464869889700739,0.0305835453750486,"CENPF/TOP2A/NEFL",3
