"ENSG"	"external_gene_name"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"	"entrezgene_id"
"1"	"ENSG00000000003"	"TSPAN6"	2234.72871580748	1.38149743155465	0.183599228843314	6.87818227424948e-15	1.12931873402624e-13	7105
"2"	"ENSG00000000419"	"DPM1"	1298.6340896394	0.845236935333635	0.213867308130342	2.54928683027252e-05	0.000117055356241347	8813
"3"	"ENSG00000000457"	"SCYL3"	482.423767292113	0.024146757593636	0.154422539798655	0.871437864399704	0.91671039231435	57147
"4"	"ENSG00000000460"	"C1orf112"	509.074384484078	2.06779939004993	0.384819362663095	5.47202532949299e-09	4.42489547508046e-08	55732
"5"	"ENSG00000000938"	"FGR"	5.39376101143046	1.0973613266219	1.29436231014113	0.124822856424706	0.215704305645257	2268
"6"	"ENSG00000000971"	"CFH"	2023.20212261613	7.96365285294211	0.531968702128967	2.76977895406073e-52	5.81822727159109e-50	3075
"7"	"ENSG00000001036"	"FUCA2"	231.145196162603	0.140745688209886	0.580351218476859	0.737331402767656	0.821353096440123	2519
"8"	"ENSG00000001084"	"GCLC"	248.381283112251	0.362279340969617	0.252122931149479	0.116116559859886	0.20332774382592	2729
"9"	"ENSG00000001167"	"NFYA"	1335.0839968347	0.451915312221797	0.215460795718056	0.0246263696481476	0.0554194013720743	4800
"10"	"ENSG00000001460"	"STPG1"	280.587483613366	2.63335961365483	0.375257514265085	3.5122226915669e-13	4.81801316184137e-12	90529
"11"	"ENSG00000001461"	"NIPAL3"	740.540637646493	-0.767157365616618	0.217219532934318	0.000158206177250297	0.000623355897132543	57185
"12"	"ENSG00000001497"	"LAS1L"	3399.58872276476	0.030425006118913	0.208314531758521	0.876694759445278	0.9203756443772	81887
"13"	"ENSG00000001561"	"ENPP4"	553.347747083592	0.198399810742135	0.185511847648657	0.260931552074122	0.385712560072385	22875
"14"	"ENSG00000001617"	"SEMA3F"	186.322748632325	-2.70912454166019	0.320676963554936	5.87147164727124e-18	1.32435374417713e-16	6405
"15"	"ENSG00000001626"	"CFTR"	20.4808692347132	-1.70133431021023	0.522264474426255	9.76110521069816e-05	0.000401084206641768	1080
"16"	"ENSG00000001629"	"ANKIB1"	758.302495902293	-0.57542231612924	0.253536872906443	0.012904724279292	0.0318571994902267	54467
"17"	"ENSG00000001630"	"CYP51A1"	10927.7029193356	-1.55366321569271	0.196088854433258	2.14139373034334e-16	4.10068703351344e-15	1595
"18"	"ENSG00000001631"	"KRIT1"	1023.28107151599	0.419140649049619	0.271665333771688	0.0875227404578231	0.161771276996129	889
"19"	"ENSG00000002016"	"RAD52"	405.658428248422	0.260651096871986	0.240274308621759	0.239532626201826	0.360780449251333	5893
"20"	"ENSG00000002079"	"MYH16"	3.21506376051657	-0.935947812234957	0.840631834387116	0.0867953843355885	0.16065348665815	NA
"21"	"ENSG00000002330"	"BAD"	1146.0449289259	-0.565228742953667	0.443413400025455	0.113496327527898	0.199692579342243	572
"22"	"ENSG00000002549"	"LAP3"	6174.98538070534	2.42126476144057	0.197732564805707	2.35124763474798e-35	1.86536026833321e-33	51056
"23"	"ENSG00000002586"	"CD99"	4784.0997243963	4.60853769169856	0.460377533947155	3.24907283537129e-24	1.20172024574929e-22	4267
"24"	"ENSG00000002587"	"HS3ST1"	38.4440456196724	-1.78456655889626	1.03861534504569	0.0103143856686707	0.0261873762572323	9957
"25"	"ENSG00000002726"	"AOC1"	5.45768188389897	4.04555885348207	1.2541658681381	0.000109796370947329	0.000446157196652184	26
"26"	"ENSG00000002745"	"WNT16"	3.60056943084989	0.26719765879138	0.937488469557916	0.629312793174801	0.736755134762143	51384
"27"	"ENSG00000002746"	"HECW1"	496.705032639444	-5.33203043051051	0.685611588783289	1.07493530922307e-15	1.90593233500002e-14	23072
"28"	"ENSG00000002822"	"MAD1L1"	1077.64284041692	-0.145299823469323	0.492637365348501	0.702549956755381	0.794508269017161	8379
"29"	"ENSG00000002834"	"LASP1"	5551.66404156369	1.60482638304616	0.379690065743471	2.12502129090256e-06	1.16556380073862e-05	3927
"30"	"ENSG00000002919"	"SNX11"	1529.78476837341	-0.79308709910821	0.163716319200966	4.59105490291407e-07	2.78519948894156e-06	29916
"31"	"ENSG00000002933"	"TMEM176A"	13.7255468812262	-0.0900371958893842	0.425767145936708	0.794700607584266	0.863838445438307	55365
"32"	"ENSG00000003056"	"M6PR"	5141.94617035908	0.64094375131155	0.164534698195639	4.79331115637614e-05	0.00020960167869245	4074
"33"	"ENSG00000003096"	"KLHL13"	620.904620405467	-1.9933873861682	0.466698140120411	1.39769388786027e-06	7.89229223679516e-06	90293
"34"	"ENSG00000003137"	"CYP26B1"	11.9933422012386	-0.355974947613571	0.652751979468181	0.430380298156168	0.560068336548824	56603
"35"	"ENSG00000003147"	"ICA1"	1714.79802465543	1.19817958034534	0.238556134666004	8.97499426372749e-08	6.11170235459671e-07	3382
"36"	"ENSG00000003249"	"DBNDD1"	536.857004038578	-1.3856751505952	0.255256580107732	7.13944806586922e-09	5.68141503402514e-08	79007
"37"	"ENSG00000003393"	"ALS2"	2390.20122947463	-0.0394266005315338	0.177845725433252	0.816621873296296	0.879633807700513	57679
"38"	"ENSG00000003400"	"CASP10"	602.521781746138	5.80859000745951	0.531117900988473	8.59292257572482e-29	4.47840991361355e-27	843
"39"	"ENSG00000003402"	"CFLAR"	2879.90567816147	1.34776090213293	0.23953895593786	2.48826125496296e-09	2.116598862877e-08	8837
