"ENSG"	"external_gene_name"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"	"entrezgene_id"
"1"	"ENSG00000000003"	"TSPAN6"	2234.72871580748	1.09362604281669	0.183435040186837	4.8853512872207e-10	4.94065037566113e-09	7105
"2"	"ENSG00000000419"	"DPM1"	1298.6340896394	0.915730678877663	0.215226358417671	5.82330824284235e-06	3.2537217507926e-05	8813
"3"	"ENSG00000000457"	"SCYL3"	482.423767292113	0.317493793700165	0.158614608825965	0.0340837871327359	0.0748418172932195	57147
"4"	"ENSG00000000460"	"C1orf112"	509.074384484078	1.63501658256205	0.377605733834194	1.95407756979122e-06	1.18807570847359e-05	55732
"5"	"ENSG00000000938"	"FGR"	5.39376101143046	1.57950619979832	1.44083859306304	0.0444206797843397	0.0933494292507515	2268
"6"	"ENSG00000000971"	"CFH"	2023.20212261613	13.3623630969227	1.14858511560926	5.83783487308604e-36	4.73880649078412e-34	3075
"7"	"ENSG00000001036"	"FUCA2"	231.145196162603	-0.239080776421549	0.592179653107489	0.574907498668795	0.699456386434163	2519
"8"	"ENSG00000001084"	"GCLC"	248.381283112251	0.281966245139388	0.250687785364699	0.209921983284281	0.330168789209925	2729
"9"	"ENSG00000001167"	"NFYA"	1335.0839968347	0.571495073815576	0.218658959817971	0.0049226288347934	0.0140505030884602	4800
"10"	"ENSG00000001460"	"STPG1"	280.587483613366	1.69236719290815	0.371708513356686	6.8804583329203e-07	4.49837140425994e-06	90529
"11"	"ENSG00000001461"	"NIPAL3"	740.540637646493	-0.612142746472135	0.215193694735865	0.00229485777932174	0.00720231482337769	57185
"12"	"ENSG00000001497"	"LAS1L"	3399.58872276476	0.163670687099886	0.208361903631311	0.390271214397105	0.529457476820096	81887
"13"	"ENSG00000001561"	"ENPP4"	553.347747083592	0.282851615752617	0.18887959850087	0.105403261119075	0.190383126975694	22875
"14"	"ENSG00000001617"	"SEMA3F"	186.322748632325	-2.39487376821504	0.321241272763498	1.02650275543105e-14	1.79120499834824e-13	6405
"15"	"ENSG00000001626"	"CFTR"	20.4808692347132	-1.76277157781141	0.504693530184721	5.57423175425495e-05	0.000255745774077292	1080
"16"	"ENSG00000001629"	"ANKIB1"	758.302495902293	-0.587426233879641	0.255199572372615	0.0112298330016484	0.0288186649761597	54467
"17"	"ENSG00000001630"	"CYP51A1"	10927.7029193356	-1.54697880132279	0.195214173131388	3.40647435076694e-16	6.96429132127821e-15	1595
"18"	"ENSG00000001631"	"KRIT1"	1023.28107151599	0.302852120758571	0.268889356957934	0.204963409250037	0.323991248622602	889
"19"	"ENSG00000002016"	"RAD52"	405.658428248422	0.268167184744049	0.241541744959741	0.217927654161063	0.340039305239517	5893
"20"	"ENSG00000002079"	"MYH16"	3.21506376051657	-0.235407214975845	0.683063003925915	0.611714003472362	0.729845037615004	NA
"21"	"ENSG00000002330"	"BAD"	1146.0449289259	-0.618202035942922	0.454256926387852	0.0874002803097052	0.163067388539051	572
"22"	"ENSG00000002549"	"LAP3"	6174.98538070534	2.76788026559212	0.197360214831979	9.17858280656345e-46	1.1913973663727e-43	51056
"23"	"ENSG00000002586"	"CD99"	4784.0997243963	4.14627582377911	0.466946224601519	5.51604762059435e-20	1.55363969727242e-18	4267
"24"	"ENSG00000002587"	"HS3ST1"	38.4440456196724	-1.42316257741048	0.95434314733932	0.0237204048636403	0.0550555078473055	9957
"25"	"ENSG00000002726"	"AOC1"	5.45768188389897	4.87091704258116	1.30989103979185	8.84263363318197e-06	4.7637351667561e-05	26
"26"	"ENSG00000002745"	"WNT16"	3.60056943084989	0.289580155898346	0.930237313459866	0.59491871419505	0.716344622442998	51384
"27"	"ENSG00000002746"	"HECW1"	496.705032639444	-6.03187077969237	0.692704404841064	3.14125836442432e-19	8.28774186694424e-18	23072
"28"	"ENSG00000002822"	"MAD1L1"	1077.64284041692	-0.158259477868757	0.492875824047354	0.676224001887505	0.780289000500686	8379
"29"	"ENSG00000002834"	"LASP1"	5551.66404156369	1.53893999982313	0.374117417753563	5.28298520035742e-06	2.97583479041863e-05	3927
"30"	"ENSG00000002919"	"SNX11"	1529.78476837341	-0.726330474436612	0.163247754124438	3.61535123189103e-06	2.09844410882045e-05	29916
"31"	"ENSG00000002933"	"TMEM176A"	13.7255468812262	0.279897193955965	0.446936950183627	0.430023849307256	0.567821318869342	55365
"32"	"ENSG00000003056"	"M6PR"	5141.94617035908	0.859975034808506	0.166160597181447	7.02846994779205e-08	5.34280210009231e-07	4074
"33"	"ENSG00000003096"	"KLHL13"	620.904620405467	-2.1562826743415	0.449926209887478	1.82327806501427e-07	1.30184135425695e-06	90293
"34"	"ENSG00000003137"	"CYP26B1"	11.9933422012386	-0.537388837851768	0.691355770125736	0.256462984732653	0.385247470597365	56603
"35"	"ENSG00000003147"	"ICA1"	1714.79802465543	1.30752119319937	0.239871279762005	7.80692876772583e-09	6.68630768223714e-08	3382
"36"	"ENSG00000003249"	"DBNDD1"	536.857004038578	-1.72801522192757	0.253061569901697	1.25548320749812e-12	1.75461589151515e-11	79007
"37"	"ENSG00000003393"	"ALS2"	2390.20122947463	-0.0133952462339542	0.17291494432397	0.933583920232688	0.958841129983729	57679
"38"	"ENSG00000003400"	"CASP10"	602.521781746138	6.0641646396521	0.537225935928159	1.66473563989239e-30	9.85165491151805e-29	843
"39"	"ENSG00000003402"	"CFLAR"	2879.90567816147	1.58532641376205	0.239047415167114	4.80416806158127e-12	6.30429645772978e-11	8837
