"ENSG"	"external_gene_name"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"	"entrezgene_id"
"1"	"ENSG00000000003"	"TSPAN6"	2234.72871580748	1.20592129046845	0.182769748253443	8.81063323674505e-12	8.69311600605056e-11	7105
"2"	"ENSG00000000419"	"DPM1"	1298.6340896394	0.950937552641706	0.212544901881296	2.95337040246571e-06	1.45308147210891e-05	8813
"3"	"ENSG00000000457"	"SCYL3"	482.423767292113	0.131684644898257	0.156455812817214	0.386408749071023	0.506198036605561	57147
"4"	"ENSG00000000460"	"C1orf112"	509.074384484078	1.38769678730499	0.379919124489017	3.82937211965179e-05	0.000155813488080109	55732
"5"	"ENSG00000000938"	"FGR"	5.39376101143046	3.83865931655172	1.56737342248339	0.000936563834858869	0.0028918866705639	2268
"6"	"ENSG00000000971"	"CFH"	2023.20212261613	8.40878105594449	0.536929619626588	2.25171187376624e-57	4.24401420152736e-55	3075
"7"	"ENSG00000001036"	"FUCA2"	231.145196162603	0.13657892648376	0.605168864588643	0.765727510493655	0.837391790874077	2519
"8"	"ENSG00000001084"	"GCLC"	248.381283112251	0.215386452200244	0.253724589488442	0.364430525116852	0.484066186714559	2729
"9"	"ENSG00000001167"	"NFYA"	1335.0839968347	0.691062431242315	0.218728169747361	0.000915916010374757	0.00283734963114855	4800
"10"	"ENSG00000001460"	"STPG1"	280.587483613366	2.93068511930409	0.371705979352217	7.50747446327413e-16	1.10535410529897e-14	90529
"11"	"ENSG00000001461"	"NIPAL3"	740.540637646493	-0.474798019842679	0.213290997486402	0.0193456825300329	0.0426463583963347	57185
"12"	"ENSG00000001497"	"LAS1L"	3399.58872276476	-0.0399326817352219	0.211230545167496	0.842885364173591	0.892434864208326	81887
"13"	"ENSG00000001561"	"ENPP4"	553.347747083592	0.609051156500244	0.190712528074709	0.000906535560055397	0.00280955575420705	22875
"14"	"ENSG00000001617"	"SEMA3F"	186.322748632325	-2.52612211988555	0.325067460252271	1.14546363209126e-15	1.66249304999406e-14	6405
"15"	"ENSG00000001626"	"CFTR"	20.4808692347132	-2.12458194576229	0.556033680095303	1.10730107395254e-05	4.95942561084407e-05	1080
"16"	"ENSG00000001629"	"ANKIB1"	758.302495902293	-0.826355356758405	0.257164022851585	0.00061521404677696	0.00197774067046827	54467
"17"	"ENSG00000001630"	"CYP51A1"	10927.7029193356	-0.873186172198187	0.191824179068682	2.38607722185513e-06	1.18970960302608e-05	1595
"18"	"ENSG00000001631"	"KRIT1"	1023.28107151599	0.566287309343044	0.277208759310286	0.0274069493719189	0.0575369896846078	889
"19"	"ENSG00000002016"	"RAD52"	405.658428248422	0.30106357037943	0.245141876543192	0.190795196954219	0.291299190349049	5893
"20"	"ENSG00000002079"	"MYH16"	3.21506376051657	-3.60482765248406	1.35932932303083	0.000630869709509133	0.00202287027106413	NA
"21"	"ENSG00000002330"	"BAD"	1146.0449289259	-0.253268046430705	0.425885871105677	0.486043673865466	0.602366682463965	572
"22"	"ENSG00000002549"	"LAP3"	6174.98538070534	3.21751304986248	0.196333503446326	8.16644289975755e-61	1.87270146429607e-58	51056
"23"	"ENSG00000002586"	"CD99"	4784.0997243963	5.27945337397948	0.461498299940248	3.7775604431117e-31	1.69577338129768e-29	4267
"24"	"ENSG00000002587"	"HS3ST1"	38.4440456196724	-0.413307454624397	0.724034440209409	0.419103196433191	0.53819343002218	9957
"25"	"ENSG00000002726"	"AOC1"	5.45768188389897	2.40881909257021	1.36897964236054	0.00850747809214612	0.0208337440722325	26
"26"	"ENSG00000002745"	"WNT16"	3.60056943084989	-0.467761672876133	1.06120964309897	0.464816622491074	0.583364917624261	51384
"27"	"ENSG00000002746"	"HECW1"	496.705032639444	-8.60623187717687	0.929862552883686	1.36113271236156e-22	3.38658679735672e-21	23072
"28"	"ENSG00000002822"	"MAD1L1"	1077.64284041692	-0.0506500243927175	0.50975424217215	0.902146131033114	0.935390249953626	8379
"29"	"ENSG00000002834"	"LASP1"	5551.66404156369	2.49888545187815	0.371063137028187	2.15918462496782e-12	2.28261400345234e-11	3927
"30"	"ENSG00000002919"	"SNX11"	1529.78476837341	-0.71800071296735	0.162642153586125	5.80128403652452e-06	2.72051353301094e-05	29916
"31"	"ENSG00000002933"	"TMEM176A"	13.7255468812262	0.0272763839422542	0.445676979072276	0.942158993890156	0.962766207206703	55365
"32"	"ENSG00000003056"	"M6PR"	5141.94617035908	0.903637029713914	0.164708471081202	1.77154044373752e-08	1.18495989136532e-07	4074
"33"	"ENSG00000003096"	"KLHL13"	620.904620405467	-3.39713259398599	0.444879373999165	6.74464658540857e-15	9.1699201945293e-14	90293
"34"	"ENSG00000003137"	"CYP26B1"	11.9933422012386	-1.62582522463382	0.992822686188198	0.0170693328378706	0.0382005449766202	56603
"35"	"ENSG00000003147"	"ICA1"	1714.79802465543	1.78422782320926	0.241148997248857	9.70098895314674e-15	1.29966803316793e-13	3382
"36"	"ENSG00000003249"	"DBNDD1"	536.857004038578	-1.2922979365489	0.254538507586693	6.5745361271507e-08	4.06648876482205e-07	79007
"37"	"ENSG00000003393"	"ALS2"	2390.20122947463	0.0216170548192924	0.179615112523599	0.900740449203823	0.93449614240653	57679
"38"	"ENSG00000003400"	"CASP10"	602.521781746138	6.63533850680598	0.534432530216831	8.71204111718131e-37	5.47346912015058e-35	843
"39"	"ENSG00000003402"	"CFLAR"	2879.90567816147	2.02229452605953	0.24045086476667	3.08247629299857e-18	5.46908635127772e-17	8837
