UniqueCount	AmbigCount
0	2
0	1
5	638
0	1
0	52
0	43
0	3
0	0
0	0
0	0
0	0
0	0
0	0
5	116
0	15
1	15
0	15
0	9
0	56
63	31
17	181
1	19
0	24
55	68
0	47
7	361
33	54
0	15
26	89
0	0
2	7
0	1
12	776
0	490
0	534
2	457
0	345
0	170
115	110
4	7
0	119
0	5
0	3
0	5
0	2
0	2
0	1
0	17
4	45
11	46
0	18
0	13
26	9
0	259
0	104
1	118
6	169
0	117
3	103
0	74
0	110
0	118
7	34
0	34
1	15
0	47
1	74
0	55
6	66
0	0
0	3
0	20
49	221
0	3
0	1
0	19
0	6
1	81
6	13
0	11
0	8
5	68
0	17
0	0
0	16
0	47
0	18
0	16
0	3
0	2
6	2583
713	4315
41	41031
0	125
4	6670
7	67
2927	9112
15	6918
0	0
0	3
0	23
174	1527
0	52
0	0
2	7
0	39
0	24
0	24
0	33
0	23
0	39
0	37
0	23
0	23
2	48
0	23
0	24
0	24
0	32
0	40
0	38
16	14
0	2
1	2
0	13
0	0
0	0
0	4
0	6
0	12
0	2
0	2
0	1
0	5
2	36
1	20
7	20
0	14
0	20
0	11
3	9
8	38
0	95
1215	3257
34	640
6	3788
39	106
18	3491
1	227
0	3452
4	633
2	1173
1	176
3	368
0	117
0	278
2	1480
1	1926
0	83
0	406
0	1417
1	133
1	1230
0	131
0	95
0	436
0	111
1	129
46	15
19	20
14	23
0	18
0	7
0	11
1	7
0	0
10	3
54	9
1	9
88	28
0	18
0	7
0	276
0	276
0	0
0	276
0	6
0	6
0	6
0	6
0	3
0	275
3	5
0	0
0	0
0	0
0	0
402	5744
27	1658
77	5555
0	0
31	926
186	56
28	79
3	79
0	4
1	16
18	1
0	2
0	1
0	1
0	0
0	0
0	1
0	1
0	1
8	0
0	8
0	8
1	8
0	6
1	101
2	78
20	98
3	8
0	0
0	681
1	716
0	720
0	685
0	0
0	16
2	4
0	3
2	11
106	479
0	24
9	116
4	108
0	84
0	0
0	33
0	64
1	0
0	0
2	573
0	528
3	578
0	589
50	424
0	570
13	545
0	76
0	383
0	197
0	129
0	127
0	71
2	59
0	42
0	38
0	20
1	18
0	12
6	0
0	0
0	0
0	0
0	0
0	0
1	2
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	67
0	67
0	67
0	67
14	18
0	17
0	35
0	11
168	0
0	0
0	0
0	0
0	0
0	0
2	0
0	128
0	131
0	127
0	53
0	50
0	40
0	41
11	9
0	32
0	28
0	3
0	7
0	16
0	9
1	10
0	0
0	5
2	5
2	6
0	1
0	2
8	4
0	152
0	110
2	139
0	138
0	9
0	137
0	3
4	38
47	298
0	274
1	130
0	58
2	0
0	9
0	15
0	1
8	24
1	18
104	68
3	37
1	2
0	0
28	89
1	17
5	7
0	27
9	68
4	1397
1	2250
0	2244
0	1689
0	1040
2	648
1	2035
0	2289
0	1691
64	1500
28	1156
4	1602
0	2225
1	1716
0	1467
0	1656
0	1863
0	539
0	293
7	301
0	1264
0	314
0	388
0	324
0	143
0	294
0	514
0	49
1	134
2	608
0	392
1	332
0	474
0	462
0	456
1	18
0	11
0	233
0	445
4	454
80	342
0	297
0	207
0	168
0	153
1	140
0	122
0	60
0	34
0	10
0	0
20	1
0	26
70	31
0	8
2	0
0	115
1	115
0	111
10	2
0	2
0	2
0	0
0	0
0	0
0	19
1	21
0	21
0	12
6	21
0	11
0	8
2	8
0	0
0	0
1	1701
122	1688
2	1685
9	1670
7	238
0	23
1	0
0	1941
8	2068
1	1798
57	1364
66	3458
0	2266
0	1555
6	2230
0	2612
2	764
0	878
0	255
3	192
2	200
6	240
0	711
62	25
0	172
0	7
1	32
0	1438
2	1279
2	1289
0	1442
0	74
0	54
0	1314
102	1344
0	409
543	1380
0	1009
64	1177
19	146
65	390
1	130
0	8
33	129
0	12
0	11
0	13
0	7
0	6
0	0
3	1
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
5	37
0	3
0	2
0	186
0	156
29	189
4	21
