"ENSG"	"external_gene_name"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"	"entrezgene_id"
"1"	"ENSG00000000003"	"TSPAN6"	1385.28689075297	-0.000746030337424386	0.0102203825936771	0.203055144463298	1	7105
"2"	"ENSG00000000419"	"DPM1"	841.87966234815	-0.000218954589352111	0.0102261251305205	0.645633960041598	1	8813
"3"	"ENSG00000000457"	"SCYL3"	407.529197054313	-0.000192309762905141	0.0102201444909678	0.744546445845932	1	57147
"4"	"ENSG00000000460"	"C1orf112"	240.164088909219	-1.80155302623319e-05	0.0102341549549701	0.942730046961301	1	55732
"5"	"ENSG00000000971"	"CFH"	3.7729309465845	0	0.010237128580817	1	1	3075
"6"	"ENSG00000001036"	"FUCA2"	214.012987522374	4.82009094382452e-05	0.0102366253104838	0.664547637807363	1	2519
"7"	"ENSG00000001084"	"GCLC"	201.648377575374	0.00035160102754711	0.0102318684456908	0.288229643203866	1	2729
"8"	"ENSG00000001167"	"NFYA"	958.848588037718	-0.000108668324546049	0.01022967635931	0.782087037551979	1	4800
"9"	"ENSG00000001460"	"STPG1"	98.007037176943	-9.00992939535404e-05	0.0102349745782259	0.674850208683162	1	90529
"10"	"ENSG00000001461"	"NIPAL3"	836.771697789162	-0.000336625784062119	0.0102283346842891	0.429704534075764	1	57185
"11"	"ENSG00000001497"	"LAS1L"	3094.02215752443	-0.00028046577567257	0.0102247122258286	0.578980846919396	1	81887
"12"	"ENSG00000001561"	"ENPP4"	432.821831184859	-0.000174301101390814	0.0102269735561822	0.703307894932999	1	22875
"13"	"ENSG00000001617"	"SEMA3F"	287.846820786599	-0.000116373895462083	0.0102321784883429	0.717259866975424	1	6405
"14"	"ENSG00000001626"	"CFTR"	28.9573789003798	0.000330835220645237	0.0102350930480187	0.113538968000499	1	1080
"15"	"ENSG00000001629"	"ANKIB1"	850.869778706928	0.000279458851809432	0.0102310071345949	0.433282691596683	1	54467
"16"	"ENSG00000001630"	"CYP51A1"	13680.6802913701	0.000172759328810226	0.0102270828679531	0.704306871581471	1	1595
"17"	"ENSG00000001631"	"KRIT1"	778.978132342042	0.000231055893896341	0.0102321039646234	0.475386888741853	1	889
"18"	"ENSG00000002016"	"RAD52"	325.359141927647	-9.8478241448877e-06	0.01023186837784	0.97627023779024	1	5893
"19"	"ENSG00000002079"	"MYH16"	4.94692994391899	-9.15186084415442e-05	0.0102363847921546	0.486272588788397	1	NA
"20"	"ENSG00000002330"	"BAD"	1263.83192628277	-1.34616961919981e-05	0.0102355270986603	0.94249562922723	1	572
"21"	"ENSG00000002549"	"LAP3"	1210.14426259586	0.000107117685223648	0.0102275763170951	0.80937024915253	1	51056
"22"	"ENSG00000002586"	"CD99"	329.438343384038	-5.92071487147208e-05	0.0102353442409271	0.763048442447585	1	4267
"23"	"ENSG00000002587"	"HS3ST1"	46.3702640782944	-2.42935634720213e-05	0.0102367719710057	0.801661883553999	1	9957
"24"	"ENSG00000002745"	"WNT16"	3.34477958196368	3.53729660651437e-05	0.0102370244300552	0.584517413637256	1	51384
"25"	"ENSG00000002746"	"HECW1"	919.876881925378	9.20981196452478e-05	0.0102362268753448	0.520165575715373	1	23072
"26"	"ENSG00000002822"	"MAD1L1"	1065.97538363307	-3.7415383570576e-05	0.010236231838325	0.793392111966112	1	8379
"27"	"ENSG00000002834"	"LASP1"	1931.29470525455	-7.98279874386255e-05	0.0102333172821539	0.777777876573425	1	3927
"28"	"ENSG00000002919"	"SNX11"	1753.82505269943	7.68712803824273e-07	0.0102229878835394	0.998862152844693	1	29916
"29"	"ENSG00000002933"	"TMEM176A"	12.3019693369872	-0.000278745006745182	0.0102355892626784	0.128090334272411	1	55365
"30"	"ENSG00000003056"	"M6PR"	3348.52475303455	-0.000251882939898356	0.0102221536131455	0.64967474452946	1	4074
"31"	"ENSG00000003096"	"KLHL13"	1000.98616039052	0.000112185697119377	0.0102246950679248	0.824472005456423	1	90293
"32"	"ENSG00000003137"	"CYP26B1"	12.3874880774743	0.000145854938256668	0.0102362932374562	0.291906623344865	1	56603
"33"	"ENSG00000003147"	"ICA1"	759.970009286979	-0.000383322249656	0.0102225229759435	0.484033113302131	1	3382
"34"	"ENSG00000003249"	"DBNDD1"	742.860200745975	0.000296391216437755	0.0102311913794434	0.398875904823715	1	79007
"35"	"ENSG00000003393"	"ALS2"	2190.50050295768	0.000254101835135265	0.0102253171279001	0.606354681963171	1	57679
"36"	"ENSG00000003400"	"CASP10"	12.8853680452863	-6.34996147288537e-05	0.01023656494849	0.585964389169916	1	843
"37"	"ENSG00000003402"	"CFLAR"	1048.62487316304	5.00214344625466e-05	0.0102157013999899	0.93978238294902	1	8837
"38"	"ENSG00000003436"	"TFPI"	101.707214064209	0.000129361422653284	0.0102361758248172	0.378250213954719	1	7035
"39"	"ENSG00000003509"	"NDUFAF7"	919.712858380595	9.21831202539247e-05	0.0102272203854298	0.838440643614353	1	55471
"40"	"ENSG00000003756"	"RBM5"	8215.05887849212	0.00034450567033494	0.0102236690674479	0.512523892180843	1	10181
"41"	"ENSG00000003987"	"MTMR7"	2077.77270489469	0.000204408562388049	0.0102270443745183	0.654014628045024	1	9108
"42"	"ENSG00000003989"	"SLC7A2"	5.15731817509241	-4.66431331072616e-05	0.0102368963977713	0.57181373519123	1	6542
"43"	"ENSG00000004059"	"ARF5"	2125.66924321417	-1.92831316427018e-05	0.0102342581313566	0.937655745298753	1	381
"44"	"ENSG00000004139"	"SARM1"	558.941856782361	0.000402777658953015	0.0102300465771119	0.293139833941842	1	23098
