"ENSG"	"external_gene_name"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"	"entrezgene_id"
"1"	"ENSG00000279809"	""	22.3610759795596	19.9971065586299	3.83798987948503	6.85714239742502e-09	9.43199936765812e-06	NA
"2"	"ENSG00000281887"	"GIMAP1-GIMAP5"	13.9082164782425	19.7555310021934	3.92134917942969	9.78324012756671e-09	1.24217047342782e-05	100527949
"3"	"ENSG00000274944"	""	218.852620144788	2.69223431702383	1.74923505602948	1.53470655776075e-05	0.00185120924388158	NA
"4"	"ENSG00000224864"	""	18.8870726538572	2.00558716886668	1.12123819868326	1.547721287142e-05	0.00185120924388158	NA
"5"	"ENSG00000155307"	"SAMSN1"	347.868880350647	1.63728120387	0.532870565223782	1.83408016914612e-07	8.40925757553497e-05	388813
"6"	"ENSG00000166148"	"AVPR1A"	36.0714347378769	1.36740533602041	0.746185813774584	1.67322520256862e-05	0.00195874150309203	552
"7"	"ENSG00000095596"	"CYP26A1"	59.7359209976336	1.25852564101364	0.52924807029898	4.22011196231485e-06	0.00083195375303122	1592
"8"	"ENSG00000111780"	""	23.9258211339413	1.24302631962669	1.21612679439602	0.000158491115105152	0.00896660385402076	NA
"9"	"ENSG00000187823"	"RTL4"	23.0192203586248	1.2113195977105	0.776470284336569	4.69095577989368e-05	0.00401186093797539	340595
"10"	"ENSG00000117400"	"MPL"	223.083277753937	1.17240458633524	0.412203657511977	1.61123544251748e-06	0.000447291542949633	4352
"11"	"ENSG00000184374"	"COLEC10"	191.179300310155	1.06773286677847	0.513213534481674	2.08835153347463e-05	0.00234492043615865	10584
"12"	"ENSG00000145681"	"HAPLN1"	2169.3050185867	1.03619549537671	0.434868745770195	1.2464394386752e-05	0.00165997638384067	1404
"13"	"ENSG00000179144"	"GIMAP7"	504.049690906518	1.02801522832339	0.372827587893607	5.40789562997063e-06	0.00101434915077608	168537
"14"	"ENSG00000164125"	"GASK1B"	313.703155496993	1.01247553505732	0.416771029913347	1.30623193282929e-05	0.00169259998152529	51313
"15"	"ENSG00000164220"	"F2RL2"	4724.00731834273	0.982504882307475	0.230455837170283	7.00264773286721e-08	3.98571391305884e-05	2151
"16"	"ENSG00000010278"	"CD9"	2751.90896630817	0.970822118062994	0.211374399084137	1.9545502898482e-08	2.01636294276465e-05	928
"17"	"ENSG00000163735"	"CXCL5"	664.561648210698	0.933845578722776	0.522146263085713	7.60627406394944e-05	0.00538837595277036	6374
"18"	"ENSG00000164692"	"COL1A2"	7239.99940977291	0.931737278887828	0.289215890968936	3.31402987674976e-06	0.000759741349244882	1278
"19"	"ENSG00000166268"	"MYRFL"	42.8255614177314	0.927816805814515	0.491993733882265	6.62241368348104e-05	0.00490177400266987	196446
"20"	"ENSG00000184384"	"MAML2"	265.667144923598	0.924247189822003	0.307383885228633	6.30516772841769e-06	0.00111906557554046	84441
"21"	"ENSG00000254101"	"LINC02055"	330.156050565401	0.919586426912614	0.180607484432252	2.41605175996111e-09	3.9879350349918e-06	107986980
"22"	"ENSG00000130830"	"MPP1"	476.700529399543	0.911260120337496	0.322898620507313	1.10909972494838e-05	0.00157817241896534	4354
"23"	"ENSG00000170989"	"S1PR1"	7817.51746704725	0.903279532836532	0.208689220183077	8.10173178252027e-08	4.45757282674265e-05	1901
"24"	"ENSG00000149516"	"MS4A3"	20.2493192546072	0.902428437312621	0.546275124843526	0.000113843853298518	0.00728335907963309	932
"25"	"ENSG00000196932"	"TMEM26"	56.1883231761762	0.900595479426694	0.630949253309018	0.000166072374940433	0.00926077912421211	219623
"26"	"ENSG00000225938"	""	90.909040347715	0.890073961094241	0.267019595201721	3.16448858415073e-06	0.000757000703912927	NA
"27"	"ENSG00000169413"	"RNASE6"	230.479590339806	0.885000478896884	0.247111487725537	1.46816027266906e-06	0.000417818163115096	6039
"28"	"ENSG00000121797"	"CCRL2"	80.8622650189171	0.883108081365342	0.392499452995673	4.66372466688629e-05	0.00400934579956381	9034
"29"	"ENSG00000164120"	"HPGD"	482.52737813701	0.882951688132676	0.231343548597813	6.50348613148535e-07	0.000228738800279235	3248
"30"	"ENSG00000106052"	"TAX1BP1"	8809.71333628164	0.880072471996102	0.156653367865126	1.62238435476998e-10	4.46317935997222e-07	8887
"31"	"ENSG00000133574"	"GIMAP4"	264.906449072282	0.879995983630624	0.354848858472628	3.04344561085197e-05	0.00304455231834682	55303
"32"	"ENSG00000116711"	"PLA2G4A"	175.222111754609	0.878918118029129	0.232378375014151	7.51479812433268e-07	0.000251242973712628	5321
"33"	"ENSG00000139174"	"PRICKLE1"	417.107821878923	0.863323821259417	0.187114740143342	2.64948568764715e-08	2.24840749078406e-05	144165
"34"	"ENSG00000108622"	"ICAM2"	8993.37360311035	0.863027969856314	0.275904409659624	6.9510402840139e-06	0.00119514448883264	3384
"35"	"ENSG00000078596"	"ITM2A"	3151.66761918239	0.855180850003777	0.392727706513191	6.54086243611603e-05	0.00486877514461379	9452
"36"	"ENSG00000102007"	"PLP2"	49.811871952407	0.85387329561108	0.308855073957782	1.95422813917928e-05	0.00220934860721186	5355
"37"	"ENSG00000113532"	"ST8SIA4"	803.560683434445	0.844486200480893	0.187601853566842	4.60395062006085e-08	3.03971235738897e-05	7903
"38"	"ENSG00000197705"	"KLHL14"	47.1009226939193	0.834186736301399	0.482829737817248	0.000152103032392779	0.00884391356203648	57565
"39"	"ENSG00000288046"	""	56.4005890456294	0.828324623918796	0.346409040072348	5.42066493429659e-05	0.00444820875808031	NA
