UniqueCount	AmbigCount
0	6
0	0
5	458
0	0
0	17
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	65
0	24
1	10
0	24
0	7
0	34
49	56
3	23
0	1
0	6
36	52
0	41
9	271
27	55
0	4
15	75
0	1
0	0
0	0
6	507
0	389
2	448
0	365
0	296
0	133
135	132
0	3
0	84
0	4
0	3
0	4
0	1
0	1
0	4
0	23
3	53
16	35
0	21
0	14
6	1
0	122
0	65
0	66
0	63
0	57
1	38
0	34
0	39
0	43
2	7
0	15
1	6
4	44
1	53
0	29
3	58
0	2
0	0
0	45
4	27
2	16
0	6
0	32
0	16
0	64
0	9
0	24
0	15
0	63
0	26
0	1
0	14
0	40
0	21
0	16
0	4
0	4
12	3756
946	6172
17	14791
0	26
12	8457
1	87
4510	13441
13	10236
0	2
0	0
1	43
47	626
0	34
0	1
1	0
0	30
0	22
0	22
0	22
0	21
0	35
0	31
0	22
0	22
1	32
0	21
0	22
0	22
0	22
0	36
0	32
9	19
0	5
0	5
0	7
0	0
2	0
0	0
0	2
0	5
0	1
0	1
0	0
0	2
5	29
0	15
8	16
0	14
10	8
0	7
1	4
1	28
0	46
1050	2672
28	502
9	3085
27	63
28	2830
1	168
1	2797
6	452
6	911
0	125
0	245
0	98
0	203
9	1140
0	1563
1	57
0	289
2	1083
0	111
0	938
0	111
0	46
0	335
0	100
4	109
17	18
11	35
10	36
1	20
0	5
0	19
0	0
0	0
4	0
61	11
0	10
22	5
0	4
0	1
0	221
0	221
0	0
0	221
0	3
0	3
0	3
0	3
0	2
0	221
1	5
0	0
0	0
0	0
0	0
315	4609
21	1354
47	4442
0	0
16	781
212	35
9	42
0	42
0	2
1	6
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	0
0	1
0	1
0	0
0	0
0	16
0	14
5	16
1	2
3	0
0	191
1	196
0	197
0	192
0	0
0	9
0	4
0	2
0	6
28	141
0	16
3	87
1	81
0	70
0	1
1	40
0	50
0	1
0	0
0	16
0	17
0	18
0	19
1	14
0	16
1	16
0	4
0	13
0	5
0	5
0	5
0	1
0	0
0	1
0	0
0	0
0	0
0	1
5	0
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	42
0	42
0	42
0	42
2	9
0	8
0	14
0	14
201	0
0	0
0	0
0	0
0	0
0	0
3	0
0	50
0	50
0	50
0	31
2	27
0	14
1	14
1	7
0	11
0	4
0	0
0	1
0	2
0	1
0	0
0	0
0	0
4	0
2	0
0	0
0	1
1	0
0	4
0	1
0	4
0	4
0	1
0	5
0	0
1	0
25	167
0	166
0	54
0	44
0	0
0	5
0	6
0	0
1	20
0	15
60	31
0	28
2	1
0	0
0	26
0	4
0	1
0	7
0	20
1	632
0	1054
0	1050
0	794
0	489
0	291
0	927
0	1056
0	795
55	725
5	520
0	755
0	1046
0	806
0	688
0	792
0	870
0	250
0	128
0	131
0	588
0	139
0	194
0	157
2	75
0	142
0	270
0	29
0	77
1	284
0	184
0	148
0	246
0	230
0	226
0	14
0	6
0	91
0	227
1	206
47	160
0	143
0	114
0	83
0	77
0	68
0	84
0	33
0	23
0	4
0	0
15	1
0	1
22	3
0	2
4	0
0	56
0	57
0	55
0	1
0	1
0	1
0	0
1	0
0	0
0	7
0	8
0	8
0	5
11	8
0	5
0	4
0	0
0	0
0	0
0	107
1	106
0	106
0	105
0	7
0	0
0	0
0	1371
0	1344
1	1212
61	990
21	1965
0	1474
0	1090
0	1349
0	1648
0	506
0	448
0	153
0	108
3	118
2	117
0	227
42	11
0	18
0	0
0	6
0	518
1	508
5	511
0	523
0	23
0	21
0	481
17	488
0	198
423	1129
0	829
4	954
15	93
39	305
0	105
0	3
25	115
0	5
0	5
0	5
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	1
4	1
0	0
1	24
0	0
0	0
0	96
0	75
4	96
1	2
0	75
15	62
2	3
0	3
0	68
1	52
0	68
0	54
0	68
0	2
0	1
0	13
3	0
0	0
2	0
147	915
7	752
0	180
344	64
0	18
27	20
0	0
81	0
0	0
47	0
0	12
0	12
0	12
0	12
0	10
0	11
0	12
0	7
0	0
1	12
0	0
0	8
0	7
0	0
0	0
0	12
0	8
0	0
0	11
0	11
0	0
0	0
0	12
1	2
0	0
0	0
0	0
0	2
0	2
0	2
0	0
0	0
0	0
0	1
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	435
0	433
0	366
0	372
0	360
0	262
0	260
0	260
0	235
0	145
13	508
2	5620
0	5468
6	1374
54	338
19	14
0	2
0	1
15	336
0	256
1	21
0	131
0	239
0	262
0	301
0	311
0	312
0	298
0	8
1	10
0	4
0	1
0	19
0	0
0	0
0	14
0	16
15	164
7	42
4	28
6	29
104	308
1	1
475	341
0	0
0	8
36	559
71	118
18	444
0	300
0	182
0	182
0	179
0	38
0	1
0	18
0	11
0	2
0	14
0	5
0	2
0	9
0	5
0	0
0	0
1	0
0	0
0	3594
0	3449
3	3633
25	200
14	468
0	227
0	256
0	127
0	15
1	27
12	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	1
0	0
0	0
0	1
0	1
0	0
0	1
0	0
0	0
1	4
0	0
0	0
6	15
0	0
0	0
0	0
0	0
0	2
0	0
0	1
0	2
0	1
0	0
0	2
0	2
0	0
0	0
0	2
0	0
0	0
2	20
0	1
0	0
0	0
0	2
0	0
0	0
0	144
0	11
0	0
0	0
0	0
0	0
9	151
0	16
0	128
0	15
0	18
0	16
0	17
0	16
1	21
0	20
0	16
0	14
0	11
0	19
0	7
0	123
0	5
0	95
0	102
0	13
12	5
6	0
0	0
0	57
0	58
0	63
0	63
0	6
21	24
0	2
0	4
0	13
6	22
0	4
0	2
0	13
3	0
0	0
0	0
19	0
0	0
0	0
0	0
0	0
0	0
0	9
0	9
0	9
0	1
11	3
1	3
2	7
0	8
5	3
0	1
0	0
0	0
11	1
0	0
12	0
0	176
0	8
0	193
0	25
3	0
0	49
0	21
2	30
2	3
0	142
0	144
0	85
0	74
0	2
0	0
0	0
0	0
0	0
0	0
0	11
0	11
0	11
0	11
0	9
1	6
0	6
0	0
1	0
1	108
1	106
0	74
0	15
2	4
0	1
0	1
0	14
0	28
1	10
0	3
0	3
4	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	4
0	3
0	0
0	0
0	1
0	3
0	3
0	0
0	1
0	0
0	1
0	0
0	0
0	2
0	2
0	30
0	30
0	31
0	30
0	3
0	31
0	4
0	0
0	0
0	2
0	31
0	0
1	29
0	7
0	7
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	2
61	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	13
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	5
0	5
0	2
0	4
0	4
3	5
0	0
66	14
0	12
1	1
0	2
0	2
0	2
0	0
0	0
0	0
16	240
0	240
28	90
3	90
30	8
2	34
0	6
1	6
0	3
0	21
0	22
1	7
0	22
0	22
0	0
0	22
0	22
0	0
0	0
0	0
0	0
0	22
0	0
0	0
0	0
0	0
0	0
0	0
0	38
0	27
0	119
0	67
0	126
5	214
0	53
0	5
0	104
0	5
0	139
0	142
0	177
0	171
0	88
0	131
0	87
0	64
0	84
2	119
0	86
0	23
0	30
0	8
0	58
0	53
0	17
0	48
0	7
0	0
3	3
0	2
1	2
0	3
0	0
0	3
0	0
310	28
1	28
0	1
3	0
2	0
13	148
0	138
0	138
0	138
0	128
0	138
18	138
0	136
0	130
0	134
1	132
0	133
0	138
2	107
0	107
0	101
1	6
1	51
0	31
2	49
1	5
0	6
4	23
0	26
2	4
3	2
0	7
0	119
1	117
1	116
6	115
1	115
0	117
0	115
0	114
3	7
0	8
2	385
21	405
0	393
0	381
0	406
0	387
0	389
0	387
0	391
5	177
0	27
0	0
1	0
0	9
5	19
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
1	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
359	18
11	18
0	0
0	2
0	2
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	58
0	53
0	73
0	80
0	79
0	39
0	1
0	2
3	0
0	20
3	2
1	11
1	11
0	259
0	253
0	256
0	5
0	3
2	6
8	3
0	0
0	14
0	4
0	12
0	242
0	21
0	6
0	37
0	246
0	8
0	98
0	249
0	5
0	221
0	10
0	7
0	63
1	217
0	5
1	6
1	236
1	2
0	0
0	250
0	254
0	63
0	77
0	8
0	0
0	232
1	2
0	76
0	155
2	0
0	2
0	20
0	210
0	162
0	198
1	16
0	0
0	6
0	3
0	13
0	0
0	128
865	489
15	489
3	439
0	341
6	276
0	134
3	123
0	0
1	0
9	49
0	0
3	1
5	54
0	1
0	1
0	5
1	6
179	193
0	12
3	179
0	43
4	13
1	8
0	12
0	0
525	0
2	1481
0	1481
0	1416
0	1415
0	1415
0	1433
0	1431
0	1480
0	641
2	7
0	0
0	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
358	30
0	23
5	9
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
51	696
13	271
8	256
0	176
65	365
20	237
2	164
0	80
0	58
0	59
0	1
1	1
0	1
0	1
89	9
0	9
177	353
5	0
8	332
7	1523
0	179
4	181
11	163
0	26
19	1921
1	896
217	3064
10	1805
1	237
3	595
3	392
0	54
23	328
0	170
0	115
1	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
1	25
253	358
9	120
2	49
17	43
0	23
0	32
0	25
1	103
0	106
1	70
0	9
0	14
8	327
0	208
0	40
0	0
0	0
0	0
4	6
