UniqueCount	AmbigCount
0	3
0	0
2	418
0	0
0	1
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
2	41
0	19
0	8
0	18
0	4
0	12
62	25
9	125
1	12
0	15
51	26
0	17
6	167
13	18
0	12
9	29
0	3
0	3
0	0
14	492
0	468
0	491
0	447
0	391
0	224
48	62
0	0
0	155
0	11
0	9
0	11
0	1
0	2
0	0
0	9
1	35
3	22
0	9
0	4
11	9
0	134
0	72
0	77
1	82
0	53
1	42
1	32
1	51
0	48
3	22
0	21
2	8
4	21
0	35
0	46
0	39
0	2
0	0
0	20
16	138
0	3
0	0
0	20
0	8
0	46
4	12
0	14
0	6
0	36
0	10
0	3
0	9
0	20
0	9
0	4
0	3
0	2
8	2514
568	3627
17	12299
0	28
8	4380
1	68
2383	7646
6	5295
0	2
0	0
0	22
84	875
0	37
0	3
1	3
0	17
0	15
0	15
0	14
0	13
0	42
0	42
0	13
0	13
0	15
0	13
0	15
0	15
0	14
0	42
0	43
3	13
0	0
5	0
0	0
0	0
4	0
0	4
0	3
0	4
1	3
0	3
0	1
0	6
3	5
0	10
10	10
0	30
3	8
0	6
0	6
2	9
0	26
47	339
9	140
1	468
6	14
4	358
0	46
0	360
0	108
0	235
1	25
0	59
0	37
0	57
3	284
0	250
0	10
0	67
0	273
0	43
0	249
0	43
0	25
0	102
0	36
1	32
15	5
4	3
2	3
0	13
0	5
0	10
0	12
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	155
0	155
0	0
0	155
0	1
0	1
0	1
0	1
0	1
0	155
2	3
0	0
0	0
0	0
0	0
169	3005
16	889
69	2932
1	0
8	499
185	27
6	34
1	34
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
16	0
0	8
0	6
0	8
0	4
0	537
0	380
126	536
0	8
7	0
0	316
0	311
0	309
0	314
0	0
0	5
0	1
0	0
0	4
17	223
0	12
1	15
0	9
0	7
0	0
0	6
0	7
0	0
2	0
0	291
0	269
1	288
0	301
39	203
1	290
3	272
0	25
2	199
0	91
0	66
0	66
0	24
0	22
0	13
0	13
0	5
3	3
0	0
7	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
1	1
0	0
1	81
0	81
0	80
0	81
6	20
0	18
0	24
0	31
174	0
1	0
0	0
0	0
0	0
0	0
3	0
0	77
0	81
0	77
0	47
0	47
0	41
0	39
10	9
0	34
0	32
0	8
0	11
0	18
0	10
2	7
4	2
0	5
1	3
6	3
0	0
0	0
1	2
0	21
0	12
0	15
0	15
0	0
0	15
0	0
0	4
11	41
0	39
0	26
0	14
0	1
0	0
0	2
0	0
0	4
0	2
17	9
0	4
0	0
0	0
6	54
1	6
0	9
0	20
11	37
6	1474
0	2449
0	2455
0	1838
0	1075
0	609
1	2165
0	2489
0	1841
15	1602
19	1187
0	1745
0	2424
2	1876
0	1582
0	1824
0	2101
0	576
0	308
0	326
0	1443
0	335
0	497
1	393
2	177
0	351
0	547
0	40
0	144
10	673
0	427
0	325
0	540
0	521
0	519
0	35
1	18
0	238
0	439
0	416
55	279
0	295
0	246
0	179
0	170
0	153
0	148
0	67
0	50
0	5
0	0
5	0
0	17
46	19
0	2
9	0
0	48
0	48
0	46
0	1
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	1
0	1
4	1
0	0
0	0
0	0
0	0
0	0
0	897
52	894
0	893
2	884
5	136
0	11
0	0
0	1583
6	1579
0	1434
68	1148
7	2501
1	1844
0	1293
2	1761
0	2075
0	586
0	587
0	184
0	131
5	167
3	141
0	353
50	11
0	65
0	6
0	13
0	631
1	600
0	600
0	637
0	42
0	33
0	584
15	603
0	207
362	904
0	642
87	756
30	98
85	276
0	81
0	12
19	89
0	10
0	10
0	10
0	2
0	0
0	0
1	0
0	1
1	1
0	1
0	0
0	1
