UniqueCount	AmbigCount
0	6
0	0
7	597
0	0
0	8
0	2
0	0
0	1
0	1
0	0
0	5
0	2
0	1
1	75
0	11
1	23
0	23
0	14
0	31
90	35
8	143
0	22
0	5
113	39
0	24
6	193
9	35
0	11
16	48
0	2
4	6
0	0
12	676
0	629
1	677
0	623
0	492
0	260
66	105
0	8
0	179
0	4
0	2
0	6
0	1
0	3
0	2
0	19
10	51
16	38
0	21
0	18
9	5
0	127
0	69
0	84
2	87
0	53
3	35
1	36
0	43
0	36
12	8
0	23
2	9
2	27
0	38
0	50
1	43
0	0
0	0
0	16
28	179
0	12
0	2
0	15
0	10
1	64
3	13
0	11
0	8
0	50
0	20
0	4
1	24
0	38
0	21
0	18
0	1
0	1
17	6250
1241	8278
35	18515
0	64
18	10032
5	216
5699	18319
23	12807
0	0
0	0
1	18
112	976
0	25
0	0
10	6
0	16
0	21
0	21
0	13
0	21
0	45
0	42
0	21
0	20
0	33
0	20
0	20
0	20
0	13
0	43
0	44
15	11
0	3
4	3
0	9
0	1
6	1
0	7
0	2
0	2
0	1
0	1
0	1
0	7
4	28
0	4
4	4
0	28
6	18
0	11
5	8
2	9
0	15
137	481
2	121
1	590
2	29
4	515
0	41
0	512
0	143
0	309
0	39
0	62
0	32
0	83
1	377
0	383
0	19
0	86
0	369
0	34
1	318
0	34
0	18
0	80
0	29
6	37
44	33
9	14
2	16
2	16
0	5
0	13
1	17
0	0
0	0
1	0
0	0
11	6
0	6
0	0
0	233
0	233
0	0
0	233
0	0
0	0
0	0
0	0
0	0
0	233
1	4
0	0
0	0
0	0
0	0
340	5024
16	1514
65	4885
0	0
13	847
240	41
24	87
5	90
2	4
4	20
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
34	0
0	8
0	8
0	5
0	5
0	783
0	542
163	783
0	18
5	0
0	682
0	679
0	676
0	679
0	0
1	6
2	7
0	0
0	12
65	478
0	41
0	18
0	18
0	17
1	0
0	3
0	14
0	0
0	1
6	640
1	604
1	659
0	663
96	482
1	632
26	611
0	79
1	427
3	227
0	163
0	155
1	77
2	68
0	48
0	41
0	10
12	12
0	8
17	5
0	0
0	0
0	0
0	0
0	0
1	4
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	3
0	3
0	0
0	99
1	100
0	98
0	99
7	18
0	16
0	46
0	27
232	0
0	3
3	2
4	4
0	1
0	0
0	0
0	218
0	222
0	220
0	124
0	116
0	90
0	79
10	25
0	64
0	41
0	6
0	14
0	20
0	17
2	13
1	5
0	5
2	2
5	1
1	3
0	0
3	1
0	46
0	33
1	47
0	47
0	6
0	45
0	0
2	10
18	83
1	81
0	57
0	15
0	0
0	1
0	3
0	0
1	3
0	0
31	5
0	3
1	0
0	0
25	149
3	31
0	16
0	50
5	109
5	2033
0	3247
0	3241
0	2473
0	1602
3	949
0	2882
0	3295
0	2475
21	2216
48	1764
7	2381
0	3211
1	2520
0	2140
0	2319
0	2622
0	697
1	401
1	396
1	1831
0	400
0	635
0	519
1	270
1	447
0	710
0	83
0	238
7	924
0	620
0	518
0	698
1	680
0	678
2	51
0	31
0	305
1	556
0	535
40	348
0	407
0	320
0	228
0	205
0	220
0	187
0	87
0	46
0	11
0	0
3	0
0	28
70	34
2	7
2	0
0	96
0	98
0	94
0	4
0	3
0	3
0	0
0	0
0	0
0	2
0	2
0	2
0	1
4	2
0	1
0	1
0	1
0	0
0	0
1	1548
146	1539
3	1536
3	1525
13	246
1	19
6	0
0	2217
15	2316
4	2017
68	1553
62	3658
0	2527
0	1747
8	2525
1	2943
0	872
0	954
0	324
2	239
5	263
11	256
0	651
48	40
0	173
1	13
0	39
0	935
2	869
1	877
0	938
0	39
0	30
0	844
42	867
0	312
472	1406
0	1005
99	1192
19	140
72	404
0	144
0	4
13	138
0	7
0	7
0	7
0	0
0	0
0	0
5	0
0	1
2	0
0	1
0	1
0	0
0	13
5	13
0	0
17	52
0	0
0	1
0	369
0	319
34	372
1	20
14	295
55	231
2	11
0	6
0	355
10	271
0	356
1	295
3	350
0	9
1	21
0	72
0	1
0	1
4	1
366	1797
58	1461
1	383
280	135
0	14
14	22
0	0
81	0
8	0
44	0
3	11
0	11
0	11
0	11
0	9
0	11
0	14
10	26
0	0
0	11
0	0
0	8
0	24
0	4
0	0
0	11
1	5
0	0
0	11
0	8
0	0
0	0
0	11
0	2
0	0
0	0
0	2
0	6
0	3
0	6
0	4
0	4
0	0
0	4
1	0
0	4
0	4
0	2
0	2
0	2
0	2
1	1
2	1149
1	1154
0	1017
0	995
0	955
0	754
0	753
0	753
0	567
0	61
13	433
0	3831
0	3708
22	1129
41	349
33	13
2	6
0	3
40	987
1	837
1	92
0	477
2	781
0	798
0	870
0	900
0	904
0	864
10	28
1	47
2	34
0	3
0	94
1	7
0	18
1	62
4	83
28	418
25	148
10	66
29	60
118	776
3	2
150	188
2	0
0	11
27	463
32	61
11	351
0	266
0	431
1	430
0	416
0	162
0	10
0	69
2	35
0	22
0	43
0	23
0	21
0	29
2	17
0	9
0	8
0	4
0	0
0	2585
0	2460
0	2621
41	190
21	443
0	207
0	230
8	98
0	10
0	22
4	0
0	0
0	0
1	2
0	2
0	2
0	2
0	0
0	1
0	1
0	0
0	0
0	4
0	0
0	4
0	0
0	0
1	19
0	4
0	0
2	33
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	0
1	28
0	0
0	0
0	0
0	1
0	0
0	0
0	201
0	9
0	0
0	0
0	0
0	0
2	204
0	12
4	141
0	12
0	14
0	12
0	14
0	12
0	15
1	15
1	13
1	11
0	9
0	12
0	4
0	187
0	9
0	94
0	156
0	6
8	10
11	3
4	3
0	217
3	223
2	318
0	330
3	156
109	166
0	107
0	203
0	209
9	224
0	195
0	105
2	155
0	2
8	0
0	0
106	3
0	0
0	0
0	3
0	9
18	13
7	110
2	94
6	99
0	7
73	45
0	18
45	43
0	51
39	25
0	16
0	5
0	0
63	2
0	1
5	0
2	2293
0	459
2	2859
0	959
2	57
15	2007
1	657
80	1310
6	340
3	594
0	597
0	278
0	251
0	22
1	6
0	2
0	3
0	4
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
8	0
4	0
16	1659
0	1540
7	1076
6	197
3	67
11	33
2	19
1	170
1	300
31	112
4	14
2	52
39	0
0	14
0	14
0	1
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	5
0	2
0	3
0	0
0	11
0	11
0	0
0	0
0	0
0	0
2	0
7	0
1	66
0	66
0	484
1	469
0	497
0	478
0	103
0	490
0	91
0	25
0	18
0	44
2	478
2	19
5	433
0	92
0	92
0	4
0	4
0	0
0	0
0	0
0	0
0	0
0	4
18	4
0	0
0	0
3	0
0	0
0	0
0	0
2	0
0	0
6	0
0	4
0	4
0	0
0	4
1	8
0	0
0	7
0	0
2	2
0	32
0	2
0	40
17	42
0	31
0	26
0	2
0	23
0	5
0	14
0	0
6	0
12	0
0	0
0	0
0	0
8	87
0	87
0	87
0	7
0	5
0	10
8	76
11	0
423	524
3	451
14	100
1	156
1	48
0	69
6	21
0	0
5	0
14	251
0	251
112	571
34	572
171	79
3	244
0	108
8	60
0	37
0	218
0	157
1	41
0	26
0	25
0	2
0	25
0	25
0	2
0	2
0	2
0	3
0	26
0	2
0	0
0	2
0	2
1	0
0	0
0	48
0	15
0	197
0	117
0	219
3	442
0	92
1	7
0	217
0	10
0	298
0	300
0	411
0	376
0	156
0	242
0	185
0	150
0	163
0	299
0	170
0	28
0	49
0	14
0	138
0	125
2	27
0	115
0	10
0	0
3	4
0	5
0	5
1	19
1	4
0	19
0	1
363	34
1	32
0	3
1	0
9	1
3	195
0	206
0	208
0	208
0	194
0	208
8	210
0	192
2	190
0	205
0	195
0	196
0	208
2	182
0	182
0	177
0	10
0	108
0	57
0	101
0	16
0	10
0	53
0	22
1	9
8	7
0	24
1	299
2	305
0	289
0	289
0	289
0	303
0	287
0	281
1	9
1	29
2	1161
32	1141
1	1215
0	1142
1	1155
0	1163
0	1162
0	1168
0	1167
2	525
0	54
0	0
0	0
14	4
6	22
0	6
0	0
0	0
0	6
0	1
0	1
0	1
3	1
0	0
0	0
0	0
4	14
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
5	0
0	3
24	2
0	2
0	0
0	11
0	11
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
2	138
2	139
0	268
1	298
2	289
0	196
2	5
0	5
5	6
0	125
2	11
0	8
1	8
2	146
0	149
0	144
0	1
0	0
0	2
2	4
0	0
0	3
0	0
0	0
0	145
0	11
1	2
0	26
0	139
0	6
2	60
0	151
0	5
0	116
0	13
0	0
0	42
0	123
0	7
0	6
3	138
0	5
0	1
0	150
0	144
0	42
0	49
0	0
0	0
0	138
0	2
0	50
0	98
0	2
0	0
0	20
0	105
0	90
0	104
6	0
0	0
0	0
0	0
0	0
0	0
0	588
1726	1892
155	1864
3	1801
0	1410
12	1184
0	611
0	583
1	0
4	0
3	28
0	0
0	0
1	23
0	0
0	0
0	0
0	0
242	363
0	23
0	334
0	69
5	26
2	14
0	23
0	0
77	0
1	4276
0	4304
1	4026
0	4021
72	4021
1	4034
3	4024
0	4300
0	1994
0	26
0	0
3	11
0	0
0	0
3	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	10
0	0
0	10
0	0
0	0
0	83
0	84
0	116
17	116
0	85
0	87
0	87
0	64
0	33
0	25
0	34
0	25
0	22
0	26
1	38
0	6
0	14
0	3
0	1
0	1
0	0
6	267
1	401
3	443
11	444
1	429
0	361
0	427
0	427
0	428
2	419
0	428
0	428
0	428
0	431
0	425
1	269
0	338
2	80
5	14
0	25
0	4
0	31
0	9
0	30
0	32
0	29
0	24
0	25
0	3
387	53
4	31
2	12
0	1
0	0
0	0
3	0
0	0
0	0
0	0
0	0
52	767
2	257
3	244
0	176
59	457
7	307
0	229
0	96
2	307
8	315
0	26
0	28
0	12
0	5
278	31
0	31
189	333
0	1
1	303
19	1639
0	159
4	170
32	165
0	24
10	2192
0	1073
269	3521
0	2220
0	276
1	705
0	439
0	69
15	421
1	236
4	151
1	3
0	0
0	0
0	3
0	0
0	0
2	1
2	0
5	513
56	310
36	567
101	809
8	250
1	461
4	407
0	393
3	336
1	388
